overall_composition,Na2O at %,Fe2O3 at %,P2O5 at %,Na2O wt %,Fe2O3 wt %,P2O5 wt %,predicted_phases,salt_cation_loading,wf_volume_per_100g_salt,melting_temperature_value,cohesive_energy_value,bulk_modulus_value,has_no_salt_cations,has_no_phophates,has_unreacted_element,has_unreacted_waste_salt,has_binary_alkali_compounds,total_filter_score
Na0.2O2.8Fe1.8,10.0,90.0,0.0,4.1342092852844035,95.86579071471559,0.0,0.80*Fe2O3 + 0.20*NaFeO2,3.066994041271375,260.77003593928237,2129.794505000006,4.859484930637435,126.04952853725165,False,True,False,False,False,-1
Na0.25O4.5P1.75,12.5,0.0,87.5,5.871493946121726,0.0,94.12850605387828,0.75*P2O5 + 0.25*NaPO3,4.35581164461476,362.76304689851077,2008.744577500005,3.428479356771998,138.1269476843277,False,False,False,False,True,-1
Na0.25O4.45Fe0.05P1.7,12.5,2.5,85.0,5.85182101318302,3.0154332617772823,91.1327457250397,0.68*P2O5 + 0.26*NaPO3 + 0.05*Fe(PO3)3,4.3412171323552835,358.23526263589577,2014.7030115789526,3.5718445147875153,138.5472790848228,False,False,False,False,True,-1
Na0.25O4.4Fe0.1P1.65,12.5,5.0,82.5,5.832279471630217,6.010727078328206,88.15699345004158,0.61*P2O5 + 0.11*Fe(PO3)3 + 0.28*NaPO3,4.326720093776934,353.70747837328173,2021.3234938888943,3.7311391348047565,139.01431397426182,False,False,False,False,True,-1
Na0.25O4.35Fe0.15P1.6,12.5,7.5,80.0,5.81286800954115,8.986082538821803,85.20104945163706,0.53*P2O5 + 0.18*Fe(PO3)3 + 0.29*NaPO3,4.312319555620463,349.17969411066775,2028.7228564705938,3.909174298353437,139.53629414481128,False,False,False,False,True,-1
Na0.25O4.3Fe0.2P1.55,12.5,10.0,77.5,5.793585332401494,11.941698064183129,82.26471660341538,0.25*Fe(PO3)3 + 0.44*P2O5 + 0.31*NaPO3,4.298014557540757,344.6519098480533,2037.0471393750054,4.109463857345704,140.12352183667946,False,False,False,False,True,-1
Na0.25O4.25Fe0.25P1.5,12.5,12.5,75.0,5.7744301628169925,14.877769451202946,79.34780038598007,0.33*Fe(PO3)3 + 0.33*P2O5 + 0.33*NaPO3,4.283804151893354,340.1241255854375,2046.4813266666722,4.336458690870273,140.78904655413007,False,False,False,False,True,-1
Na0.25O4.2Fe0.3P1.45,12.5,15.0,72.5,5.755401240231366,17.794489915775305,76.45010884399332,0.43*Fe(PO3)3 + 0.36*NaPO3 + 0.21*P2O5,4.269687403525123,335.59634132282343,2057.2632550000058,4.595881357755495,141.54964623121646,False,False,False,False,True,-1
Na0.25O4.15Fe0.35P1.4,12.5,17.5,70.0,5.736497320649795,20.692050135282987,73.57145254406723,0.54*Fe(PO3)3 + 0.38*NaPO3 + 0.08*P2O5,4.25566338956925,331.06855706020826,2069.703941538467,4.895215204161521,142.4272612432392,False,False,False,False,True,-1
Na0.25O4.1Fe0.4P1.35,12.5,20.0,67.5,5.717717176367814,23.570638290150384,70.71164453348182,0.58*Fe(PO3)3 + 0.33*NaPO3 + 0.08*NaFeP2O7,4.241731199243992,325.84353175008783,2085.8940204166724,5.073693103707388,143.76135038877396,False,False,False,False,True,-1
Na0.25O4.05Fe0.45P1.3,12.5,22.5,65.0,5.699059595705538,26.430440104582864,67.8705002997116,0.55*Fe(PO3)3 + 0.27*NaFeP2O7 + 0.18*NaPO3,4.227889933655568,319.9212653924624,2106.856053181824,5.098354343613055,145.67640661332396,False,False,False,False,True,-1
Na0.25O4Fe0.5P1.25,12.5,25.0,62.5,5.680523382747053,29.27163888651106,65.04783773074189,0.50*Fe(PO3)3 + 0.50*NaFeP2O7,4.214138705604836,313.9989990348364,2132.010492500006,5.127947831499856,147.974474082784,False,False,False,False,False,0
Na0.25O3.95Fe0.55P1.2,12.5,27.500000000000004,60.0,5.662107357084886,32.094415566758194,62.243477076156914,0.45*NaFeP2O7 + 0.36*Fe(PO3)3 + 0.18*FePO4,4.200476639397683,323.17120534936805,2130.873777727279,5.127833571711368,146.7811883929751,False,False,False,False,False,0
Na0.25O3.9Fe0.6P1.15,12.5,30.0,57.49999999999999,5.643810353569433,34.898948737447995,59.45724090898258,0.42*NaFeP2O7 + 0.25*Fe(PO3)3 + 0.33*FePO4,4.186902870659197,332.3434116638982,2129.926515416673,5.12773835522096,145.78678365146766,False,False,False,False,False,0
Na0.25O3.85Fe0.65P1.1,12.5,32.5,55.00000000000001,5.62563122206322,37.685414689670296,56.68895408826648,0.38*NaFeP2O7 + 0.46*FePO4 + 0.15*Fe(PO3)3,4.173416546151235,341.51561797843243,2129.1249857692364,5.127657787421383,144.94536425480743,False,False,False,False,False,0
Na0.25O3.8Fe0.7P1.05,12.5,35.0,52.5,5.607568827199912,40.45398745042112,53.938443722378985,0.36*NaFeP2O7 + 0.57*FePO4 + 0.07*Fe(PO3)3,4.160016823593892,350.6878242929627,2128.4379603571488,5.127588729307463,144.22414762909875,False,False,False,False,False,0
Na0.25O3.75Fe0.75P1,12.5,37.5,50.0,5.589622048147929,43.20483881883323,51.20553913301885,0.67*FePO4 + 0.33*NaFeP2O7,4.146702871489827,359.8600306074944,2127.842538333339,5.127528878942063,143.59909322015125,False,False,False,False,False,0
Na0.25O3.7Fe0.8P0.95,12.5,40.0,47.5,5.571789778378608,45.93813840171342,48.490071819907996,0.79*FePO4 + 0.07*Na3Fe3(PO4)4 + 0.14*NaFeP2O7,4.133473868952507,366.74388322342077,2120.5413550000058,5.12633353087469,141.51019636229913,False,False,False,False,False,0
Na0.25O3.65Fe0.85P0.9,12.5,42.5,45.0,5.554070925438779,48.65405364840149,45.79187542615975,0.85*FePO4 + 0.13*Na3Fe3(PO4)4 + 0.03*Fe2O3,4.120329005537403,367.6983966475748,2115.256704500006,5.1174826020880655,139.4700029407681,False,False,False,False,False,0
Na0.25O3.6Fe0.9P0.85,12.5,45.0,42.5,5.53646441072766,51.352749884966386,43.11078570430597,0.78*FePO4 + 0.13*Na3Fe3(PO4)4 + 0.10*Fe2O3,4.107267481076404,356.794231688194,2115.830415500006,5.093619348879782,138.04944060634216,False,False,False,False,False,0
Na0.25O3.55Fe0.95P0.8,12.5,47.5,40.0,5.518969169277997,54.03439034775388,40.446640482968135,0.70*FePO4 + 0.12*Na3Fe3(PO4)4 + 0.17*Fe2O3,4.094288505515651,345.89006672881163,2116.404126500006,5.0697560956715,136.62887827191622,False,False,False,False,False,0
Na0.25O3.5Fe1P0.75,12.5,50.0,37.5,5.501584149541329,56.69913621630022,37.79927963415845,0.63*FePO4 + 0.13*Na3Fe3(PO4)4 + 0.25*Fe2O3,4.081391298756059,334.98590176942855,2116.977837500006,5.045892842463217,135.20831593749026,False,False,False,False,False,0
Na0.25O3.45Fe1.05P0.7,12.5,52.5,35.0,5.484308313177301,59.347146645625635,35.16854504119706,0.55*FePO4 + 0.13*Na3Fe3(PO4)4 + 0.32*Fe2O3,4.0685750904970694,324.08173681004575,2117.5515485000055,5.0220295892549345,133.78775360306432,False,False,False,False,False,0
Na0.25O3.4Fe1.1P0.65,12.5,55.00000000000001,32.5,5.467140634846939,61.978578797921344,32.55428056723172,0.12*Na3Fe3(PO4)4 + 0.47*FePO4 + 0.40*Fe2O3,4.055839120083306,313.17757185066296,2118.125259500006,4.998166336046652,132.3671912686384,False,False,False,False,False,0
Na0.25O3.35Fe1.15P0.6,12.5,57.49999999999999,30.0,5.45008010200979,64.59358787364322,29.956332024346988,0.13*Na3Fe3(PO4)4 + 0.40*FePO4 + 0.47*Fe2O3,4.043182636354081,302.27340689127936,2118.698970500006,4.974303082838369,130.94662893421247,False,False,False,False,False,0
Na0.25O3.3Fe1.2P0.55,12.5,60.0,27.500000000000004,5.43312571472485,67.19232714202518,27.374547143249966,0.13*Na3Fe3(PO4)4 + 0.55*Fe2O3 + 0.33*FePO4,4.030604897495673,291.3692419318966,2119.272681500006,4.950439829630087,129.52606659978653,False,False,False,False,False,0
Na0.25O3.25Fe1.25P0.5,12.5,62.5,25.0,5.416276485455201,69.7749479710247,24.8087755435201,0.13*Na3Fe3(PO4)4 + 0.63*Fe2O3 + 0.25*FePO4,4.018105170896444,280.46507697251394,2119.846392500006,4.926576576421804,128.1055042653606,False,False,False,False,False,0
Na0.25O3.2Fe1.3P0.45,12.5,65.0,22.5,5.399531438876261,72.34159985671289,22.258868704410848,0.70*Fe2O3 + 0.13*Na3Fe3(PO4)4 + 0.18*FePO4,4.005682733004581,269.5609120131312,2120.4201035000065,4.902713323213521,126.68494193093467,False,False,False,False,False,0
Na0.25O3.15Fe1.35P0.4,12.5,67.5,20.0,5.382889611687592,74.89243045212113,19.72467993619128,0.78*Fe2O3 + 0.13*Na3Fe3(PO4)4 + 0.10*FePO4,3.99333686918844,258.65674705374863,2120.993814500006,4.878850070005238,125.26437959650872,False,False,False,False,False,0
Na0.25O3.1Fe1.4P0.35,12.5,70.0,17.5,5.366350052428168,77.4275855955558,17.206064352016032,0.85*Fe2O3 + 0.13*Na3Fe3(PO4)4 + 0.02*FePO4,3.9810668735995693,247.75258209436572,2121.567525500006,4.854986816796956,123.84381726208277,False,False,False,False,False,0
Na0.25O3.05Fe1.45P0.3,12.5,72.5,15.0,5.349911821295045,79.94720933839268,14.702878840312264,0.88*Fe2O3 + 0.10*Na3Fe3(PO4)4 + 0.02*Na3Fe(PO4)2,3.9688720490381426,238.96012728923827,2120.9477991666727,4.844171484816268,123.14370177150732,False,False,False,False,False,0
Na0.25O3Fe1.5P0.25,12.5,75.0,12.5,5.333573989965352,82.45144397236206,12.214982037672584,0.89*Fe2O3 + 0.06*Na3Fe3(PO4)4 + 0.06*Na3Fe(PO4)2,3.9567517068208624,231.22352756124027,2119.8665147222287,4.840356932490145,122.8415754882627,False,False,False,False,False,0
Na0.25O2.95Fe1.55P0.2,12.5,77.5,10.0,5.31733564142153,84.94043005633536,9.742234302243123,0.90*Fe2O3 + 0.08*Na3Fe(PO4)2 + 0.02*Na3Fe3(PO4)4,3.9447051666514334,223.48692783324196,2118.9203908333393,4.837019199204785,122.57721499042364,False,False,False,False,False,0
Na0.25O2.9Fe1.6P0.15,12.5,80.0,7.5,5.301195869779752,87.41430644262397,7.284497687596277,0.91*Fe2O3 + 0.06*Na3Fe(PO4)2 + 0.03*Na4P2O7,3.9327317564931787,219.25455330528197,2114.780449411771,4.827233475926198,121.73580974779956,False,False,False,False,True,-1
Na0.25O2.85Fe1.65P0.1,12.5,82.5,5.0,5.285153780121476,89.87321030280067,4.841635917077852,0.92*Fe2O3 + 0.06*Na3PO4 + 0.03*Na4P2O7,3.920830812444064,219.26582813771964,2110.238008333339,4.815742442632566,121.12494467767118,False,False,False,False,True,-1
Na0.25O2.8Fe1.7P0.05,12.5,85.0,2.5,5.269208488328018,92.31727715305344,2.4135143586185355,0.84*Fe2O3 + 0.05*Na3PO4 + 0.11*NaFeO2,3.909001678614051,213.74610936650535,2120.218593421059,4.839867260035107,124.09086569349604,False,False,False,False,True,-1
Na0.25O2.75Fe1.75,12.5,87.5,0.0,5.253359120918139,94.74664087908187,0.0,0.75*Fe2O3 + 0.25*NaFeO2,3.8972437070045727,206.84329431330488,2133.451200000006,4.873364683961312,127.85002784671673,False,True,False,False,False,-1
Na0.3O4.4P1.7,15.0,0.0,85.0,7.154184867238772,0.0,92.84581513276123,0.70*P2O5 + 0.30*NaPO3,5.307385486283061,298.2053727031108,2011.387074000005,3.5319616647041885,138.66543277817567,False,False,False,False,True,-1
Na0.3O4.35Fe0.05P1.65,15.0,2.5,82.5,7.129846661275691,3.0616647258673884,89.80848861285692,0.63*P2O5 + 0.32*NaPO3 + 0.05*Fe(PO3)3,5.2893300063803705,294.4322191509314,2017.48458684211,3.680773259979296,139.1141054993996,False,False,False,False,True,-1
Na0.3O4.3Fe0.1P1.6,15.0,5.0,80.0,7.1056734887779776,6.102568795001295,86.79175771622073,0.56*P2O5 + 0.33*NaPO3 + 0.11*Fe(PO3)3,5.271396957786746,290.65906559875395,2024.2596011111164,3.8461194769516336,139.612630745204,False,False,False,False,True,-1
Na0.3O4.25Fe0.15P1.55,15.0,7.5,77.5,7.081663676819426,9.122922655910967,83.7954136672696,0.47*P2O5 + 0.18*Fe(PO3)3 + 0.35*NaPO3,5.253585099429464,286.885912046574,2031.8316758823582,4.030918190038369,140.16980601992657,False,False,False,False,True,-1
Na0.3O4.2Fe0.2P1.5,15.0,10.0,75.0,7.057815575008708,12.122933922292992,80.81925050269831,0.25*Fe(PO3)3 + 0.38*P2O5 + 0.38*NaPO3,5.235893206953328,283.112758494395,2040.3502600000056,4.238816742260944,140.79662820398948,False,False,False,False,True,-1
Na0.3O4.15Fe0.25P1.45,15.0,12.5,72.5,7.034127555111214,15.102807420603428,77.86306502428536,0.33*Fe(PO3)3 + 0.40*NaPO3 + 0.27*P2O5,5.218320072440343,279.33960494221606,2050.004655333339,4.47443510144653,141.50702667926072,False,False,False,False,True,-1
Na0.3O4.1Fe0.3P1.4,15.0,15.0,70.0,7.010598010678469,18.062745236675205,74.92665675264634,0.43*Fe(PO3)3 + 0.43*NaPO3 + 0.14*P2O5,5.2008645041347155,275.56645139003695,2061.038250000005,4.743713226230055,142.3189106509993,False,False,False,False,True,-1
Na0.3O4.05Fe0.35P1.35,15.0,17.5,67.5,6.987225356684972,21.00294676140295,72.00982788191209,0.54*Fe(PO3)3 + 0.46*NaPO3,5.183525326173399,271.7932978378595,2073.769320769237,5.0544187548264325,143.2556998491592,False,False,False,False,True,-1
Na0.3O4Fe0.4P1.3,15.0,20.0,65.0,6.964008029172278,23.923608735517064,69.11238323531067,0.50*Fe(PO3)3 + 0.17*NaFeP2O7 + 0.33*NaPO3,5.166301378322226,266.8580758731702,2091.974125833339,5.075418695666546,144.9690305100288,False,False,False,False,True,-1
Na0.3O3.95Fe0.45P1.25,15.0,22.5,62.5,6.9409444849001325,26.824925293468016,66.23413022163187,0.45*Fe(PO3)3 + 0.36*NaFeP2O7 + 0.18*NaPO3,5.149191515716806,261.922853908482,2113.4888954545513,5.1002368075685,146.9938758365111,False,False,False,False,True,-1
Na0.3O3.9Fe0.5P1.2,15.0,25.0,60.0,6.918033201004542,29.707088006441584,63.37487879255389,0.60*NaFeP2O7 + 0.40*Fe(PO3)3,5.13219460860914,256.9876319437937,2139.306619000006,5.130018541850845,149.42369022828984,False,False,False,False,False,0
Na0.3O3.85Fe0.55P1.15,15.0,27.500000000000004,57.49999999999999,6.895272674662575,32.57028592452492,60.534441400812526,0.55*NaFeP2O7 + 0.27*Fe(PO3)3 + 0.18*FePO4,5.115309542118776,264.63113720590457,2137.5066200000056,5.129716035666812,148.09865761616214,False,False,False,False,False,0
Na0.3O3.8Fe0.6P1.1,15.0,30.0,55.00000000000001,6.872661422763766,35.41470561804292,57.71263295919332,0.50*NaFeP2O7 + 0.17*Fe(PO3)3 + 0.33*FePO4,5.098535215989184,272.2746424680143,2136.006620833339,5.129463947180118,146.99446377272247,False,False,False,False,False,0
Na0.3O3.75Fe0.65P1.05,15.0,32.5,52.5,6.8501979815879634,38.24053121808414,54.90927080032789,0.46*NaFeP2O7 + 0.46*FePO4 + 0.08*Fe(PO3)3,5.081870544348636,279.918147730123,2134.7373907692363,5.12925064153753,146.06014590519655,False,False,False,False,False,0
Na0.3O3.7Fe0.7P1,15.0,35.0,50.0,6.827880906489475,41.047944456234255,52.124174637276276,0.43*NaFeP2O7 + 0.57*FePO4,5.065314455475891,287.56165299223295,2133.64947928572,5.129067808129598,145.2593020187458,False,False,False,False,False,0
Na0.3O3.65Fe0.75P0.95,15.0,37.5,47.5,6.80570877158736,43.8371247035356,49.357166524877044,0.69*FePO4 + 0.23*NaFeP2O7 + 0.08*Na3Fe3(PO4)4,5.0488658915705535,293.2981968388381,2126.233354230775,5.12789888937916,143.13742915633546,False,False,False,False,False,0
Na0.3O3.6Fe0.8P0.9,15.0,40.0,45.0,6.783680169461751,46.608249008689995,46.608070821848266,0.83*FePO4 + 0.17*Na3Fe3(PO4)4,5.032523808527684,299.0347406854424,2117.5812083333394,5.126535150836982,140.66191081685668,False,False,False,False,False,0
Na0.3O3.55Fe0.85P0.85,15.0,42.5,42.5,6.761793710856034,49.361492135522006,43.87671415362197,0.75*FePO4 + 0.17*Na3Fe3(PO4)4 + 0.08*Fe2O3,5.016287175716835,289.9479365526251,2118.2186650000053,5.10002042505,139.08350822305002,False,False,False,False,False,0
Na0.3O3.5Fe0.9P0.8,15.0,45.0,40.0,6.740048024384802,52.09702659971942,41.16292537589579,0.17*Na3Fe3(PO4)4 + 0.67*FePO4 + 0.17*Fe2O3,5.000154975765579,280.86113241980485,2118.8561216666726,5.07350569926302,137.50510562924347,False,False,False,False,False,0
Na0.3O3.45Fe0.95P0.75,15.0,47.5,37.5,6.718441756247396,54.81502270486695,38.466535538885665,0.17*Na3Fe3(PO4)4 + 0.58*FePO4 + 0.25*Fe2O3,4.984126204346731,271.7743282869853,2119.4935783333394,5.0469909734760385,135.92670303543687,False,False,False,False,False,0
Na0.3O3.4Fe1P0.7,15.0,50.0,35.0,6.696973569946955,57.515648577789136,35.78737785226391,0.17*Na3Fe3(PO4)4 + 0.50*FePO4 + 0.33*Fe2O3,4.968199869970104,262.68752415416685,2120.131035000006,5.020476247689059,134.34830044163027,False,False,False,False,False,0
Na0.3O3.35Fe1.05P0.65,15.0,52.5,32.5,6.675642146014843,60.19907020321785,33.125287650767305,0.17*Na3Fe3(PO4)4 + 0.42*FePO4 + 0.42*Fe2O3,4.952374993778065,253.60072002134754,2120.7684916666726,4.993961521902078,132.76989784782364,False,False,False,False,False,0
Na0.3O3.3Fe1.1P0.6,15.0,55.00000000000001,30.0,6.654446181740305,62.86545145779924,30.480102360460464,0.17*Na3Fe3(PO4)4 + 0.50*Fe2O3 + 0.33*FePO4,4.936650609344881,244.5139158885291,2121.4059483333394,4.967446796115096,131.19149525401707,False,False,False,False,False,0
Na0.3O3.25Fe1.15P0.55,15.0,57.49999999999999,27.500000000000004,6.633384390905269,65.5149541434549,27.851661465639832,0.17*Na3Fe3(PO4)4 + 0.58*Fe2O3 + 0.25*FePO4,4.92102576248008,235.42711175571063,2122.043405000006,4.940932070328117,129.61309266021047,False,False,False,False,False,0
Na0.3O3.2Fe1.2P0.5,15.0,60.0,25.0,6.612455503524174,68.14773802011165,25.239806476364173,0.17*Na3Fe3(PO4)4 + 0.67*Fe2O3 + 0.17*FePO4,4.905499511035417,226.34030762289066,2122.6808616666726,4.914417344541135,128.03469006640387,False,False,False,False,False,0
Na0.3O3.15Fe1.25P0.45,15.0,62.5,22.5,6.591658265588691,70.76396083781341,22.644380896597895,0.17*Na3Fe3(PO4)4 + 0.75*Fe2O3 + 0.08*FePO4,4.890070924715392,217.25350349007206,2123.318318333339,4.887902618754155,126.45628747259728,False,False,False,False,False,0
Na0.3O3.1Fe1.3P0.4,15.0,65.0,20.0,6.570991438817265,73.36377836822922,20.06523019295351,0.17*Na3Fe3(PO4)4 + 0.83*Fe2O3,4.874739084891629,208.1666993572524,2123.9557750000063,4.861387892967174,124.8778848787907,False,False,False,False,False,0
Na0.3O3.05Fe1.35P0.35,15.0,67.5,17.5,6.550453800409336,75.94734443557027,17.502201764020388,0.85*Fe2O3 + 0.12*Na3Fe3(PO4)4 + 0.04*Na3Fe(PO4)2,4.859503084420349,201.7195329172542,2122.47675634616,4.855662147348499,124.39587892833278,False,False,False,False,False,0
Na0.3O3.0Fe1.4P0.3,15.0,70.0,15.0,6.530044142804174,78.51481094692897,14.95514491026686,0.86*Fe2O3 + 0.07*Na3Fe3(PO4)4 + 0.07*Na3Fe(PO4)2,4.844362027463655,195.272366477255,2121.2090260714353,4.850754365389636,123.98273097079743,False,False,False,False,False,0
Na0.3O2.95Fe1.45P0.25,15.0,72.5,12.5,6.509761273444183,81.06632792205262,12.423910804503194,0.87*Fe2O3 + 0.10*Na3Fe(PO4)2 + 0.03*Na3Fe3(PO4)4,4.829315029313737,188.82520003725693,2120.1103265000056,4.846500954358619,123.6246694076001,False,False,False,False,False,0
Na0.3O2.9Fe1.5P0.2,15.0,75.0,10.0,6.489604014542636,83.60204352256395,9.908352462893417,0.88*Fe2O3 + 0.12*Na3Fe(PO4)2,4.814361216220757,182.37803359725805,2119.148964375006,4.842779219706481,123.31136553980247,False,False,False,False,False,0
Na0.3O2.85Fe1.55P0.15,15.0,77.5,7.5,6.469571202855678,86.12210408064036,7.40832471650396,0.91*Fe2O3 + 0.09*Na4P2O7,4.799499725223552,184.69143015735682,2108.385325000006,4.8189733426977215,121.21048301109452,False,False,False,False,True,-1
Na0.3O2.8Fe1.6P0.1,15.0,80.0,5.0,6.449661689458564,88.62665412716373,4.923684183377705,0.89*Fe2O3 + 0.11*Na3PO4,4.784729703983718,182.39682498465385,2109.578691666673,4.818069848254742,121.91457364487871,False,False,False,False,True,-1
Na0.3O2.75Fe1.65P0.05,15.0,82.5,2.5,6.429874339525998,91.11583641935195,2.4542892411220416,0.79*Fe2O3 + 0.16*NaFeO2 + 0.05*Na3PO4,4.770050310622643,176.64447910698652,2124.0677460526376,4.85447752669182,125.98612812451194,False,False,False,False,True,-1
Na0.3O2.7Fe1.7,15.0,85.0,0.0,6.410208032116518,93.58979196788347,0.0,0.70*Fe2O3 + 0.30*NaFeO2,4.755460713561519,170.89213322931928,2137.107895000006,4.88724443728519,129.65052715618188,False,True,False,False,False,-1
Na0.35O4.3P1.65,17.5,0.0,82.5,8.476958122200017,0.0,91.52304187779998,0.65*P2O5 + 0.35*NaPO3,6.288694706732964,252.09274827782573,2014.0295705000053,3.635443972636379,139.20391787202368,False,False,False,False,True,-1
Na0.35O4.25Fe0.05P1.6,17.5,2.5,80.0,8.447670882104005,3.1093358686439214,88.44299324925208,0.58*P2O5 + 0.37*NaPO3 + 0.05*Fe(PO3)3,6.266967748888947,248.85861666167204,2020.266162105268,3.7897020051710735,139.68093191397645,False,False,False,False,True,-1
Na0.35O4.2Fe0.1P1.55,17.5,5.0,77.5,8.418585315577449,6.197260677003183,85.38415400741935,0.50*P2O5 + 0.39*NaPO3 + 0.11*Fe(PO3)3,6.24539040408894,245.62448504551884,2027.1957083333384,3.9610998190985134,140.2109475161462,False,False,False,False,True,-1
Na0.35O4.15Fe0.15P1.5,17.5,7.5,75.0,8.389699346664745,9.26399482287572,82.34630583045953,0.41*P2O5 + 0.18*Fe(PO3)3 + 0.41*NaPO3,6.2239611322698165,242.39035342936452,2034.9404952941231,4.152662081723301,140.80331789504186,False,False,False,False,True,-1
Na0.35O4.1Fe0.2P1.45,17.5,10.0,72.5,8.36101092780505,12.309755689475008,79.32923338271993,0.25*Fe(PO3)3 + 0.44*NaPO3 + 0.31*P2O5,6.202678414433203,239.15622181321143,2043.6533806250054,4.368169627176184,141.46973457129945,False,False,False,False,True,-1
Na0.35O4.05Fe0.25P1.4,17.5,12.5,70.0,8.332518039348468,15.334757696795965,76.33272426385558,0.33*Fe(PO3)3 + 0.47*NaPO3 + 0.20*P2O5,6.181540752286762,235.9220901970587,2053.5279840000053,4.612411512022783,142.22500680439134,False,False,False,False,True,-1
Na0.35O4Fe0.3P1.35,17.5,15.0,67.5,8.304218689082074,18.339212351934187,73.35656895898374,0.43*Fe(PO3)3 + 0.50*NaPO3 + 0.07*P2O5,6.160546667892503,232.6879585809045,2064.8132450000053,4.8915450947046155,143.08817507078214,False,False,False,False,True,-1
Na0.35O3.95Fe0.35P1.3,17.5,17.5,65.0,8.276110911765594,21.323328298383274,70.40056078985114,0.46*Fe(PO3)3 + 0.46*NaPO3 + 0.08*NaFeP2O7,6.139694703322166,228.95579764510512,2079.3817257692367,5.056011608942577,144.37048149954828,False,False,False,False,True,-1
Na0.35O3.9Fe0.4P1.25,17.5,20.0,62.5,8.248192768676446,24.287311364334315,67.46449586698925,0.42*Fe(PO3)3 + 0.25*NaFeP2O7 + 0.33*NaPO3,6.118983420319997,224.7256073896577,2098.054231250006,5.077144287625705,146.1767106312837,False,False,False,False,True,-1
Na0.35O3.85Fe0.45P1.2,17.5,22.5,60.0,8.220462347163993,27.231364610001147,64.54817304283486,0.45*NaFeP2O7 + 0.36*Fe(PO3)3 + 0.18*NaPO3,6.098411399971791,220.49541713421053,2120.1217377272787,5.102119271523946,148.31134505969823,False,False,False,False,True,-1
Na0.35O3.8Fe0.5P1.15,17.5,25.0,57.49999999999999,8.192917760212731,30.155688373994145,61.651393865793125,0.70*NaFeP2O7 + 0.30*Fe(PO3)3,6.077977242380992,216.26522687876408,2146.6027455000058,5.132089252201835,150.87290637379564,False,False,False,False,False,0
Na0.35O3.75Fe0.55P1.1,17.5,27.500000000000004,55.00000000000001,8.165557146014251,33.06048031876478,58.77396253522096,0.64*NaFeP2O7 + 0.18*Fe(PO3)3 + 0.18*FePO4,6.057679566351156,222.81680281771503,2144.139462272733,5.131598499622256,149.4161268393493,False,False,False,False,False,0
Na0.35O3.7Fe0.6P1.05,17.5,30.0,52.5,8.138378667547734,35.94593547514268,55.91568585730958,0.58*NaFeP2O7 + 0.33*FePO4 + 0.08*Fe(PO3)3,6.037517009074631,229.36837875666652,2142.086726250006,5.131189539139276,148.20214389397734,False,False,False,False,False,0
Na0.35O3.65Fe0.65P1,17.5,32.5,50.0,8.111380512168791,38.812246285986134,53.07637320184507,0.54*NaFeP2O7 + 0.46*FePO4,6.01748822582768,235.9199546956172,2140.3497957692366,5.130843495653676,147.17492755558567,False,False,False,False,False,0
Na0.35O3.6Fe0.7P0.95,17.5,35.0,47.5,8.08456089120649,41.65960264896669,50.25583645982682,0.33*NaFeP2O7 + 0.58*FePO4 + 0.08*Na3Fe3(PO4)4,5.99759188967138,240.8369922784216,2132.874020000006,5.129725140967707,145.03586741604443,False,False,False,False,False,0
Na0.35O3.55Fe0.75P0.9,17.5,37.5,45.0,8.057918039568312,44.488191958507805,47.45389000192389,0.18*Na3Fe3(PO4)4 + 0.73*FePO4 + 0.09*NaFeP2O7,5.977826691158677,245.75402986122555,2124.039012272733,5.128403449066108,142.50788725113205,False,False,False,False,False,0
Na0.35O3.5Fe0.8P0.85,17.5,40.0,42.5,8.031450215352926,47.29819914689682,44.67035063775027,0.22*Na3Fe3(PO4)4 + 0.72*FePO4 + 0.06*Fe2O3,5.958191338047021,242.20058288435942,2121.203976875006,5.1080217702627735,140.37609274393495,False,False,False,False,False,0
Na0.35O3.45Fe0.85P0.8,17.5,42.5,40.0,8.005155699470539,50.0898067245895,41.90503757593997,0.22*Na3Fe3(PO4)4 + 0.62*FePO4 + 0.16*Fe2O3,5.938684555016843,234.41189362765738,2121.9211156250058,5.07819270375242,138.60038982590254,False,False,False,False,False,0
Na0.35O3.4Fe0.9P0.75,17.5,45.0,37.5,7.979032795270714,52.86319481972536,39.15777238500393,0.22*Na3Fe3(PO4)4 + 0.53*FePO4 + 0.25*Fe2O3,5.919305083395328,226.62320437095545,2122.638254375006,5.048363637242066,136.82468690787013,False,False,False,False,False,0
Na0.35O3.35Fe0.95P0.7,17.5,47.5,35.0,7.9530798281774215,55.6185412168718,36.42837895495078,0.22*Na3Fe3(PO4)4 + 0.44*FePO4 + 0.34*Fe2O3,5.9000516808857455,218.83451511425332,2123.355393125006,5.018534570731713,135.04898398983767,False,False,False,False,False,0
Na0.35O3.3Fe1P0.65,17.5,50.0,32.5,7.9272951453312075,58.35602139501458,33.71668345965421,0.22*Na3Fe3(PO4)4 + 0.44*Fe2O3 + 0.34*FePO4,5.880923121301975,211.0458258575506,2124.072531875006,4.988705504221359,133.27328107180526,False,False,False,False,False,0
