overall_composition,Na2O at %,Fe2O3 at %,P2O5 at %,Na2O wt %,Fe2O3 wt %,P2O5 wt %,predicted_phases,salt_cation_loading,wf_volume_per_100g_salt,melting_temperature_value,cohesive_energy_value,bulk_modulus_value,has_no_salt_cations,has_no_phophates,has_unreacted_element,has_unreacted_waste_salt,has_binary_alkali_compounds,total_filter_score
P2O5,0.0,0.0,100.0,0.0,0.0,100.0,1.00*P2O5,0.0,,1995.532095000005,2.911067817111039,135.43452221508772,True,False,False,False,False,-1
Fe0.05O4.95P1.95,0.0,2.5,97.5,0.0,2.803748736168227,97.19625126383177,0.95*P2O5 + 0.05*Fe(PO3)3,0.0,,2000.795135263163,3.027200788828611,135.71314701193862,True,False,False,False,False,-1
Fe0.1O4.9P1.9,0.0,5.0,95.0,0.0,5.590082288437078,94.40991771156293,0.89*P2O5 + 0.11*Fe(PO3)3,0.0,,2006.642957777783,3.1562374240703583,136.02273011955074,True,False,False,False,False,-1
Fe0.15O4.85P1.85,0.0,7.5,92.5,0.0,8.359162413254403,91.64083758674559,0.82*P2O5 + 0.18*Fe(PO3)3,0.0,,2013.1787594117698,3.300454839928781,136.36873476923486,True,False,False,False,False,-1
Fe0.2O4.8P1.8,0.0,10.0,90.0,0.0,11.11114887000701,88.88885112999299,0.75*P2O5 + 0.25*Fe(PO3)3,0.0,,2020.5315362500053,3.462699432769506,136.75799000012952,True,False,False,False,False,-1
Fe0.25O4.75P1.75,0.0,12.5,87.5,0.0,13.846199451745708,86.1538005482543,0.67*P2O5 + 0.33*Fe(PO3)3,0.0,,2028.8646833333387,3.6465766379889955,137.19914592847678,True,False,False,False,False,-1
Fe0.3O4.7P1.7,0.0,15.0,85.0,0.0,16.56447001534487,83.43552998465512,0.43*Fe(PO3)3 + 0.57*P2O5,0.0,,2038.3882800000054,3.8567220153826978,137.70332413230224,True,False,False,False,False,-1
Fe0.35O4.65P1.65,0.0,17.5,82.5,0.0,19.26611451110857,80.73388548889143,0.54*Fe(PO3)3 + 0.46*P2O5,0.0,,2049.377045384621,4.09919745083697,138.2850682136393,True,False,False,False,False,-1
Fe0.4O4.6P1.6,0.0,20.0,80.0,0.0,21.951285011835104,78.04871498816489,0.67*Fe(PO3)3 + 0.33*P2O5,0.0,,2062.1972716666723,4.382085458866954,138.96376964186584,True,False,False,False,False,-1
Fe0.45O4.55P1.55,0.0,22.5,77.5,0.0,24.620131741351514,75.37986825864847,0.82*Fe(PO3)3 + 0.18*P2O5,0.0,,2077.348448181824,4.716407650175114,139.76587132976996,True,False,False,False,False,-1
Fe0.5O4.5P1.5,0.0,25.0,75.0,0.0,27.272803102529203,72.72719689747078,1.00*Fe(PO3)3,0.0,,2095.529860000006,5.11759427974491,140.7283933552549,True,False,False,False,False,-1
Fe0.55O4.45P1.45,0.0,27.500000000000004,72.5,0.0,29.909445704791754,70.09055429520824,0.82*Fe(PO3)3 + 0.18*FePO4,0.0,,2097.7095663636424,5.118421251934144,140.19384227703952,True,False,False,False,False,-1
Fe0.6O4.4P1.4,0.0,30.0,70.0,0.0,32.53020439112556,67.46979560887443,0.67*Fe(PO3)3 + 0.33*FePO4,0.0,,2099.5259883333392,5.119110395425171,139.74838304519335,True,False,False,False,False,-1
Fe0.65O4.35P1.35,0.0,32.5,67.5,0.0,35.13522226460379,64.8647777353962,0.54*Fe(PO3)3 + 0.46*FePO4,0.0,,2101.0629607692363,5.119693516840656,139.37145600286198,True,False,False,False,False,-1
Fe0.7O4.3P1.3,0.0,35.0,65.0,0.0,37.724640714433875,62.275359285566125,0.43*Fe(PO3)3 + 0.57*FePO4,0.0,,2102.380365714291,5.120193335196786,139.04837568086367,True,False,False,False,False,-1
Fe0.75O4.25P1.25,0.0,37.5,62.5,0.0,40.298599441538414,59.70140055846159,0.33*Fe(PO3)3 + 0.67*FePO4,0.0,,2103.5221166666724,5.120626511105433,138.76837273513183,True,False,False,False,False,-1
Fe0.8O4.2P1.2,0.0,40.0,60.0,0.0,42.85723648367926,57.14276351632074,0.75*FePO4 + 0.25*Fe(PO3)3,0.0,,2104.5211487500055,5.121005540025498,138.52337015761643,True,False,False,False,False,-1
Fe0.85O4.15P1.15,0.0,42.5,57.49999999999999,0.0,45.400688240134365,54.59931175986563,0.82*FePO4 + 0.18*Fe(PO3)3,0.0,,2105.4026476470644,5.121339977307908,138.30719141274994,True,False,False,False,False,-1
Fe0.9O4.1P1.1,0.0,45.0,55.00000000000001,0.0,47.92908949593642,52.07091050406357,0.89*FePO4 + 0.11*Fe(PO3)3,0.0,,2106.186202222228,5.121637254892273,138.11503252842414,True,False,False,False,False,-1
Fe0.95O4.05P1.05,0.0,47.5,52.5,0.0,50.44257344568264,49.55742655431736,0.95*FePO4 + 0.05*Fe(PO3)3,0.0,,2106.8872773684266,5.1219032400993365,137.94310089508002,True,False,False,False,False,-1
Fe1O4P1,0.0,50.0,50.0,0.0,52.941271716924184,47.058728283075816,1.00*FePO4,0.0,,2107.5182450000057,5.122142626785694,137.7883624250703,True,False,False,False,False,-1
Fe1.05O3.95P0.95,0.0,52.5,47.5,0.0,55.42531439314421,44.57468560685579,0.95*FePO4 + 0.05*Fe2O3,0.0,,2107.9007190000057,5.106233791313505,136.84132086878634,True,False,False,False,False,-1
Fe1.1O3.9P0.9,0.0,55.00000000000001,45.0,0.0,57.894830036332614,42.105169963667386,0.90*FePO4 + 0.10*Fe2O3,0.0,,2108.2831930000057,5.090324955841317,135.89427931250236,True,False,False,False,False,-1
Fe1.15O3.85P0.85,0.0,57.49999999999999,42.5,0.0,60.34994570916597,39.65005429083403,0.85*FePO4 + 0.15*Fe2O3,0.0,,2108.6656670000057,5.074416120369128,134.94723775621844,True,False,False,False,False,-1
Fe1.2O3.8P0.8,0.0,60.0,40.0,0.0,62.79078699680062,37.20921300319937,0.80*FePO4 + 0.20*Fe2O3,0.0,,2109.0481410000057,5.0585072848969395,134.00019619993446,True,False,False,False,False,-1
Fe1.25O3.75P0.75,0.0,62.5,37.5,0.0,65.2174780282866,34.78252197171338,0.75*FePO4 + 0.25*Fe2O3,0.0,,2109.4306150000057,5.0425984494247515,133.0531546436505,True,False,False,False,False,-1
Fe1.3O3.7P0.7,0.0,65.0,35.0,0.0,67.63014149761042,32.36985850238956,0.70*FePO4 + 0.30*Fe2O3,0.0,,2109.8130890000057,5.026689613952563,132.10611308736654,True,False,False,False,False,-1
Fe1.35O3.65P0.65,0.0,67.5,32.5,0.0,70.02889868437376,29.971101315626232,0.65*FePO4 + 0.35*Fe2O3,0.0,,2110.1955630000057,5.010780778480375,131.1590715310826,True,False,False,False,False,-1
Fe1.4O3.6P0.6,0.0,70.0,30.0,0.0,72.41386947411581,27.586130525884194,0.60*FePO4 + 0.40*Fe2O3,0.0,,2110.5780370000057,4.994871943008185,130.2120299747986,True,False,False,False,False,-1
Fe1.45O3.55P0.55,0.0,72.5,27.500000000000004,0.0,74.78517237828609,25.214827621713905,0.55*FePO4 + 0.45*Fe2O3,0.0,,2110.9605110000057,4.978963107535998,129.2649884185147,True,False,False,False,False,-1
Fe1.5O3.5P0.5,0.0,75.0,25.0,0.0,77.142924553875,22.857075446125013,0.50*FePO4 + 0.50*Fe2O3,0.0,,2111.3429850000057,4.963054272063809,128.3179468622307,True,False,False,False,False,-1
Fe1.55O3.45P0.45,0.0,77.5,22.5,0.0,79.48724182270858,20.512758177291417,0.55*Fe2O3 + 0.45*FePO4,0.0,,2111.7254590000057,4.9471454365916205,127.37090530594675,True,False,False,False,False,-1
Fe1.6O3.4P0.4,0.0,80.0,20.0,0.0,81.81823869041467,18.181761309585326,0.60*Fe2O3 + 0.40*FePO4,0.0,,2112.107933000006,4.931236601119433,126.42386374966281,True,False,False,False,False,-1
Fe1.65O3.35P0.35,0.0,82.5,17.5,0.0,84.1360283650664,15.863971634933602,0.65*Fe2O3 + 0.35*FePO4,0.0,,2112.4904070000057,4.915327765647244,125.47682219337884,True,False,False,False,False,-1
Fe1.7O3.3P0.3,0.0,85.0,15.0,0.0,86.44072277550984,13.559277224490163,0.70*Fe2O3 + 0.30*FePO4,0.0,,2112.872881000006,4.899418930175056,124.52978063709489,True,False,False,False,False,-1
Fe1.75O3.25P0.25,0.0,87.5,12.5,0.0,88.73243258938186,11.267567410618136,0.75*Fe2O3 + 0.25*FePO4,0.0,,2113.2553550000057,4.883510094702867,123.58273908081094,True,False,False,False,False,-1
Fe1.8O3.2P0.2,0.0,90.0,10.0,0.0,91.0112672308243,8.988732769175705,0.80*Fe2O3 + 0.20*FePO4,0.0,,2113.637829000006,4.867601259230678,122.63569752452696,True,False,False,False,False,-1
Fe1.85O3.15P0.15,0.0,92.5,7.5,0.0,93.27733489790033,6.7226651020996675,0.85*Fe2O3 + 0.15*FePO4,0.0,,2114.020303000006,4.85169242375849,121.68865596824303,True,False,False,False,False,-1
Fe1.9O3.1P0.1,0.0,95.0,5.0,0.0,95.53074257971909,4.469257420280917,0.90*Fe2O3 + 0.10*FePO4,0.0,,2114.402777000006,4.8357835882863025,120.74161441195905,True,False,False,False,False,-1
Fe1.95O3.05P0.05,0.0,97.5,2.5,0.0,97.77159607327388,2.228403926726107,0.95*Fe2O3 + 0.05*FePO4,0.0,,2114.785251000006,4.819874752814114,119.79457285567509,True,False,False,False,False,-1
Fe2O3,0.0,100.0,0.0,0.0,100.0,0.0,1.00*Fe2O3,0.0,,2115.167725000006,4.803965917341925,118.84753129939114,True,True,False,False,False,-2
Na0.05O4.9P1.95,2.5,0.0,97.5,1.1071986911478247,0.0,98.89280130885219,0.95*P2O5 + 0.05*NaPO3,0.8213836199200073,1912.1472275881342,1998.1745915000051,3.01455012504323,135.9730073089357,False,False,False,False,True,-1
Na0.05O4.85Fe0.05P1.9,2.5,2.5,95.0,1.1037002371797564,2.8436741304336466,96.05262563238661,0.89*P2O5 + 0.05*Fe(PO3)3 + 0.05*NaPO3,0.8187882657099755,1889.508306275055,2003.5767105263208,3.136129534020391,136.27997342651545,False,False,False,False,True,-1
Na0.05O4.8Fe0.1P1.85,2.5,5.0,92.5,1.100223821946947,5.669434353211629,93.23034182484142,0.83*P2O5 + 0.11*Fe(PO3)3 + 0.06*NaPO3,0.8162092611003153,1866.8693849620013,2009.5790650000051,3.2712177662172364,136.62104689049292,False,False,False,False,True,-1
Na0.05O4.75Fe0.15P1.8,2.5,7.5,90.0,1.096769237851643,8.477449411545749,90.42578135060259,0.76*P2O5 + 0.18*Fe(PO3)3 + 0.06*NaPO3,0.8136464520831196,1844.2304636488916,2016.2875788235347,3.422198731613713,137.00224664435015,False,False,False,False,True,-1
Na0.05O4.7Fe0.2P1.75,2.5,10.0,87.5,1.0933362798952688,11.26788593593957,87.63877778416516,0.69*P2O5 + 0.25*Fe(PO3)3 + 0.06*NaPO3,0.8110996865786144,1821.5915423358354,2023.8346568750053,3.5920523176847463,137.4310963674395,False,False,False,False,True,-1
Na0.05O4.65Fe0.25P1.7,2.5,12.5,85.0,1.0899247456378753,14.040908477149802,84.86916677721231,0.33*Fe(PO3)3 + 0.60*P2O5 + 0.07*NaPO3,0.8085688144052485,1798.9526210227505,2032.3880120000053,3.784553048565251,137.91712605360743,False,False,False,False,True,-1
Na0.05O4.6Fe0.3P1.65,2.5,15.0,82.5,1.0865344351583441,16.79667953853252,82.11678602630914,0.43*Fe(PO3)3 + 0.50*P2O5 + 0.07*NaPO3,0.8060536872500313,1776.3136997096703,2042.1632750000053,4.004553883857258,138.47258855208506,False,False,False,False,True,-1
Na0.05O4.55Fe0.35P1.6,2.5,17.5,80.0,1.0831651510153355,19.535359607787537,79.38147524119712,0.54*Fe(PO3)3 + 0.38*P2O5 + 0.08*NaPO3,0.8035541586396241,1753.6747783966082,2053.4424246153903,4.258401001501879,139.11350681955926,False,False,False,False,True,-1
Na0.05O4.5Fe0.4P1.55,2.5,20.0,77.5,1.0798166982089585,22.257107188114038,76.663076113677,0.67*Fe(PO3)3 + 0.25*P2O5 + 0.08*NaPO3,0.8010700839119133,1731.0358570835383,2066.6014325000056,4.554555972087271,139.86124479827916,False,False,False,False,True,-1
Na0.05O4.45Fe0.45P1.5,2.5,22.5,75.0,1.0764888841431497,24.96207882879001,73.96143228706683,0.82*Fe(PO3)3 + 0.09*P2O5 + 0.09*NaPO3,0.7986013201880718,1708.3969357704557,2082.152987272733,4.904557300960918,140.7449351367663,False,False,False,False,True,-1
Na0.05O4.4Fe0.5P1.45,2.5,25.0,72.5,1.0731815185887463,27.65042915518807,71.27638932622317,0.90*Fe(PO3)3 + 0.10*NaFeP2O7,0.7961477263451641,1682.2718092198577,2102.825986500006,5.1196649900959,142.17760950076072,False,False,False,False,False,0
Na0.05O4.35Fe0.55P1.4,2.5,27.500000000000004,70.0,1.0698944136472386,30.322310898239635,68.60779468811313,0.73*Fe(PO3)3 + 0.18*FePO4 + 0.09*NaFeP2O7,0.7937091629892817,1728.1328407925178,2104.34240863637,5.120303715889589,141.51131150022664,False,False,False,False,False,0
Na0.05O4.3Fe0.6P1.35,2.5,30.0,67.5,1.0666273837151832,32.97787492335917,65.95549769292563,0.58*Fe(PO3)3 + 0.33*FePO4 + 0.08*NaFeP2O7,0.791285492429108,1773.9938723652144,2105.6060937500056,5.1208359873843285,140.9560631664482,False,False,False,False,False,0
Na0.05O4.25Fe0.65P1.3,2.5,32.5,65.0,1.0633802454492718,35.61727025884034,63.319349495710384,0.46*Fe(PO3)3 + 0.46*FePO4 + 0.08*NaFeP2O7,0.7888765786500846,1819.8549039378465,2106.6753657692366,5.121286370956802,140.4862376532511,False,False,False,False,False,0
Na0.05O4.2Fe0.7P1.25,2.5,35.0,62.5,1.0601528177320299,38.240644123734775,60.6992030585332,0.36*Fe(PO3)3 + 0.57*FePO4 + 0.07*NaFeP2O7,0.7864822872888215,1865.7159355105018,2107.5918846428626,5.121672414018922,140.08353007051068,False,False,False,False,False,0
Na0.05O4.15Fe0.75P1.2,2.5,37.5,60.0,1.056944921638143,40.84814195522489,58.09491312313697,0.67*FePO4 + 0.27*Fe(PO3)3 + 0.07*NaFeP2O7,0.7841024856082556,1911.5769670831364,2108.3862010000057,5.122006984672759,139.7345168321357,False,False,False,False,False,0
Na0.05O4.1Fe0.8P1.15,2.5,40.0,57.49999999999999,1.0537563804013905,43.439907435501155,55.50633618409745,0.75*FePO4 + 0.19*Fe(PO3)3 + 0.06*NaFeP2O7,0.7817370424730243,1957.437998655804,2109.081227812506,5.122299733994867,139.42913024855758,False,False,False,False,False,0
Na0.05O4.05Fe0.85P1.1,2.5,42.5,55.00000000000001,1.0505870193821756,46.016082518154384,52.93333046246344,0.82*FePO4 + 0.12*Fe(PO3)3 + 0.06*NaFeP2O7,0.7793858283254338,2003.2990302285186,2109.694486764711,5.122558042220254,139.15967149834157,False,False,False,False,False,0
Na0.05O4Fe0.9P1.05,2.5,45.0,52.5,1.0474366660356413,48.576807454093135,50.37575587987122,0.89*FePO4 + 0.06*Fe(PO3)3 + 0.06*NaFeP2O7,0.7770487151618571,2049.1600618011134,2110.2396058333393,5.122787649531712,138.92015260926073,False,False,False,False,False,0
Na0.05O3.95Fe0.95P1,2.5,47.5,50.0,1.0443051498803555,51.122220816996176,47.83347403312346,0.95*FePO4 + 0.05*NaFeP2O7,0.7747255765092818,2095.0210933738185,2110.727343947374,5.122993087652489,138.7058462348199,False,False,False,False,False,0
Na0.05O3.9Fe1P0.95,2.5,50.0,47.5,1.0411923024675598,53.65245952830986,45.306348169222574,0.95*FePO4 + 0.02*Na3Fe3(PO4)4 + 0.04*Fe2O3,0.7724162874028156,2070.146964535705,2108.8696153571486,5.111249800453912,137.419784355416,False,False,False,False,False,0
Na0.05O3.85Fe1.05P0.9,2.5,52.5,45.0,1.0380979573509637,56.167658881799596,42.79424316084943,0.89*FePO4 + 0.02*Na3Fe3(PO4)4 + 0.09*Fe2O3,0.7701207243629834,2015.626139738786,2109.279408928577,5.094204619590853,136.4050969736832,False,False,False,False,False,0
Na0.05O3.8Fe1.1P0.85,2.5,55.00000000000001,42.5,1.0350219500570772,58.66795256766495,40.297025482277974,0.84*FePO4 + 0.14*Fe2O3 + 0.02*Na3Fe3(PO4)4,0.7678387653738954,1961.1053149419151,2109.689202500006,5.0771594387277945,135.39040959195037,False,False,False,False,False,0
Na0.05O3.75Fe1.15P0.8,2.5,57.49999999999999,40.0,1.0319641180560681,61.153472696227205,37.81456318571672,0.79*FePO4 + 0.20*Fe2O3 + 0.02*Na3Fe3(PO4)4,0.765570289861623,1906.584490144984,2110.098996071434,5.060114257864735,134.37572221021756,False,False,False,False,False,0
Na0.05O3.7Fe1.2P0.75,2.5,60.0,37.5,1.0289243007331372,63.624349821198365,35.34672587806851,0.73*FePO4 + 0.25*Fe2O3 + 0.02*Na3Fe3(PO4)4,0.763315178672858,1852.0636653480435,2110.508789642863,5.043069077001675,133.36103482848472,False,False,False,False,False,0
Na0.05O3.65Fe1.25P0.7,2.5,62.5,35.0,1.025902339360393,66.08071296253992,32.89338469809967,0.68*FePO4 + 0.30*Fe2O3 + 0.02*Na3Fe3(PO4)4,0.7610733140541035,1797.5428405511566,2110.9185832142916,5.026023896138616,132.34634744675196,False,False,False,False,False,0
Na0.05O3.6Fe1.3P0.65,2.5,65.0,32.5,1.0228980770692266,68.52268962892025,30.45441229401052,0.62*FePO4 + 0.36*Fe2O3 + 0.02*Na3Fe3(PO4)4,0.7588445796312527,1743.0220157542187,2111.3283767857197,5.008978715275556,131.3316600650191,False,False,False,False,False,0
Na0.05O3.55Fe1.35P0.6,2.5,67.5,30.0,1.019911358823165,70.9504058397783,28.029682801398533,0.57*FePO4 + 0.41*Fe2O3 + 0.02*Na3Fe3(PO4)4,0.756628860389297,1688.5011909573323,2111.7381703571486,4.991933534412499,130.31697268328634,False,False,False,False,False,0
Na0.05O3.5Fe1.4P0.55,2.5,70.0,27.500000000000004,1.0169420313912032,73.36398614700205,25.61907182160674,0.52*FePO4 + 0.46*Fe2O3 + 0.02*Na3Fe3(PO4)4,0.7544260426527095,1633.9803661604053,2112.1479639285776,4.9748883535494395,129.3022853015535,False,False,False,False,False,0
Na0.05O3.45Fe1.45P0.5,2.5,72.5,25.0,1.0139899433215962,75.76355365622938,23.222456400449033,0.46*FePO4 + 0.52*Fe2O3 + 0.02*Na3Fe3(PO4)4,0.7522360140658597,1579.4595413634904,2112.557757500006,4.95784317268638,128.28759791982068,False,False,False,False,False,0
Na0.05O3.4Fe1.5P0.45,2.5,75.0,22.5,1.0110549449161113,78.1492300477788,20.839715007305095,0.57*Fe2O3 + 0.41*FePO4 + 0.02*Na3Fe3(PO4)4,0.7500586635740041,1524.9387165665692,2112.9675510714346,4.940797991823321,127.27291053808791,False,False,False,False,False,0
Na0.05O3.35Fe1.55P0.4,2.5,77.5,20.0,1.0081368882047212,80.52113559721806,18.470727514577217,0.63*Fe2O3 + 0.36*FePO4 + 0.02*Na3Fe3(PO4)4,0.7478938814044733,1470.4178917696377,2113.377344642863,4.923752810960262,126.25822315635506,False,False,False,False,False,0
Na0.05O3.3Fe1.6P0.35,2.5,80.0,17.5,1.0052356269207383,82.87938919557736,16.11537517750192,0.68*Fe2O3 + 0.30*FePO4 + 0.02*Na3Fe3(PO4)4,0.7457415590482037,1415.8970669727562,2113.7871382142916,4.906707630097203,125.24353577462226,False,False,False,False,False,0
Na0.05O3.25Fe1.65P0.3,2.5,82.5,15.0,1.0023510164763747,85.22410836921448,13.773540614309143,0.73*Fe2O3 + 0.25*FePO4 + 0.02*Na3Fe3(PO4)4,0.7436015892417128,1361.3762421758279,2114.19693178572,4.889662449234144,124.22884839288945,False,False,False,False,False,0
Na0.05O3.2Fe1.7P0.25,2.5,85.0,12.5,0.9994829139387217,87.55540929933923,11.445107786722058,0.79*Fe2O3 + 0.20*FePO4 + 0.02*Na3Fe3(PO4)4,0.741473865949117,1306.8554173789246,2114.606725357149,4.872617268371084,123.21416101115662,False,False,False,False,False,0
Na0.05O3.15Fe1.75P0.2,2.5,87.5,10.0,0.996631178006142,89.87340684120315,9.129961980790728,0.84*Fe2O3 + 0.14*FePO4 + 0.02*Na3Fe3(PO4)4,0.7393582843447692,1252.3345925819976,2115.016518928577,4.855572087508025,122.1994736294238,False,False,False,False,False,0
Na0.05O3.1Fe1.8P0.15,2.5,90.0,7.5,0.9937956689850634,92.17821454296202,6.827989788052917,0.89*Fe2O3 + 0.09*FePO4 + 0.02*Na3Fe3(PO4)4,0.7372547407959429,1197.8137677850598,2115.4263125000066,4.838526906644967,121.18478624769102,False,False,False,False,False,0
Na0.05O3.05Fe1.85P0.1,2.5,92.5,5.0,0.9909762487671697,94.46994466421721,4.539079087015637,0.95*Fe2O3 + 0.02*Na3Fe3(PO4)4 + 0.04*FePO4,0.7351631328459124,1143.2929429881744,2115.8361060714346,4.821481725781908,120.17009886595822,False,False,False,False,False,0
Na0.05O3.0Fe1.9P0.05,2.5,95.0,2.5,0.9881727808069755,96.74870819424207,2.263119024950957,0.98*Fe2O3 + 0.01*Na3Fe3(PO4)4 + 0.01*Na3Fe(PO4)2,0.733083359197442,1094.0513935768931,2115.909639166673,4.809711867102171,119.47816985552876,False,False,False,False,False,0
Na0.05O2.95Fe1.95,2.5,97.5,0.0,0.9853851300997835,99.01461486990021,0.0,0.95*Fe2O3 + 0.05*NaFeO2,0.7310153196962542,1069.6711603289718,2118.8244200000063,4.817845670665802,120.64803060885623,False,True,False,False,False,-1
Na0.1O4.8P1.9,5.0,0.0,95.0,2.246488792870331,0.0,97.75351120712966,0.90*P2O5 + 0.10*NaPO3,1.6665744925011006,943.7821146571176,2000.817088000005,3.118032432975421,136.5114924027837,False,False,False,False,True,-1
Na0.1O4.75Fe0.05P1.85,5.0,2.5,92.5,2.2392879444826224,2.8847530261425787,94.87595902937481,0.84*P2O5 + 0.05*Fe(PO3)3 + 0.11*NaPO3,1.6612324893335872,932.462654000574,2006.3582857894787,3.245058279212173,136.8467998410923,False,False,False,False,True,-1
Na0.1O4.7Fe0.1P1.8,5.0,5.0,90.0,2.2321331114969927,5.7510716868810166,92.01679520162199,0.78*P2O5 + 0.11*Fe(PO3)3 + 0.11*NaPO3,1.6559246230358,921.1431933440565,2012.5151722222274,3.386198108364114,137.21936366143515,False,False,False,False,True,-1
Na0.1O4.65Fe0.15P1.75,5.0,7.5,87.5,2.2250238542416385,8.59913212042856,89.17584402532978,0.71*P2O5 + 0.18*Fe(PO3)3 + 0.12*NaPO3,1.650650567434038,909.823732687503,2019.3963982352993,3.5439426232986437,137.63575851946544,False,False,False,False,True,-1
Na0.1O4.6Fe0.2P1.7,5.0,10.0,85.0,2.217959738628322,11.429108228149277,86.3529320332224,0.62*P2O5 + 0.25*Fe(PO3)3 + 0.13*NaPO3,1.6454100004966092,898.5042720309632,2027.1377775000055,3.7214052025999873,138.10420273474952,False,False,False,False,True,-1
Na0.1O4.55Fe0.25P1.65,5.0,12.5,82.5,2.2109403360640183,14.24117170995394,83.54788795398204,0.33*Fe(PO3)3 + 0.53*P2O5 + 0.13*NaPO3,1.6402026042685862,887.1848113744321,2035.911340666672,3.922529459141507,138.63510617873808,False,False,False,False,True,-1
Na0.1O4.5Fe0.3P1.6,5.0,15.0,80.0,2.2039652233642326,17.03549209902598,80.76054267760978,0.43*Fe(PO3)3 + 0.43*P2O5 + 0.14*NaPO3,1.635028064807414,875.8653507178967,2045.9382700000053,4.152385752331816,139.2418529718679,False,False,False,False,True,-1
Na0.1O4.45Fe0.35P1.55,5.0,17.5,77.5,2.1970339826679557,19.812236795892126,77.99072922143992,0.54*Fe(PO3)3 + 0.31*P2O5 + 0.15*NaPO3,1.6298860721197648,864.5458900613656,2057.5078038461593,4.417604552166788,139.94194542547925,False,False,False,False,True,-1
Na0.1O4.4Fe0.4P1.5,5.0,20.0,75.0,2.190146201354214,22.571571101852182,75.23828269679359,0.67*Fe(PO3)3 + 0.17*P2O5 + 0.17*NaPO3,1.6247763200997232,853.2264294048204,2071.0055933333388,4.727026485307592,140.75871995469248,False,False,False,False,True,-1
Na0.1O4.35Fe0.45P1.45,5.0,22.5,72.5,2.183301471960193,25.313658251781966,72.50304027625782,0.82*Fe(PO3)3 + 0.18*NaPO3,1.6196985064679088,841.906968748285,2086.9575263636425,5.092706951746722,141.72399894376264,False,False,False,False,True,-1
Na0.1O4.3Fe0.5P1.4,5.0,25.0,70.0,2.1764993921008804,28.038659446323035,69.78484116157608,0.80*Fe(PO3)3 + 0.20*NaFeP2O7,1.6146523327120004,827.1013028542296,2110.122113000006,5.121735700446889,143.62682564626652,False,False,False,False,False,0
Na0.1O4.25Fe0.55P1.35,5.0,27.500000000000004,67.5,2.1697395643902144,30.74673388347256,67.08352655213722,0.64*Fe(PO3)3 + 0.18*NaFeP2O7 + 0.18*FePO4,1.6096375040282174,850.0318186405556,2110.9752509090968,5.122186179845033,142.82878072341373,False,False,False,False,False,0
Na0.1O4.2Fe0.6P1.3,5.0,30.0,65.0,2.163021596363698,33.43803878958641,64.3989396140499,0.50*Fe(PO3)3 + 0.33*FePO4 + 0.17*NaFeP2O7,1.6046537292638112,872.9623344268839,2111.6861991666724,5.122561579343486,142.16374328770306,False,False,False,False,False,0
Na0.1O4.15Fe0.65P1.25,5.0,32.5,62.5,2.156345100402437,36.11272944980794,61.73092544978963,0.38*Fe(PO3)3 + 0.46*FePO4 + 0.15*NaFeP2O7,1.5997007208608205,895.8928502132094,2112.2877707692364,5.122879225072947,141.60101930364016,False,False,False,False,False,0
Na0.1O4.1Fe0.7P1.2,5.0,35.0,60.0,2.1497096936585915,38.770959237935074,59.079331068406326,0.29*Fe(PO3)3 + 0.57*FePO4 + 0.14*NaFeP2O7,1.5947781948007076,918.8233659995361,2112.8034035714345,5.123151492841057,141.1186844601577,False,False,False,False,False,0
Na0.1O4.05Fe0.75P1.15,5.0,37.5,57.49999999999999,2.1431149979821926,41.412879645737675,56.444005356280144,0.67*FePO4 + 0.20*Fe(PO3)3 + 0.13*NaFeP2O7,1.5898858705500802,941.7538817858726,2113.250285333339,5.123387458240085,140.7006609291396,False,False,False,False,False,0
Na0.1O4Fe0.8P1.1,5.0,40.0,55.00000000000001,2.1365606398493044,44.03864031173673,53.82479904841395,0.75*FePO4 + 0.13*Fe(PO3)3 + 0.13*NaFeP2O7,1.5850234710074624,964.6843975721908,2113.6413068750057,5.123593927964235,140.3348903394987,False,False,False,False,False,0
Na0.1O3.95Fe0.85P1.05,5.0,42.5,52.5,2.1300462502915027,46.64838904945739,51.22156470025111,0.82*FePO4 + 0.12*NaFeP2O7 + 0.06*Fe(PO3)3,1.5801907224508027,987.614913358533,2113.9863258823584,5.123776107132601,140.01215158393322,False,False,False,False,False,0
Na0.1O3.9Fe0.9P1,5.0,45.0,50.0,2.123571464826631,49.24227187516637,48.634156660007,0.89*FePO4 + 0.11*NaFeP2O7,1.5753873544863621,1010.5454291448549,2114.29300944445,5.12393804417115,139.72527269009726,False,False,False,False,False,0
Na0.1O3.85Fe0.95P0.95,5.0,47.5,47.5,2.1171359233908276,51.82043303510524,46.062431041503935,0.94*FePO4 + 0.04*Na3Fe3(PO4)4 + 0.02*Fe2O3,1.5706130999980472,1012.9317127052373,2109.9875726923137,5.117037503308226,138.0872422246041,False,False,False,False,False,0
Na0.1O3.8Fe1P0.9,5.0,50.0,45.0,2.110739270271776,54.38301503222992,43.5062456974983,0.88*FePO4 + 0.04*Na3Fe3(PO4)4 + 0.08*Fe2O3,1.5658676950980186,985.6713003067674,2110.428888846159,5.098681154686469,136.99450196735336,False,False,False,False,False,0
