Na2O,B2O3,SiO2,K_W_Tc,gamma_Tc,H_prime_Tc
0.05,0.0,0.95,0.1498378880005595,0.4391909483624773,0.2632640986968399
0.05,0.025,0.925,0.17220140774978682,0.5024582317978455,0.2608583394111813
0.05,0.05,0.9,0.17164760167420123,0.49407854428538805,0.21061861901619242
0.05,0.075,0.875,0.1477194318511651,0.469789821374335,0.19893524263626258
0.05,0.1,0.85,0.15257650323998595,0.47150805518522687,0.2130901428556388
0.05,0.125,0.825,0.15028236715960527,0.46986070769528665,0.2203814317915343
0.05,0.15,0.8,0.15254862326298516,0.47183016617963147,0.21198764413987167
0.05,0.175,0.775,0.15382674529870577,0.4723052942500496,0.23293081012503797
0.05,0.2,0.75,0.14928929604938637,0.47288217475659244,0.24380500535496644
0.05,0.225,0.725,0.1474622959465387,0.47323075499016326,0.24563610207919417
0.05,0.25,0.7,0.1496117496736085,0.47685967123739315,0.24610511829831805
0.05,0.275,0.675,0.1492031404837978,0.4791804989616217,0.2569036941953922
0.05,0.3,0.65,0.15134238732853278,0.4835390878207837,0.2670898214567235
0.05,0.325,0.625,0.1483836657951516,0.48274065825390644,0.2598139331316019
0.05,0.35,0.6,0.1498313413593795,0.48270094938057573,0.2598726317146475
0.05,0.375,0.575,0.15252471975958448,0.48142110682898137,0.25568086987191824
0.05,0.4,0.55,0.15360321064582508,0.4811787085340755,0.24559834819383908
0.05,0.425,0.525,0.15188778700076802,0.4797699291550356,0.24723121932748512
0.05,0.45,0.5,0.15057652814420613,0.48135687521258524,0.24921406370863536
0.05,0.475,0.475,0.14902808740968168,0.4822016687430024,0.24419869815004333
0.05,0.5,0.45,0.150262351082692,0.48252142707568685,0.24073909222540502
0.05,0.525,0.425,0.14664451371774015,0.4826855710208177,0.22930831877221725
0.05,0.55,0.4,0.14755295988926392,0.4824988741866689,0.2258528478961782
0.05,0.575,0.375,0.15029653873376603,0.48217266825912397,0.23245589612828177
0.05,0.6,0.35,0.14658083546446588,0.48296080961131904,0.2336311140286011
0.05,0.625,0.325,0.14548368076683776,0.48053632161864196,0.23147449001379614
0.05,0.65,0.3,0.1461017074529961,0.47806317562412515,0.233127384874103
0.05,0.675,0.275,0.1455189660780695,0.4796195252314835,0.24000242778036035
0.05,0.7,0.25,0.1452589903440398,0.48247838003296745,0.2468775519248878
0.05,0.725,0.225,0.14759192974031551,0.4822336653599962,0.24795334849932574
0.05,0.75,0.2,0.14902377157178648,0.4821280965616407,0.24772701113725618
0.05,0.775,0.175,0.15614407013049234,0.5027884263879069,0.24277168110726874
0.05,0.8,0.15,0.1539611107944873,0.5026788295152022,0.2405618438827984
0.05,0.825,0.125,0.15588501547910358,0.5050180234462497,0.24810671622649877
0.05,0.85,0.1,0.15508249914830283,0.5084695471779959,0.23577062830215728
0.05,0.875,0.075,0.15372793067061494,0.5137191890302097,0.23427206427673453
0.05,0.9,0.05,0.17497248780080155,0.5253835507915755,0.23885541472474334
0.05,0.925,0.025,0.1740032228889531,0.524513525032697,0.24961549258738563
0.05,0.95,0.0,0.1552470153740374,0.5017698635864564,0.27756843248820695
0.075,0.0,0.925,0.1524458484951809,0.4550900981756397,0.3017956473430034
0.075,0.025,0.9,0.17112448614830533,0.4973903990667832,0.21651785225588374
0.075,0.05,0.875,0.16619647744032273,0.4878899950238777,0.1550577570271286
0.075,0.075,0.85,0.15092949351333648,0.47495325426069407,0.1493653467619617
0.075,0.1,0.825,0.15349312116872624,0.46967163581406096,0.162175392316622
0.075,0.125,0.8,0.15242781694087607,0.47038629478409627,0.17207486425354268
0.075,0.15,0.775,0.15458135335076206,0.469765302718146,0.17537079761740834
0.075,0.175,0.75,0.15349803094092823,0.4709860232686354,0.19744012706449504
0.075,0.2,0.725,0.15208183862211289,0.4701743400753003,0.20576508524744455
0.075,0.225,0.7,0.1518108643791895,0.4705559843875557,0.213210142445171
0.075,0.25,0.675,0.15464036429485442,0.47478435512708783,0.2391230954961011
0.075,0.275,0.65,0.15539479847574572,0.47662409600581307,0.2509697961503429
0.075,0.3,0.625,0.15712180369738693,0.4800011975770759,0.2532404071537337
0.075,0.325,0.6,0.15543829725029198,0.4793348271919692,0.2567273090588479
0.075,0.35,0.575,0.15251938838427725,0.4813929794633278,0.24955648073133851
0.075,0.375,0.55,0.1538922140335285,0.4808992895834994,0.2484538197529866
0.075,0.4,0.525,0.15726080878389925,0.4801506256492159,0.2433878727791704
0.075,0.425,0.5,0.15732194958049817,0.4799067682648496,0.2345606467003061
0.075,0.45,0.475,0.1572089026160582,0.4812988471827939,0.23403508048309923
0.075,0.475,0.45,0.15478105484653137,0.4814403969995182,0.2286218170512168
0.075,0.5,0.425,0.15428973949633515,0.48184330990471097,0.22627324543822497
0.075,0.525,0.4,0.1509260616586559,0.48219378197503215,0.22437107670581738
0.075,0.55,0.375,0.15270011552817084,0.48189268421123255,0.22313474295329683
0.075,0.575,0.35,0.15342633931667246,0.48211631933601046,0.23964406173469915
0.075,0.6,0.325,0.1503575624161609,0.4820488954063606,0.250686455567793
0.075,0.625,0.3,0.14784830091925785,0.480319681334447,0.24633988908123355
0.075,0.65,0.275,0.15169739188817286,0.5023225402607085,0.2489971380945777
0.075,0.675,0.25,0.15195597543123257,0.5018163073965742,0.253587782778624
0.075,0.7,0.225,0.1540158876462185,0.5062458382830551,0.2531519963969786
0.075,0.725,0.2,0.15913910483541951,0.5104292012416471,0.24853878840500723
0.075,0.75,0.175,0.16148402403274836,0.5110467967610267,0.2498006357354734
0.075,0.775,0.15,0.1687048457820963,0.5148532580690113,0.24852430694503108
0.075,0.8,0.125,0.16636370611928675,0.5143252313200657,0.2510830425268762
0.075,0.825,0.1,0.1647687168075994,0.5129695757165097,0.25041183640545295
0.075,0.85,0.075,0.16278307884136317,0.5179638640505124,0.24633702988391257
0.075,0.875,0.05,0.18029624352246837,0.5274416402142958,0.24129693300749888
0.075,0.9,0.025,0.17572671230753278,0.52699079307786,0.24932708839849582
0.075,0.925,0.0,0.15612140677861183,0.5020314929950362,0.26651684618254184
0.1,0.0,0.9,0.1543027041339012,0.45706010204742326,0.30902667109361026
0.1,0.025,0.875,0.16424970015957566,0.49221657505180666,0.20837375288454563
0.1,0.05,0.85,0.15862336178975422,0.4840592071070467,0.16020830660970592
0.1,0.075,0.825,0.15274223220601127,0.4712513885694421,0.15692965702809542
0.1,0.1,0.8,0.15505193035416223,0.4712343589449031,0.16558029397444582
0.1,0.125,0.775,0.15543448619178188,0.46866744997069915,0.17259736978432869
0.1,0.15,0.75,0.15462740641088163,0.4701962774259232,0.1794203854095769
0.1,0.175,0.725,0.15525376563443521,0.46835647749854653,0.19742155565019767
0.1,0.2,0.7,0.1528011660667055,0.4674932367326163,0.1965271645067562
0.1,0.225,0.675,0.14918047952017463,0.46815961066345224,0.19748253058116202
0.1,0.25,0.65,0.14967647872551906,0.47088033669366847,0.20123512697199822
0.1,0.275,0.625,0.15010027625235445,0.4740555007305143,0.20340083901470432
0.1,0.3,0.6,0.1529296550110244,0.4773617757120473,0.2025713306303372
0.1,0.325,0.575,0.15442937640737373,0.47661487968799826,0.20367218314708324
0.1,0.35,0.55,0.15300732834896538,0.4769028542696179,0.20641483290506035
0.1,0.375,0.525,0.15261329853456435,0.4788116290580212,0.20722048470629162
0.1,0.4,0.5,0.1577779963325166,0.47979258327691177,0.2123173200720031
0.1,0.425,0.475,0.15851554931604936,0.4792524848868132,0.21716651446412796
0.1,0.45,0.45,0.15813429997183218,0.48085710813936333,0.22130545594260578
0.1,0.475,0.425,0.15717650066362682,0.48280023970228486,0.22657044133587967
0.1,0.5,0.4,0.1557523134500006,0.4853147414770047,0.21799922598855384
0.1,0.525,0.375,0.15850343568639158,0.5064423103795869,0.20766302133352216
0.1,0.55,0.35,0.15904745512728982,0.5047549294931141,0.20822864973197855
0.1,0.575,0.325,0.1600598481316756,0.508382004297793,0.20948519358138817
0.1,0.6,0.3,0.15860304667570724,0.5087793870549662,0.21581254902042823
0.1,0.625,0.275,0.15958013112740796,0.5104592126227601,0.21657411350801437
0.1,0.65,0.25,0.16076710588156928,0.5115661547454685,0.22054796730219567
0.1,0.675,0.225,0.16192638854482055,0.5092550692430516,0.22403475581023521
0.1,0.7,0.2,0.1623891955128144,0.510865656793775,0.22595436923208392
0.1,0.725,0.175,0.1635154758153559,0.5106217037567605,0.22856640560534214
0.1,0.75,0.15,0.16454304195658573,0.5107145302915218,0.22942514610077083
0.1,0.775,0.125,0.1639447266420864,0.5128577505924649,0.22859708444332896
0.1,0.8,0.1,0.16461919435051223,0.5108027352655635,0.22946318655290693
0.1,0.825,0.075,0.16356594691314708,0.5142146366116724,0.23283260723642282
0.1,0.85,0.05,0.1764878222257485,0.5245557661925352,0.23781508118063777
0.1,0.875,0.025,0.17630642280521358,0.5271801189411086,0.25343673079769463
0.1,0.9,0.0,0.16097080582033935,0.504144938447191,0.26470120387090224
0.125,0.0,0.875,0.1474667681883158,0.46530038441092353,0.34172048758870566
0.125,0.025,0.85,0.15855564075136314,0.49323265386725823,0.19793725412086324
0.125,0.05,0.825,0.1581059665252868,0.4841425601950435,0.1895178560459229
0.125,0.075,0.8,0.14239549667585372,0.4745917157139332,0.2001791324146185
0.125,0.1,0.775,0.14715672905957203,0.4720154983115055,0.1997057721158943
0.125,0.125,0.75,0.14294616916280478,0.4701601656338309,0.1951204415573443
0.125,0.15,0.725,0.14440962017978398,0.46671008350542076,0.20518855719857304
0.125,0.175,0.7,0.14493356605477525,0.46737109617093864,0.19896403562256992
0.125,0.2,0.675,0.1443276068080058,0.46802012249745906,0.20915235304729834
0.125,0.225,0.65,0.14736439818806554,0.46950640525498044,0.21171261462315571
0.125,0.25,0.625,0.14650738796274948,0.4714318269643695,0.21653297695694268
0.125,0.275,0.6,0.1485629303612699,0.47449807336061034,0.21306705613474683
0.125,0.3,0.575,0.15297496993799364,0.476931569118102,0.2148959243831714
0.125,0.325,0.55,0.151043686218625,0.47750620515152886,0.23349636940214316
0.125,0.35,0.525,0.15159188602291912,0.4790755914474978,0.2317854853099617
0.125,0.375,0.5,0.14895883367707435,0.4795840190995282,0.23188201727250124
0.125,0.4,0.475,0.16126165117837563,0.5053001559653013,0.2321430649450397
0.125,0.425,0.45,0.1606067519287274,0.5047201708543687,0.23025853774669497
0.125,0.45,0.425,0.16335346453940203,0.5086257125650573,0.22702584431058767
0.125,0.475,0.4,0.16169842424563335,0.5110083966124865,0.22531654479602142
0.125,0.5,0.375,0.16663951633237098,0.5113007137738971,0.2167677807812024
0.125,0.525,0.35,0.16434164457380476,0.5143331561456844,0.21819411436853833
0.125,0.55,0.325,0.1656092583313705,0.5119944701913195,0.22759279303118934
0.125,0.575,0.3,0.16317600156645934,0.5118290227372421,0.22755745160384624
0.125,0.6,0.275,0.16034628617117885,0.5115987343326569,0.22926141645160242
0.125,0.625,0.25,0.16013152525748456,0.508459922699662,0.23442567157670438
0.125,0.65,0.225,0.1617491844751736,0.5067814287434789,0.23644082870021943
0.125,0.675,0.2,0.16468594894544394,0.5067270888320315,0.23485016923107016
0.125,0.7,0.175,0.1661280056285063,0.5085729044021339,0.2348271501876846
0.125,0.725,0.15,0.16596168890903545,0.5085736077725669,0.2378453445270764
0.125,0.75,0.125,0.16131459073036905,0.5063394901333887,0.23184522093206128
0.125,0.775,0.1,0.16465030257502059,0.5094076633164946,0.23540403870071075
0.125,0.8,0.075,0.1655703316550462,0.5116785613301225,0.22960461416201725
0.125,0.825,0.05,0.17784309806354584,0.525907565222097,0.23720507324858606
0.125,0.85,0.025,0.1801903340876297,0.5274529759470387,0.2634259356821237
0.125,0.875,0.0,0.1530054820343027,0.49332769621224587,0.2545195091281158
0.15,0.0,0.85,0.1469854636370153,0.4657219832997122,0.33408576262079914
0.15,0.025,0.825,0.15589093621643021,0.4925566568138052,0.19143857383287963
0.15,0.05,0.8,0.14721832203697213,0.48532017937261274,0.18752643555212212
0.15,0.075,0.775,0.1296824086834528,0.47128652954957373,0.19599506114487134
0.15,0.1,0.75,0.1366125350183951,0.4698262923881347,0.1895514980528874
0.15,0.125,0.725,0.13428049232173936,0.46729055251066565,0.20326001337156882
0.15,0.15,0.7,0.135570234711702,0.46839717385152946,0.2016511426295992
0.15,0.175,0.675,0.13715685476891254,0.4686888951887774,0.20106547557774662
0.15,0.2,0.65,0.13830952606752328,0.47093039692191896,0.2213198326290527
0.15,0.225,0.625,0.1379739008208415,0.471743775695747,0.2265341003399742
0.15,0.25,0.6,0.13282099573742182,0.4724035258140226,0.2400469126469512
0.15,0.275,0.575,0.14326525436884907,0.5030227139597973,0.2344414432736679
0.15,0.3,0.55,0.14446497112767204,0.5070803182355411,0.23778159125566972
0.15,0.325,0.525,0.1441007074231987,0.5066726548973155,0.23410030231890172
0.15,0.35,0.5,0.1478012322742252,0.5077457205574647,0.23359222138224248
0.15,0.375,0.475,0.15006491231988636,0.5078674528205107,0.23734735484695796
0.15,0.4,0.45,0.15077844870012222,0.5062401689326083,0.23916162815626618
0.15,0.425,0.425,0.14708208692872984,0.5054916859431287,0.2397465354508183
0.15,0.45,0.4,0.14740433470973607,0.5069014758736852,0.23993323306140177
0.15,0.475,0.375,0.14639833358159746,0.5072257482300907,0.24004384085282965
0.15,0.5,0.35,0.14741090846161267,0.508306197256935,0.23739799458492855
0.15,0.525,0.325,0.1544402039656307,0.508955980744942,0.23823733060284286
0.15,0.55,0.3,0.15581905149556757,0.5074738254776912,0.2358703709557448
0.15,0.575,0.275,0.15533111945520348,0.5075645414838454,0.23442401767465174
0.15,0.6,0.25,0.15340124456086232,0.509522922962312,0.23674500802584508
0.15,0.625,0.225,0.15465085683995292,0.5108143627427597,0.23834627213452617
0.15,0.65,0.2,0.1586397437363039,0.5075902749732155,0.23438450220364476
0.15,0.675,0.175,0.1593084206512785,0.5084300518431079,0.23497062245053005
0.15,0.7,0.15,0.16081502541392212,0.5103152132837334,0.23888983938028077
0.15,0.725,0.125,0.15798124994784224,0.5063881479599504,0.24169967649371277
0.15,0.75,0.1,0.1579475089341927,0.5063490564628848,0.23655347061538456
0.15,0.775,0.075,0.16174205447052897,0.5102365781266348,0.22846687420383874
0.15,0.8,0.05,0.1754055220602301,0.523883593961767,0.23679293094513842
0.15,0.825,0.025,0.18048627490405086,0.5252956312284777,0.2596942966513521
0.15,0.85,0.0,0.1448701541397463,0.4890968131384399,0.24379164099831085
0.175,0.0,0.825,0.1493206766694454,0.47236787487201815,0.31169775639227804
0.175,0.025,0.8,0.15619030215038093,0.4921146866533922,0.18956096410921816
0.175,0.05,0.775,0.14725163747408493,0.4868048102087685,0.17952845381198068
0.175,0.075,0.75,0.13138504522646424,0.4698055315065664,0.20830544869277726
0.175,0.1,0.725,0.13508933422221447,0.47161546481868094,0.20827478434530033
0.175,0.125,0.7,0.13054972685715444,0.46804345995929325,0.23413332276498788
0.175,0.15,0.675,0.1363237452511031,0.4897371735347412,0.23189118754941468
0.175,0.175,0.65,0.14155559851203445,0.49596904862617675,0.21373019799200224
0.175,0.2,0.625,0.14341901690933112,0.49555986758432374,0.21689447755484614
0.175,0.225,0.6,0.14330046799339174,0.49468952000658134,0.2232849732010098
0.175,0.25,0.575,0.14441984507314495,0.49763919545074864,0.23070801205199326
0.175,0.275,0.55,0.1435435857774858,0.4996954446254622,0.2275223881504387
0.175,0.3,0.525,0.14506942184508984,0.5045128725515005,0.23186921461207888
0.175,0.325,0.5,0.14141844962366895,0.5026525060793812,0.2338402483312173
0.175,0.35,0.475,0.13823153006407216,0.5039613058516216,0.23039659502694934
0.175,0.375,0.45,0.14233247364564872,0.5019388353758684,0.2376578329838115
0.175,0.4,0.425,0.14297700720473988,0.5012581056899387,0.23532367659573394
0.175,0.425,0.4,0.1424249318993195,0.5039044840656433,0.23707872603394464
0.175,0.45,0.375,0.14182541124728051,0.5066548118192982,0.23624818972373074
0.175,0.475,0.35,0.14077684923425193,0.5084128230081603,0.23936754328284615
0.175,0.5,0.325,0.14194919882463805,0.5086863119256098,0.23938773979965877
0.175,0.525,0.3,0.14280659280785643,0.5096635195813976,0.23789700165677466
0.175,0.55,0.275,0.14190787359735924,0.50837785881316,0.23249836562045728
0.175,0.575,0.25,0.1402209516496962,0.5088361182154586,0.2296802546669506
0.175,0.6,0.225,0.13974998845656558,0.5076460964034086,0.2279216442270112
0.175,0.625,0.2,0.1392113812882036,0.5063207585050362,0.23113527847183984
0.175,0.65,0.175,0.1456795899519627,0.5079189554780357,0.23348115667917116
0.175,0.675,0.15,0.14660773862997173,0.5073689026731205,0.23379885086016208
0.175,0.7,0.125,0.14445128200829155,0.5049314902332641,0.23363633526505892
0.175,0.725,0.1,0.14604186808107264,0.5065352022702564,0.223945522910983
0.175,0.75,0.075,0.1552327978857881,0.5099414977022192,0.23049155196604276
0.175,0.775,0.05,0.17654295306963455,0.5244643426053335,0.23756935398993526
0.175,0.8,0.025,0.18028076224321304,0.5237629027178519,0.25811830634281413
0.175,0.825,0.0,0.12393247747147568,0.471449201833953,0.18674956494654982
0.2,0.0,0.8,0.14525358541255565,0.47356035188162415,0.3116042092082616
0.2,0.025,0.775,0.16033000537380349,0.5066832527543478,0.19118143142100336
0.2,0.05,0.75,0.15329803578533838,0.504816762202892,0.1947007871347731
0.2,0.075,0.725,0.1382757771791425,0.4893626667643275,0.2016832903693621
0.2,0.1,0.7,0.1429684361266667,0.49282494178771685,0.20525195450598047
0.2,0.125,0.675,0.14111290957183195,0.4882761624375968,0.21523422827519176
0.2,0.15,0.65,0.14356621663053235,0.4895424496363174,0.21428227845205192
0.2,0.175,0.625,0.14434477307768653,0.4901541043521089,0.21332410749553776
0.2,0.2,0.6,0.14609879801486014,0.48894724871794215,0.209887266023552
0.2,0.225,0.575,0.14466472072298328,0.48749700838641474,0.2207813904129117
0.2,0.25,0.55,0.14424570155789865,0.4873375113051123,0.2220602014230872
0.2,0.275,0.525,0.1420354335704939,0.4909375739228137,0.21864206735348207
0.2,0.3,0.5,0.14417710377786494,0.502384849246607,0.22535227116021272
0.2,0.325,0.475,0.1410867823462938,0.5036190761808206,0.22367206782183127
0.2,0.35,0.45,0.1375346829762277,0.5030236694878621,0.22575602619859464
0.2,0.375,0.425,0.14272391906938697,0.5015093947735118,0.23238723453695415
0.2,0.4,0.4,0.14403946143954952,0.502407444734652,0.22989958851714076
0.2,0.425,0.375,0.14060297792452306,0.501072908788484,0.2304240083270696
0.2,0.45,0.35,0.1387867088590416,0.5012068116216981,0.23290630591650252
0.2,0.475,0.325,0.1400547027933679,0.501903502717543,0.23024808536873873
0.2,0.5,0.3,0.13543485688558832,0.5046803055336466,0.23791615188251858
0.2,0.525,0.275,0.1364854330801551,0.5050528690164492,0.23097341336192737
0.2,0.55,0.25,0.13459290754013137,0.5059095391051422,0.22821787911382452
0.2,0.575,0.225,0.13485565244793965,0.5066641712182681,0.22288030349166724
0.2,0.6,0.2,0.1343283645872884,0.501721574962972,0.22215888032054487
0.2,0.625,0.175,0.1351347877094417,0.5029128072075356,0.23100268131383467
0.2,0.65,0.15,0.13425836441348404,0.5000677225065355,0.23662855162775828
0.2,0.675,0.125,0.13288264914278636,0.4977160398818825,0.22987984289747054
0.2,0.7,0.1,0.13759898911243248,0.49976472094496344,0.22324094700966934
0.2,0.725,0.075,0.14936937889926097,0.5022083182453556,0.21853793663313062
0.2,0.75,0.05,0.17071307734127564,0.5168441386250485,0.23196026349342172
0.2,0.775,0.025,0.1768051837394782,0.5187673061780745,0.25393644579479685
0.2,0.8,0.0,0.11875387435378468,0.4731614047660993,0.18689689153594416
0.225,0.0,0.775,0.17074181886773118,0.5117641839565636,0.3122193381538179
0.225,0.025,0.75,0.15780440544510133,0.5097677726249538,0.19812710914345938
0.225,0.05,0.725,0.14996879273818878,0.5037101047296741,0.22299763151468796
0.225,0.075,0.7,0.14003982266358733,0.4868233769205898,0.23203863610402614
0.225,0.1,0.675,0.13863060908130387,0.4820822112613804,0.22475327601146022
0.225,0.125,0.65,0.14065935688422687,0.479968262017512,0.22286795312552815
0.225,0.15,0.625,0.14274297537806294,0.4816152867945428,0.22283454498131022
0.225,0.175,0.6,0.14099895548204158,0.4819702912502097,0.21577314334799158
0.225,0.2,0.575,0.1395591756668129,0.4801375228902107,0.21180590138329383
0.225,0.225,0.55,0.1362620489087546,0.4802877643164809,0.21990951033719128
0.225,0.25,0.525,0.13676009613911175,0.48435690254494895,0.22600528940277967
0.225,0.275,0.5,0.1396457735510304,0.48503346132296615,0.22485743919936893
0.225,0.3,0.475,0.14298284217210178,0.49809836188904855,0.23048114941249728
0.225,0.325,0.45,0.14086504369941685,0.4978378533288351,0.22430984279333735
0.225,0.35,0.425,0.13829507163604332,0.4972890159414309,0.2235745109846162
0.225,0.375,0.4,0.14005381496724933,0.49489717383387166,0.22897172747774028
0.225,0.4,0.375,0.14061579172805097,0.49434126617640467,0.2264324896972762
0.225,0.425,0.35,0.13321536169151735,0.49071472271036404,0.23247656220351515
0.225,0.45,0.325,0.13409196130592638,0.49232736879225114,0.23637956995972992
0.225,0.475,0.3,0.13430814770386182,0.49289547304027304,0.23628250617465632
0.225,0.5,0.275,0.1323580723353239,0.49322159274916444,0.23541022467226155
0.225,0.525,0.25,0.1337214725305366,0.4960629532606103,0.23498738657940982
0.225,0.55,0.225,0.13319275320529167,0.4984192795356614,0.22856988756417773
