Na2O,B2O3,SiO2,Tg,Tc,Tx,Tliq,T_Umax,log_Umax,ViscosityAtTl,K_W_Tc,K_W_Tx,gamma_Tc,H_prime_Tx,K_H_Tc,H_prime_Tc,K_H_Tx,deltaT_rg,K_cr,Jezica,GFA
0.0,0.7,0.3,588.8450000000009,934.9099999999988,955.1599999999988,1108.269999999998,1408.0699999999974,-5.799854662431649,2.9311569762174265,0.3122569409981309,0.3305286617881911,0.5508819378769261,0.62209070298635,1.9962217351176723,0.5877013475532565,2.3924955914048724,0.7052317466429224,0.2947682533570775,-3.158134178548261,
0.0,0.725,0.275,550.5000000000009,936.0099999999989,949.8649999999989,1112.2699999999982,1386.9799999999973,-5.657360657214016,2.7182231696102876,0.3465974988087412,0.35905400667104087,0.5629221118976162,0.7254586739327835,2.18716668557812,0.7002906448682966,2.4590683784366227,0.7109048186980436,0.2890951813019565,-3.374197277681745,
0.0,0.75,0.25,553.3850000000009,936.0099999999989,947.2649999999988,1106.7699999999982,1315.0499999999977,-5.979361409471405,2.558029772681078,0.34571320147817397,0.3558824326644186,0.5638088009854498,0.7117648653288349,2.2407179667369377,0.6914264029563456,2.4693896743048787,0.7117648653288396,0.2882351346711604,-3.5300849846878397,
0.0,0.775,0.225,556.410000000001,942.5999999999989,952.5249999999988,1106.8299999999983,1318.5749999999978,-6.071195565672259,2.3929918687632554,0.34891537092416947,0.3578824209679883,0.5667251869844395,0.7119120792221512,2.3515192108628096,0.6940745133983882,2.567091150643201,0.7196595327204676,0.28034046727953243,-3.6951699751053377,
0.0,0.8,0.2,547.780000000001,938.0699999999988,948.6599999999988,1061.7299999999984,1291.5049999999976,-6.048421905512897,2.485286019117705,0.36759816525858585,0.37757245250675636,0.5828295568216408,0.7318266457336834,3.156153970564443,0.7124940669611834,3.545414345095952,0.779998054285436,0.220001945714564,-3.5667421585944545,
0.0,0.825,0.175,528.400000000001,938.2599999999989,946.8299999999988,1048.2199999999984,1263.6549999999977,-6.103325383734501,2.426146029142657,0.39100570490927333,0.39918146953883576,0.5951085232966721,0.7918811506434462,3.727355401964345,0.7756623769871255,4.126935595226346,0.8049517140548649,0.19504828594513512,-3.6147588543948683,
0.0,0.85,0.15,542.2200000000009,943.2849999999988,940.754999999999,1045.7299999999984,1240.8649999999977,-6.08975246415897,2.326292419097636,0.3835263404511666,0.381106977900604,0.5940268900154282,0.7350060860905119,3.914929962418854,0.739672088820031,3.796475351274114,0.7915135747055669,0.20848642529443304,-3.7125467154589566,
0.0,0.875,0.125,530.3200000000008,928.8049999999989,932.594999999999,1046.6199999999983,1207.5649999999978,-5.8912766891659665,2.217065479351748,0.38073512831782186,0.3843563088800126,0.5889919717934731,0.7585514406396091,3.38229427492255,0.7514048121888622,3.5279543959658026,0.77914971915553,0.22085028084447,-3.8225125795955157,
0.0,0.9,0.1,539.800000000001,927.309999999999,937.844999999999,985.6499999999988,1206.694999999998,-6.072477516184927,2.457582279812127,0.39315172728656067,0.4038401055141262,0.6078927529581429,0.7373934790663159,6.642269454919426,0.7178769914783204,8.326430289718635,0.8927778400807445,0.1072221599192555,-3.529863172680265,
0.0,0.925,0.075,533.3500000000009,929.7349999999989,941.5649999999988,946.0399999999989,1200.184999999998,-5.899132581378573,2.5992421760566184,0.41899391146251574,0.43149866813242393,0.6284583510771324,0.765379206899779,24.310640907696804,0.743198650042181,91.22122905027608,0.9891565097288518,0.010843490271148217,-3.3525768227766033,
0.0,0.95,0.05,528.830000000001,927.3949999999988,945.8699999999989,899.5699999999991,1198.4299999999978,-5.899260790588385,2.829806625642705,0.4430616850272889,0.4635992752092648,0.6492544105292627,0.7886088156874557,-14.323989218328917,0.7536732031087442,-9.007343412527005,1.1248853644063224,-0.12488536440632236,-3.0782633015623273,
0.0,0.975,0.025,533.810000000001,927.0149999999988,951.9699999999989,905.2099999999991,1195.6499999999978,-5.805534405456694,2.6760035385019663,0.43437986765501735,0.46194805625213853,0.6441988297591409,0.7833498810438118,-18.03279064434776,0.7366010378224409,-8.942686056458513,1.1259019924609586,-0.1259019924609585,-3.237495147557958,
0.0,1.0,0.0,530.560000000001,919.1299999999991,905.9349999999991,840.1299999999994,936.1799999999989,-4.551201920688802,2.925515257398272,0.462511754133287,0.44680585147536506,0.6705600828779656,0.7075071622436624,-4.918607594936706,0.7323771109770759,-5.704353772509684,1.212569047388313,-0.21256904738831298,-2.9231777288071634,
0.025,0.0,0.975,837.1649999999995,1039.8599999999985,872.4449999999993,1895.9299999999964,1666.499999999997,-5.030663251872811,2.705522965483558,0.1069105926906581,0.018608281951337766,0.3804697604730169,0.042142230026338615,0.23677386195054087,0.24212072888856934,0.03447046121828834,0.03332184195737472,0.9666781580426252,-3.850121631770598,-0.07856188959400362
0.025,0.025,0.95,887.0199999999993,1029.1599999999985,916.6299999999991,1741.9399999999969,1612.549999999997,-5.540961888751532,3.9170699557674604,0.08159867733676214,0.01699828926369441,0.391470391333455,0.03338143446596448,0.1994163697073424,0.1602444138801823,0.03587742787558598,0.03463481963224614,0.9653651803677539,-2.5649964281043243,0.6804862395388516
0.025,0.05,0.925,884.7149999999992,1042.7799999999986,879.1599999999993,1632.6099999999972,1589.3299999999972,-5.6845078112287615,4.216024743549999,0.09681736605802957,-0.003402527241655974,0.41424130773738005,-0.006278858163363292,0.2679839953885014,0.17866205501206547,-0.007372752007432431,-0.007427513220438652,1.0074275132204387,-2.2097401610408207,1.2996456227831816
0.025,0.075,0.9,894.6249999999991,1069.0199999999984,877.7299999999992,1514.4199999999971,1559.8499999999972,-5.769002622508144,4.573583384113521,0.11515629746041364,-0.011156086158397208,0.4437526073610082,-0.018885007684784,0.3915469241131563,0.19493642587676344,-0.02653567670294794,-0.027259013060769968,1.02725901306077,-1.7869092887861822,
0.025,0.1,0.875,875.4099999999993,1089.4899999999982,876.3499999999992,1371.4899999999973,1474.9199999999973,-5.994885736749556,5.158107228004175,0.15609300833400122,0.0006853859670868491,0.48488584271663177,0.0010737825704526356,0.7591489361702113,0.24454826881118458,0.0018984529627982885,0.0018948556684404627,0.9981051443315595,-1.116278062722488,
0.025,0.125,0.85,827.1099999999996,1064.0049999999983,877.1799999999993,1308.7199999999975,1447.5699999999974,-6.281742100079,5.10270047935073,0.1810127452778281,0.038258756647716705,0.4981693299560357,0.06053608347136383,0.9680444598819012,0.2864129317744905,0.11602632432682929,0.10396378812732278,0.8960362118726772,-1.1309929994461223,
0.025,0.15,0.825,813.5999999999997,1065.8949999999984,884.4449999999991,1267.2999999999977,1428.4899999999973,-6.736364909975183,4.991395103138941,0.19908072279649583,0.05590231200189347,0.5122278821663702,0.08707595870206426,1.2526749584171177,0.3100970993116996,0.1850439461414889,0.15614943795459504,0.843850562045405,-1.2143637665998135,
0.025,0.175,0.8,793.4749999999999,1069.0149999999985,887.0099999999991,1285.7999999999975,1428.6799999999973,-6.633839235987727,4.3997797245758985,0.2142946025820494,0.07274459480479029,0.5141287227519207,0.11788021046661733,1.2710288996009869,0.3472573174958236,0.23454700468918366,0.18998628954450747,0.8100137104554925,-1.8185671182750447,
0.025,0.2,0.775,838.6049999999994,1066.9799999999984,897.4199999999992,1317.9699999999978,1429.6799999999973,-6.3830100902735,3.8062926673749438,0.173277843956994,0.044625446709712524,0.494756732318607,0.0701343302269838,0.9098968086377927,0.2723272577673626,0.1398525740102245,0.12269356335986133,0.8773064366401386,-2.4335183823022826,
0.025,0.225,0.75,825.4449999999996,1063.8199999999983,899.9599999999991,1307.1799999999976,1428.8299999999974,-6.373603237263106,3.7004113879519007,0.18235820621490476,0.057004391132055014,0.49883125256432786,0.09027251967120713,0.9795159434582491,0.28878362580183886,0.1829846274740922,0.15468047785608238,0.8453195221439176,-2.5322594010182833,
0.025,0.25,0.725,730.0450000000003,1063.6599999999985,895.4949999999991,1276.2399999999977,1429.4399999999973,-6.370592833030327,3.754129459905077,0.26140459474706856,0.12963862596376785,0.530163959756465,0.22662986528227538,1.5693621224950578,0.4569786793964729,0.434542804239056,0.30291379452393297,0.697086205476067,-2.4577352444680733,
0.025,0.275,0.7,732.4600000000003,1054.7599999999984,896.9249999999992,1231.2599999999977,1426.7499999999973,-6.366149744499145,3.9352853558216214,0.26176437145688053,0.13357454964832707,0.5371234188173464,0.22453785872265902,1.826062322946172,0.4400240286158944,0.4919167900459108,0.32972133119486713,0.6702786688051329,-2.245414185690721,
0.025,0.3,0.675,713.4600000000005,1054.3999999999985,896.4049999999992,1221.1099999999979,1424.7499999999973,-6.351356607387884,3.794712501426992,0.27920498562782925,0.14981860766024274,0.5450306786521033,0.2564194208505012,2.045108271849315,0.4778684158887643,0.5634191034939389,0.3603762434748343,0.6396237565251657,-2.378797074196152,
0.025,0.325,0.65,704.2100000000006,1051.6499999999985,896.3999999999992,1206.2099999999978,1426.5599999999974,-6.452529130921721,3.6962175283531153,0.28804271229719414,0.1593337810165717,0.5504810460527002,0.27291574956333825,2.247929606625256,0.4933755555871084,0.6203479551983456,0.38284860557768857,0.6171513944223114,-2.4666283209229136,
0.025,0.35,0.625,696.7250000000006,1049.4299999999985,895.7849999999992,1174.409999999998,1421.4799999999973,-6.576840608227501,3.733133369277407,0.3003252697098956,0.1694978755289881,0.5608521031352625,0.2857081344863446,2.822091534645536,0.5062327317090639,0.7144369672498857,0.4167181301485281,0.5832818698514719,-2.406506111858287,
0.025,0.375,0.6,684.8300000000007,1051.8749999999984,888.8849999999991,1138.099999999998,1423.2199999999973,-6.5963238078719435,3.807298768462222,0.32250680959493744,0.17929443809858422,0.5770243509076043,0.29796445833272217,4.256828066106107,0.5359651300322669,0.8187910037517773,0.4501842169126559,0.5498157830873441,-2.3050620782220568,
0.025,0.4,0.575,671.1100000000009,1051.8099999999984,889.6949999999991,1143.3199999999981,1423.2199999999973,-6.579294951852429,3.4660327200463876,0.33297764405415636,0.1911844452996524,0.5796916938101767,0.325706665077257,4.160201070921193,0.5672691511078615,0.8618432725480497,0.4628978632388122,0.5371021367611878,-2.6503028812234013,
0.025,0.425,0.55,668.2500000000009,1070.6199999999983,892.5149999999991,1142.119999999998,1427.9199999999973,-6.618080108565981,3.201256716191262,0.35230098413476524,0.19635852624942962,0.5913818722139667,0.33560044893377905,5.627552447552429,0.6021249532360596,0.8984795977644642,0.4732627091818421,0.5267372908181579,-2.9141667571273637,
0.025,0.45,0.525,661.975000000001,1073.2199999999984,891.8999999999992,1162.719999999998,1432.4699999999973,-6.634230254094627,2.797109564439131,0.3536922044860311,0.19774752304940013,0.5881640493342718,0.34733184787944826,4.594916201117313,0.621239472789753,0.8489956428624147,0.4591658428940869,0.5408341571059131,-3.3338407212592376,
0.025,0.475,0.5,658.175000000001,1069.8999999999985,889.5799999999991,1198.669999999998,1452.3099999999974,-6.216621286411009,2.341608382436025,0.3434848623891465,0.19305146537412177,0.5761924123984496,0.3515858244387857,3.1973673992389458,0.6255555133513077,0.7486654372512828,0.4281353204007427,0.5718646795992574,-3.8157908896746067,
0.025,0.5,0.475,654.275000000001,1070.0149999999985,891.6799999999992,1179.909999999998,1449.6999999999973,-6.15289826872678,2.2888035341433297,0.3523489079675553,0.20120602418828432,0.5833735419273405,0.3628520117687483,3.7830656535784093,0.6354208857131892,0.8236651285431741,0.45165371407916044,0.5483462859208396,-3.8548942296315736,
0.025,0.525,0.45,653.3250000000011,1068.5549999999985,894.3699999999991,1144.889999999998,1469.7599999999975,-5.911071783141011,2.3538166567997854,0.36268113093834176,0.2105398771934408,0.5942309456878064,0.3689511345807946,5.439575555118879,0.6355642291355706,0.9621786683697869,0.49036241392287794,0.5096375860771221,-3.7637108673155204,
0.025,0.55,0.425,652.660000000001,1061.9149999999984,896.7399999999991,1091.5399999999981,1442.5199999999975,-5.833270689455889,2.560074358238847,0.37493358007951894,0.22361067849093805,0.6088263960554976,0.37397726228051015,13.814514767932508,0.6270569668740182,1.2529774127310025,0.5561429092234772,0.44385709077652274,-3.5160049522884322,
0.025,0.575,0.4,635.015000000001,1056.4249999999984,896.7399999999991,1058.3199999999983,1413.1199999999974,-5.8045751582188485,2.6271728757146873,0.3981876937032259,0.24730232821830683,0.6238724174484073,0.4121556183712159,222.3799472295522,0.6636221191625342,1.6197858645871972,0.618289413070953,0.381710586929047,-3.422061131179956,
0.025,0.6,0.375,630.985000000001,1047.9949999999983,896.3499999999991,1072.4899999999982,1404.6999999999973,-5.762750819006929,2.3538655984949743,0.38882413822040107,0.24742888045576045,0.6152100852668803,0.4205567485756359,17.02429067156559,0.660887342805291,1.5065572839786503,0.6010464207653362,0.39895357923466374,-3.706920904449194,
0.025,0.625,0.35,622.2050000000011,1048.5849999999984,897.3799999999991,1024.8099999999986,1319.7999999999977,-5.702117961522188,2.5849504791091906,0.4160576106790507,0.2685131878104218,0.6366578325030425,0.44225777677774614,-17.933964248159825,0.685272538793479,2.159420858510548,0.683486295500552,0.31651370449944805,-3.43633623001518,
0.025,0.65,0.325,614.5700000000011,1047.2249999999983,898.4049999999992,1021.2899999999986,1317.3599999999976,-5.522797523314451,2.4875309014291047,0.423635793946869,0.27791812315796544,0.6401678627755423,0.46184323998893145,-16.682282629651127,0.7039962900889996,2.30976115880701,0.6978633949645944,0.3021366050354056,-3.53076725760597,
0.025,0.675,0.3,614.060000000001,1048.9849999999983,898.1149999999991,1014.2099999999986,1323.2299999999977,-5.508999918887498,2.4336818685107366,0.4288313071257412,0.28007513236903453,0.6442328360775539,0.46258508940494036,-12.506829618979165,0.7082776927336036,2.446746199233382,0.7098712982631509,0.29012870173684907,-3.5785739081476557,
0.025,0.7,0.275,611.180000000001,1048.8449999999984,898.1149999999991,983.0399999999987,1302.7599999999977,-5.518116056013691,2.5774620577777068,0.4452158610026022,0.291885375976561,0.657904806112079,0.4694770771294834,-6.650938378542653,0.7160983670931588,3.3786870768324926,0.7716210401764101,0.22837895982358988,-3.4076803215810525,
0.025,0.725,0.25,610.810000000001,1048.9649999999983,899.6449999999991,965.9399999999988,1253.5899999999976,-5.604977882748446,2.6062471642322493,0.45360477876472444,0.29901960784313564,0.6652703345489129,0.47287208788329865,-5.2773863294188486,0.7173343592933918,4.356814239384558,0.8133218821276712,0.18667811787232882,-3.3636531372981318,
0.025,0.75,0.225,607.680000000001,1047.8749999999984,898.6149999999991,968.3799999999989,1211.5799999999979,-5.6118939329564315,2.478839996338967,0.4545684545323096,0.30043474669034725,0.664869992259177,0.4787634939441773,-5.537392288823195,0.7243861901000472,4.1702142908335,0.8065844191849177,0.19341558081508226,-3.4932516263748696,
0.025,0.775,0.2,597.7600000000009,1044.1949999999983,898.8199999999991,943.519999999999,1215.4099999999978,-5.62833260979757,2.612990493801642,0.47315902153637224,0.31908173647617283,0.6774855963874172,0.5036469486081333,-4.434417680655576,0.7468465604925,6.735123042505581,0.8707195742711705,0.12928042572882945,-3.3365117270658198,
0.025,0.8,0.175,586.780000000001,1045.2649999999985,898.5299999999992,940.999999999999,1215.039999999998,-5.62833260979757,2.5625023216803324,0.48723166843783,0.33129649309245324,0.6841724593855126,0.5312894100003368,-4.397304944132735,0.7813575786495734,7.340475629856361,0.880102760995991,0.11989723900400892,-3.3846769251741806,
0.025,0.825,0.15,578.660000000001,1047.0549999999985,896.1999999999991,937.859999999999,1211.299999999998,-5.625299539096847,2.516890519819992,0.49942955238521525,0.33857931887488374,0.6904327011842893,0.5487505616424111,-4.289527908787029,0.8094476894895045,7.622179548727779,0.8840200445434296,0.1159799554565704,-3.4273855071186836,
0.025,0.85,0.125,571.300000000001,1027.0849999999984,889.2499999999991,930.5399999999989,1210.6799999999978,-5.627283251531319,2.510060756549189,0.4898069937885507,0.3416833236615282,0.6838844350929516,0.5565377209872179,-4.7209591382256955,0.7978032557325341,7.70041172196656,0.885062910589021,0.11493708941097897,-3.427409336172455,
0.025,0.875,0.1,558.540000000001,1015.6749999999986,888.4899999999991,932.079999999999,1204.279999999998,-5.687027828642582,2.4383045299478714,0.49044609904729003,0.3539932194661386,0.681377547597643,0.5907365631825787,-5.468449069920449,0.818446306441789,7.569396650607908,0.8833056700754935,0.11669432992450647,-3.500601848553004,
0.025,0.9,0.075,551.920000000001,1018.9299999999986,888.0199999999991,921.999999999999,1205.6099999999979,-5.77703584468912,2.4732650473196682,0.5065184381778721,0.36453362255965127,0.6913061767260086,0.608965067401068,-4.81801299907149,0.8461552398898332,9.891112419070012,0.9081820146995242,0.09181798530047582,-3.4561967947875893,
0.025,0.925,0.05,546.440000000001,1023.0499999999986,893.5399999999992,919.729999999999,1202.049999999998,-5.7918182029725775,2.4451797675123004,0.5182064301479762,0.37739336544420493,0.6977703813336779,0.6352024009955304,-4.612950058072005,0.8722092086962828,13.253150057273787,0.9298400707224946,0.07015992927750533,-3.4821409377874186,
0.025,0.95,0.025,537.6100000000009,1021.8199999999986,902.5199999999991,920.489999999999,1201.5199999999977,-5.83042678716387,2.394820428149182,0.5260350465512914,0.39643016219622,0.7007886976201897,0.6787634158590754,-4.778545346886407,0.9006714904856621,20.30662214802448,0.9530662348516507,0.04693376514834936,-3.5332177214235303,
0.025,0.975,0.0,554.195000000001,901.7900024414054,869.4449999999993,862.8499999999995,1047.8499999999983,-5.344894203989152,2.47868217821821,0.4028452250581267,0.3653589847598059,0.6363876958328105,0.5688430967439219,-8.926424772685625,0.6272070344218259,-47.80136467020589,1.0213668983168904,-0.021366898316890485,-3.393188428659786,
0.05,0.0,0.95,764.39,1061.7449999999983,872.3449999999992,1856.7199999999968,1654.3999999999971,-5.061440448896089,2.566439727517942,0.16015069585074693,0.05814285406523301,0.40507456764500516,0.1412302620390105,0.374043208905939,0.3890095370164423,0.10966857142857092,0.09883002389387782,0.9011699761061223,-3.9710531035227223,0.006826696212674766
0.05,0.025,0.925,843.1549999999995,1049.9349999999984,920.254999999999,1680.7899999999968,1584.319999999997,-5.750755623545632,3.534021377628429,0.12302548206498089,0.045871286716365284,0.4159896511215577,0.09144226150589096,0.3277773814901988,0.2452455361113899,0.10137600504907687,0.09204486440991566,0.9079551355900843,-2.9170055334404,1.0177884086743003
