Unnamed: 0,overall_composition,Na2O at %,Fe2O3 at %,P2O5 at %,Na2O wt %,Fe2O3 wt %,K_W_Tc,gamma_Tc,H_prime_Tc
363,Na0.45O2.6Fe1.5P0.05,22.5,75.0,2.5,10.159739698106945,87.25493866967149,0.1742063627969319,0.4973139322151925,0.20667959615443518
364,Na0.45O2.55Fe1.55,22.5,77.5,0.0,10.127011594362534,89.87298840563747,0.07719659345215593,0.42773138858655974,0.08135444570268638
365,Na0.5O4P1.5,25.0,0.0,75.0,12.70548360657034,0.0,0.14165728110209844,0.48881995799646866,0.4266795283339693
366,Na0.5O3.95Fe0.05P1.45,25.0,2.5,72.5,12.659436215474898,3.261692809254845,0.20110273561573414,0.5196737881780791,0.32424948182671065
367,Na0.5O3.9Fe0.1P1.4,25.0,5.0,70.0,12.613721390285008,6.49982884804057,0.19353999256961754,0.516639015886829,0.28178754311146714
368,Na0.5O3.85Fe0.15P1.35,25.0,7.5,67.5,12.568335541151434,9.714662397547672,0.1909151401865273,0.5102092580597678,0.19231972858808308
369,Na0.5O3.8Fe0.2P1.3,25.0,10.0,65.0,12.523275129706732,12.906444092337388,0.18508204861958283,0.5047121456785784,0.17161976765631298
370,Na0.5O3.75Fe0.25P1.25,25.0,12.5,62.5,12.478536668145662,16.075420985478214,0.18364672652739117,0.5037963608076923,0.12884441632878238
371,Na0.5O3.7Fe0.3P1.2,25.0,15.0,60.0,12.434116718325258,19.221836612291288,0.18168464954348235,0.5028020619125889,0.16253951680649847
372,Na0.5O3.65Fe0.35P1.15,25.0,17.5,57.49999999999999,12.390011890884058,22.34593105273905,0.17377219071934064,0.4919392489197854,0.19871066075135474
373,Na0.5O3.6Fe0.4P1.1,25.0,20.0,55.00000000000001,12.346218844379983,25.44794099249085,0.16912326708191705,0.4725965979467757,0.2112431228463381
374,Na0.5O3.55Fe0.45P1.05,25.0,22.5,52.5,12.302734284446478,28.52809978269804,0.15699557706382714,0.46631932101413787,0.21106263182190696
375,Na0.5O3.5Fe0.5P1,25.0,25.0,50.0,12.259554962966371,31.586637498510367,0.13933957705729644,0.46209618139588776,0.2192129637524003
376,Na0.5O3.45Fe0.55P0.95,25.0,27.500000000000004,47.5,12.21667767726312,34.623780996364346,0.13634671655668704,0.46096869524898026,0.2253485844557206
377,Na0.5O3.4Fe0.6P0.9,25.0,30.0,45.0,12.174099269308938,37.639753970073656,0.13560586971295374,0.46121597306466144,0.1480399474821504
378,Na0.5O3.35Fe0.65P0.85,25.0,32.5,42.5,12.131816624949431,40.63477700575073,0.13201543860663176,0.46152088052572565,0.14009277926636135
379,Na0.5O3.3Fe0.7P0.8,25.0,35.0,40.0,12.089826673144346,43.609067635587664,0.1300580964765018,0.4610758730107041,0.13671206581448314
380,Na0.5O3.25Fe0.75P0.75,25.0,37.5,37.5,12.048126385224007,46.56284039052431,0.13280270177569511,0.4613974948729698,0.1346082206362202
381,Na0.5O3.2Fe0.8P0.7,25.0,40.0,35.0,12.00671277416112,49.49630685182992,0.1306194465736622,0.45917649205081396,0.12747947571106577
382,Na0.5O3.15Fe0.85P0.65,25.0,42.5,32.5,11.965582893857516,52.40967570162476,0.13093861877975974,0.4598644813188318,0.12441513854988742
383,Na0.5O3.1Fe0.9P0.6,25.0,45.0,30.0,11.92473383844552,55.30315277236688,0.13266378497729658,0.46271422607342827,0.12446025672096932
384,Na0.5O3.05Fe0.95P0.55,25.0,47.5,27.500000000000004,11.884162741603584,58.17694109532857,0.13599032975312572,0.4651401532508168,0.12443368789757275
385,Na0.5O3Fe1P0.5,25.0,50.0,25.0,11.84386677588582,61.03124094808666,0.1381269810740892,0.4683905107986481,0.12354831250100405
386,Na0.5O2.95Fe1.05P0.45,25.0,52.5,22.5,11.803843152065156,63.86624990104999,0.15350287330179277,0.4877364242111606,0.1423695872351413
387,Na0.5O2.9Fe1.1P0.4,25.0,55.00000000000001,20.0,11.76408911848975,66.6821628630465,0.16026008156520316,0.48747159423711245,0.1513849832774372
388,Na0.5O2.85Fe1.15P0.35,25.0,57.49999999999999,17.5,11.724601960452368,69.47917212599248,0.16209576653545796,0.48695345012831864,0.15533832298447015
389,Na0.5O2.8Fe1.2P0.3,25.0,60.0,15.0,11.685378999572412,72.25746740866492,0.16051379200159854,0.4866170322655035,0.1647772872144901
390,Na0.5O2.75Fe1.25P0.25,25.0,62.5,12.5,11.646417593190328,75.01723589959846,0.16118750661180162,0.4865669402418819,0.16392935294637584
391,Na0.5O2.7Fe1.3P0.2,25.0,65.0,10.0,11.607715133774084,77.75866229912684,0.16532200656541843,0.48388248215740864,0.14174914296656277
392,Na0.5O2.65Fe1.35P0.15,25.0,67.5,7.5,11.569269048337414,80.4819288605889,0.16045935630867614,0.4799249579142046,0.14713040516427706
393,Na0.5O2.6Fe1.4P0.1,25.0,70.0,5.0,11.53107679786964,83.1872154307185,0.16192959334430607,0.48688139705550504,0.18088153071045462
394,Na0.5O2.55Fe1.45P0.05,25.0,72.5,2.5,11.493135876776693,85.87469948923705,0.17350267506760564,0.4956046898175274,0.21329086520929952
395,Na0.5O2.5Fe1.5,25.0,75.0,0.0,11.45544381233318,88.54455618766681,0.08213532746010378,0.43079852803046687,0.07309450394611902
396,Na0.55O3.9P1.45,27.500000000000004,0.0,72.5,14.20895493981546,0.0,0.13802143163727384,0.4868571177112367,0.4567426551277042
397,Na0.55O3.85Fe0.05P1.4,27.500000000000004,2.5,70.0,14.156603577572191,3.315851533879018,0.20208658826245013,0.519926805779441,0.3025425116994229
398,Na0.55O3.8Fe0.1P1.35,27.500000000000004,5.0,67.5,14.104636565131203,6.607358966156355,0.18959232441022916,0.5153971729966993,0.196215718271011
399,Na0.55O3.75Fe0.15P1.3,27.500000000000004,7.5,65.0,14.05304968528201,9.874789408197532,0.1802972532745821,0.5045290477251748,0.15956218156716534
400,Na0.55O3.7Fe0.2P1.25,27.500000000000004,10.0,62.5,14.001838782286097,13.11840607783193,0.1800811014868908,0.502382243109996,0.13233381683875475
401,Na0.55O3.65Fe0.25P1.2,27.500000000000004,12.5,60.0,13.950999760760924,16.338468370037614,0.18362591161884517,0.5030547390457598,0.14149664052555477
402,Na0.55O3.6Fe0.3P1.15,27.500000000000004,15.0,57.49999999999999,13.900528584588182,19.535231926091896,0.17793850804064656,0.49806778425408305,0.1571156773416523
403,Na0.55O3.55Fe0.35P1.1,27.500000000000004,17.5,55.00000000000001,13.850421275845612,22.70894870122624,0.17097377703412878,0.4755234991691451,0.18098676763665744
404,Na0.55O3.5Fe0.4P1.05,27.500000000000004,20.0,52.5,13.800673913761909,25.85986703082317,0.1649321181239008,0.47139474047484353,0.19051346705008396
405,Na0.55O3.45Fe0.45P1,27.500000000000004,22.5,50.0,13.751282633694007,28.98823169519177,0.1475150710478839,0.463759442205544,0.20716539706491244
406,Na0.55O3.4Fe0.5P0.95,27.500000000000004,25.0,47.5,13.702243626126284,32.094283982957094,0.14033486889183172,0.4616102420400336,0.22129170933223477
407,Na0.55O3.35Fe0.55P0.9,27.500000000000004,27.500000000000004,45.0,13.653553135691096,35.17826175309813,0.13897103525707424,0.4615005945274,0.18617758104141047
408,Na0.55O3.3Fe0.6P0.85,27.500000000000004,30.0,42.5,13.605207460210108,38.24039949566771,0.1341222513804723,0.4623451973758192,0.1443320532334171
409,Na0.55O3.25Fe0.65P0.8,27.500000000000004,32.5,40.0,13.557202949755943,41.28092839122704,0.12916898475987565,0.4590899418788401,0.1241704406164763
410,Na0.55O3.2Fe0.7P0.75,27.500000000000004,35.0,37.5,13.509536005733608,44.30007636902625,0.12848782591319707,0.4583501125736623,0.11393772908134486
411,Na0.55O3.15Fe0.75P0.7,27.500000000000004,37.5,35.0,13.462203079981224,47.29806816396206,0.13051518173199822,0.45811829297661383,0.10964807697122525
412,Na0.55O3.1Fe0.8P0.65,27.500000000000004,40.0,32.5,13.415200673889622,50.275125372342046,0.12828542648839825,0.4602367737637272,0.11184921902154617
413,Na0.55O3.05Fe0.85P0.6,27.500000000000004,42.5,30.0,13.368525337540309,53.23146650648503,0.13144343110584314,0.4626005462860032,0.11532670601107575
414,Na0.55O3Fe0.9P0.55,27.500000000000004,45.0,27.500000000000004,13.322173668861334,56.1673070481854,0.136371881112406,0.4632259342500117,0.12574052187009113
415,Na0.55O2.95Fe0.95P0.5,27.500000000000004,47.5,25.0,13.276142312800705,59.08285950106914,0.1559797363768081,0.48979231690317804,0.12399271357402501
416,Na0.55O2.9Fe1P0.45,27.500000000000004,50.0,22.5,13.230427960516849,61.97833344186815,0.1589718503488836,0.48554707315124773,0.12970351712555014
417,Na0.55O2.85Fe1.05P0.4,27.500000000000004,52.5,20.0,13.185027348585749,64.85393557063882,0.16268395864900564,0.48610418301424657,0.15047649189309964
418,Na0.55O2.8Fe1.1P0.35,27.500000000000004,55.00000000000001,17.5,13.139937258224348,67.70986975995032,0.15984752172719915,0.48792815176786364,0.15344751390327985
419,Na0.55O2.75Fe1.15P0.3,27.500000000000004,57.49999999999999,15.0,13.095154514529858,70.54633710306692,0.15582326864726667,0.48309261710848767,0.15951276341260828
420,Na0.55O2.7Fe1.2P0.25,27.500000000000004,60.0,12.5,13.05067598573451,73.36353596114841,0.15687718846937376,0.48455994117205853,0.1581750262082213
421,Na0.55O2.65Fe1.25P0.2,27.500000000000004,62.5,10.0,13.006498582475508,76.16166200949188,0.1627999413779881,0.48207225710279844,0.14235515523272158
422,Na0.55O2.6Fe1.3P0.15,27.500000000000004,65.0,7.5,12.962619257079728,78.94090828283747,0.1561819768059468,0.47827756690329665,0.14617029570013904
423,Na0.55O2.55Fe1.35P0.1,27.500000000000004,67.5,5.0,12.91903500286285,81.70146521976015,0.16482011142554673,0.4844833174046883,0.18659911926555697
424,Na0.55O2.5Fe1.4P0.05,27.500000000000004,70.0,2.5,12.87574285344258,84.44352070616891,0.1731735577857023,0.4937429140488993,0.20215974536215545
425,Na0.55O2.45Fe1.45,27.500000000000004,72.5,0.0,12.832739882065631,87.16726011793436,0.0830367665900668,0.43194321050120976,0.07367676487307045
426,Na0.6O3.8P1.4,30.0,0.0,70.0,15.763388979137789,0.0,0.13529094859534013,0.48384054707653973,0.5075039401723899
427,Na0.6O3.75Fe0.05P1.35,30.0,2.5,67.5,15.704329825555469,3.3718391821408047,0.19792731502901387,0.5186866780915363,0.2788226800967346
428,Na0.6O3.7Fe0.1P1.3,30.0,5.0,65.0,15.645711562484228,6.718506789511062,0.18998250972411754,0.5090800963213737,0.1777555753335205
429,Na0.6O3.65Fe0.15P1.25,30.0,7.5,62.5,15.58752927125609,10.040283641533035,0.18706465368308325,0.5053362896754071,0.12243829463314211
430,Na0.6O3.6Fe0.2P1.2,30.0,10.0,60.0,15.529778106096954,13.337446395930616,0.18546371000261014,0.5020491902685059,0.10612183055780695
431,Na0.6O3.55Fe0.25P1.15,30.0,12.5,57.49999999999999,15.47245329278121,16.610267625539343,0.18574249825009542,0.5022960466583575,0.12622947065722584
432,Na0.6O3.5Fe0.3P1.1,30.0,15.0,55.00000000000001,15.415550127316084,19.85901589342156,0.1735404516308251,0.47710866930370827,0.1662647507339645
433,Na0.6O3.45Fe0.35P1.05,30.0,17.5,52.5,15.359063974654893,23.083955826330083,0.16563374899667557,0.47015263706469007,0.18005172913667372
434,Na0.6O3.4Fe0.4P1,30.0,20.0,50.0,15.302990267438462,26.28534818656271,0.16172144599726707,0.4679301402175808,0.20468933728634028
435,Na0.6O3.35Fe0.45P0.95,30.0,22.5,47.5,15.247324504764068,29.4634499422484,0.14102218087155877,0.4603915298900004,0.20950301664951973
436,Na0.6O3.3Fe0.5P0.9,30.0,25.0,45.0,15.192062250981085,32.618514336105,0.14075919304728168,0.4607437848353977,0.21652155189181485
437,Na0.6O3.25Fe0.55P0.85,30.0,27.500000000000004,42.5,15.137199134512766,35.7507909527072,0.13639937541869981,0.4609483659843921,0.14968424514793743
438,Na0.6O3.2Fe0.6P0.8,30.0,30.0,40.0,15.082730846703488,38.8605257843021,0.13036539631855637,0.4584208153179734,0.12136952790594871
439,Na0.6O3.15Fe0.65P0.75,30.0,32.5,37.5,15.028653140690718,41.94796129520903,0.12523338376695248,0.4586581398900793,0.11192875863194762
440,Na0.6O3.1Fe0.7P0.7,30.0,35.0,35.0,14.974961830301227,45.01333648483873,0.12862425656129564,0.4608100077949318,0.11021696982095698
441,Na0.6O3.05Fe0.75P0.65,30.0,37.5,32.5,14.92165278897086,48.05688694936679,0.12911029709868896,0.4590397892854565,0.1042712498079673
442,Na0.6O3Fe0.8P0.6,30.0,40.0,30.0,14.868721948687282,51.078844942094136,0.12889555666372035,0.4583403468967439,0.10330742908864067
443,Na0.6O2.95Fe0.85P0.55,30.0,42.5,27.500000000000004,14.816165298955172,54.07943943252759,0.15119707176673094,0.4850533508781968,0.10367330744392687
444,Na0.6O2.9Fe0.9P0.5,30.0,45.0,25.0,14.763978885783272,57.05889616421182,0.1613216871975459,0.4882801933254433,0.1091849712651097
445,Na0.6O2.85Fe0.95P0.45,30.0,47.5,22.5,14.712158810692747,60.01743771134325,0.16321817658407814,0.4853870486420447,0.12694079088745933
446,Na0.6O2.8Fe1P0.4,30.0,50.0,20.0,14.660701229746412,62.95528353419607,0.16023146935952273,0.48741249292691935,0.13307087625446895
447,Na0.6O2.75Fe1.05P0.35,30.0,52.5,17.5,14.609602352598197,65.87265003338901,0.15972844977600112,0.4873666397858149,0.15029907832160183
448,Na0.6O2.7Fe1.1P0.3,30.0,55.00000000000001,15.0,14.558858441562467,68.76975060302128,0.1523194535488371,0.48078512406052865,0.14722215755200907
449,Na0.6O2.65Fe1.15P0.25,30.0,57.49999999999999,12.5,14.508465810702653,71.6467956827049,0.14874611792097317,0.4814746485810115,0.15308845695968754
450,Na0.6O2.6Fe1.2P0.2,30.0,60.0,10.0,14.458420824938727,74.50399280852028,0.15567864968489067,0.48123374772842564,0.14238521100496299
451,Na0.6O2.55Fe1.25P0.15,30.0,62.5,7.5,14.40871989917312,77.3415466629207,0.15062009333344054,0.47840529771054613,0.15509089319751027
452,Na0.6O2.5Fe1.3P0.1,30.0,65.0,5.0,14.359359497434596,80.15965912361122,0.14889212075536834,0.47826830316929253,0.18145421763441646
453,Na0.6O2.45Fe1.35P0.05,30.0,67.5,2.5,14.310336132039636,82.95852931142609,0.1690907960938092,0.49393625357092014,0.19432534554584577
454,Na0.6O2.4Fe1.4,30.0,70.0,0.0,14.26164636277098,85.73835363722903,0.08131107054173105,0.4306049011454391,0.07417867389281871
455,Na0.65O3.7P1.35,32.5,0.0,67.5,17.37142159904814,0.0,0.13439475634552134,0.4797809329812201,0.3774370864014635
456,Na0.65O3.65Fe0.05P1.3,32.5,2.5,65.0,17.305219982105573,3.429749988465549,0.19524709232360354,0.5115687055542768,0.20294966407064444
457,Na0.65O3.6Fe0.1P1.25,32.5,5.0,62.5,17.23952103161376,6.833458010989665,0.1906842394796126,0.5054567094041365,0.14642803218587427
458,Na0.65O3.55Fe0.15P1.2,32.5,7.5,60.0,17.174319044133803,10.211419549320505,0.19008047287582283,0.5030124746145713,0.10646870453567699
459,Na0.65O3.5Fe0.2P1.15,32.5,10.0,57.49999999999999,17.10960840218612,13.563925631856186,0.1875255523225395,0.4996462316320906,0.11258597845544632
460,Na0.65O3.45Fe0.25P1.1,32.5,12.5,55.00000000000001,17.045383572637103,16.891262917228115,0.1794634321268656,0.49278061033867565,0.15805642711341478
461,Na0.65O3.4Fe0.3P1.05,32.5,15.0,52.5,16.981639105122003,20.193713776008902,0.16900880532841497,0.4730630890814281,0.18314241467519443
462,Na0.65O3.35Fe0.35P1,32.5,17.5,50.0,16.918369630503,23.471556370593667,0.1661696797689203,0.47048227964903944,0.1940191684759892
463,Na0.65O3.3Fe0.4P0.95,32.5,20.0,47.5,16.855569859361704,26.72506473330234,0.14146713991487075,0.4630627044779952,0.2041186486854708
464,Na0.65O3.25Fe0.45P0.9,32.5,22.5,45.0,16.793234580525052,29.95450884274885,0.13725737431141138,0.4599013213004792,0.20444965783347185
465,Na0.65O3.2Fe0.5P0.85,32.5,25.0,42.5,16.731358659623776,33.16015469852207,0.13714664146407965,0.45951050012974043,0.14333603511299833
466,Na0.65O3.15Fe0.55P0.8,32.5,27.500000000000004,40.0,16.669937037682693,36.34226439422176,0.12699829172139765,0.45822837185189635,0.11912159449467491
467,Na0.65O3.1Fe0.6P0.75,32.5,30.0,37.5,16.608964729741878,39.5010961888917,0.12559856792776902,0.4581365673059853,0.11627929915636505
468,Na0.65O3.05Fe0.65P0.7,32.5,32.5,35.0,16.54843682350796,42.63690457689089,0.12463878958678119,0.4595173471842853,0.1027141871466467
469,Na0.65O3Fe0.7P0.65,32.5,35.0,32.5,16.488348478034894,45.7499403562425,0.12601462761477703,0.458424041452326,0.09530496178529616
470,Na0.65O2.95Fe0.75P0.6,32.5,37.5,30.0,16.428694922433294,48.840450695499165,0.14365823055964994,0.4814822180612194,0.09977420639841891
471,Na0.65O2.9Fe0.8P0.55,32.5,40.0,27.500000000000004,16.369471454607684,51.90867919916195,0.15410498798738825,0.4808292383968042,0.10103102209360902
472,Na0.65O2.85Fe0.85P0.5,32.5,42.5,25.0,16.310673440021027,54.954865971689614,0.15673938824148126,0.4838940906566008,0.10556537805180995
473,Na0.65O2.8Fe0.9P0.45,32.5,45.0,22.5,16.252296310485683,57.97924768013297,0.15702593328308304,0.483818235809185,0.11528295474164489
474,Na0.65O2.75Fe0.95P0.4,32.5,47.5,20.0,16.19433556298036,60.98205761542946,0.1551437535896985,0.4824405287994881,0.13306847246842893
475,Na0.65O2.7Fe1P0.35,32.5,50.0,17.5,16.13678675849217,63.96352575239042,0.15664300222817287,0.48303705109051465,0.12917226626274553
476,Na0.65O2.65Fe1.05P0.3,32.5,52.5,15.0,16.079645520883386,66.92387880841403,0.15273260926902266,0.4780880796783443,0.14561313081950542
477,Na0.65O2.6Fe1.1P0.25,32.5,55.00000000000001,12.5,16.02290753578211,69.86334030095522,0.14880065556981384,0.481649916770069,0.14396588785698783
478,Na0.65O2.55Fe1.15P0.2,32.5,57.49999999999999,10.0,15.966568549496424,72.78213060378307,0.15592851440066013,0.47805632649703944,0.14739217994499543
479,Na0.65O2.5Fe1.2P0.15,32.5,60.0,7.5,15.910624367951284,75.68046700205562,0.15124308156175237,0.47841320500576145,0.15461771464125776
480,Na0.65O2.45Fe1.25P0.1,32.5,62.5,5.0,15.855070855647767,78.55856374624076,0.14682062336432117,0.4764209922285928,0.17726834994446306
481,Na0.65O2.4Fe1.3P0.05,32.5,65.0,2.5,15.79990393464399,81.41663210491149,0.1653469984268149,0.49399580170345225,0.1920016674986963
482,Na0.65O2.35Fe1.35,32.5,67.5,0.0,15.74511958355723,84.25488041644277,0.08464333453020022,0.4291645774457383,0.07424990166417357
483,Na0.7O3.6P1.3,35.0,0.0,65.0,19.035873638601355,0.0,0.1342293503163261,0.4810004958546606,0.2874096425692757
484,Na0.7O3.55Fe0.05P1.25,35.0,2.5,62.5,18.96206116069931,3.4896847742544583,0.19131487942802444,0.5073022126508173,0.20689764116229148
485,Na0.7O3.5Fe0.1P1.2,35.0,5.0,60.0,18.88881889434976,6.952411253253373,0.18988621728218433,0.501551521266904,0.09665766371595255
486,Na0.7O3.45Fe0.15P1.15,35.0,7.5,57.49999999999999,18.81614025753211,10.388490619844289,0.1813485642870271,0.5006876906007709,0.11919648792881833
487,Na0.7O3.4Fe0.2P1.1,35.0,10.0,55.00000000000001,18.7440187691402,13.79822928587074,0.17309245714163077,0.4907063040651272,0.15356939988345233
488,Na0.7O3.35Fe0.25P1.05,35.0,12.5,52.5,18.672448047055727,17.181928983258448,0.1657581352338472,0.4754485145045586,0.1732028000566995
489,Na0.7O3.3Fe0.3P1,35.0,15.0,50.0,18.60142180626557,20.53988685302264,0.15943666806837237,0.471200401063735,0.18976638300530665
490,Na0.7O3.25Fe0.35P0.95,35.0,17.5,47.5,18.530933857021928,23.872395532251662,0.13948279546108053,0.4647085358683353,0.19993582395360543
491,Na0.7O3.2Fe0.4P0.9,35.0,20.0,45.0,18.46097810304419,27.17974323912048,0.13436260012937334,0.4621408933151083,0.21025774812967363
492,Na0.7O3.15Fe0.45P0.85,35.0,22.5,42.5,18.39154853976129,30.462213855985613,0.13351505720835713,0.45948820121771505,0.1565870402653253
493,Na0.7O3.1Fe0.5P0.8,35.0,25.0,40.0,18.322639252593685,33.720087010612296,0.1324970500454413,0.4604328582487702,0.12694620186380878
494,Na0.7O3.05Fe0.55P0.75,35.0,27.500000000000004,37.5,18.25424441527369,36.95363815558216,0.12805174982130332,0.46063944754279357,0.11431740852698725
495,Na0.7O3Fe0.6P0.7,35.0,30.0,35.0,18.186358288203387,40.16313864592926,0.12195100307255556,0.45645620547874566,0.10394384534628202
496,Na0.7O2.95Fe0.65P0.65,35.0,32.5,32.5,18.11897521684901,43.34885581505,0.14282401396224664,0.4770292069316828,0.09626888530902943
497,Na0.7O2.9Fe0.7P0.6,35.0,35.0,30.0,18.052089630170865,46.51105304893189,0.1532266119722875,0.47662680211691116,0.09731012851691144
498,Na0.7O2.85Fe0.75P0.55,35.0,37.5,27.500000000000004,17.985696039087934,49.649989858744206,0.15663753872152156,0.4794509743072898,0.09235577012024572
499,Na0.7O2.8Fe0.8P0.5,35.0,40.0,25.0,17.919789034976226,52.76592195183263,0.1536543793281174,0.4807410579844815,0.09784358427117905
500,Na0.7O2.75Fe0.85P0.45,35.0,42.5,22.5,17.854363288200016,55.85910130115867,0.15421630996613042,0.4830493981494159,0.10278509952595626
501,Na0.7O2.7Fe0.9P0.4,35.0,45.0,20.0,17.789413546675135,58.929776213223526,0.15351255736754424,0.4830414905321079,0.10718281996829546
502,Na0.7O2.65Fe0.95P0.35,35.0,47.5,17.5,17.72493463446354,61.97819139451472,0.15253865012007156,0.4817150227702811,0.12165011215849651
503,Na0.7O2.6Fe1P0.3,35.0,50.0,15.0,17.66092145039829,65.00458801651283,0.15066841631906505,0.4791806076337318,0.12947530902129512
504,Na0.7O2.55Fe1.05P0.25,35.0,52.5,12.5,17.59736896673826,68.00920377929491,0.14764940696768222,0.47877394730725364,0.15125419023237016
505,Na0.7O2.5Fe1.1P0.2,35.0,55.00000000000001,10.0,17.534272227851737,70.9922729737693,0.15422468732742664,0.4782550754279891,0.1412708786127108
506,Na0.7O2.45Fe1.15P0.15,35.0,57.49999999999999,7.5,17.47162634892831,73.95402654257657,0.15090034076729164,0.47557162192236974,0.14994435822898747
507,Na0.7O2.4Fe1.2P0.1,35.0,60.0,5.0,17.4094265147182,76.8946921396894,0.14641419001865436,0.47678142389377925,0.17925498119905148
508,Na0.7O2.35Fe1.25P0.05,35.0,62.5,2.5,17.347667978298468,79.81449418874405,0.16520540299210304,0.49397667517456717,0.18753025921558122
509,Na0.7O2.3Fe1.3,35.0,65.0,0.0,17.286346059865384,82.71365394013462,0.08488809063328598,0.43014425553864055,0.07251667163016637
510,Na0.75O3.5P1.25,37.5,0.0,62.5,20.7597674152602,0.0,0.12217394311140493,0.4718343484627762,0.25793434030664897
511,Na0.75O3.45Fe0.05P1.2,37.5,2.5,60.0,20.67783875874204,3.55175153365706,0.1867581568867254,0.5019486431145075,0.1604887913177077
512,Na0.75O3.4Fe0.1P1.15,37.5,5.0,57.49999999999999,20.59655422492252,7.075579214050294,0.18585523668309714,0.5014031394199933,0.12782511841667227
513,Na0.75O3.35Fe0.15P1.1,37.5,7.5,55.00000000000001,20.5159062474108,10.571811057545752,0.17688410709257088,0.49982743281751496,0.15453725405607488
514,Na0.75O3.3Fe0.2P1.05,37.5,10.0,52.5,20.435887377861857,14.040769963017064,0.16711582306004558,0.4787337467714777,0.16751533186879664
515,Na0.75O3.25Fe0.25P1,37.5,12.5,50.0,20.35649028368329,17.482773811257264,0.16098691162123072,0.47495581913871976,0.17538007170212488
516,Na0.75O3.2Fe0.3P0.95,37.5,15.0,47.5,20.27770774579543,20.898135562082327,0.14747382025395298,0.46847202242437874,0.19711886403421744
517,Na0.75O3.15Fe0.35P0.9,37.5,17.5,45.0,20.19953265644327,24.28716334918844,0.14276157525179944,0.46655299882008694,0.19788016752836524
518,Na0.75O3.1Fe0.4P0.85,37.5,20.0,42.5,20.121958017058795,27.65016057282358,0.1363278028057936,0.46388562763332125,0.16230268841975082
519,Na0.75O3.05Fe0.45P0.8,37.5,22.5,40.0,20.04497693617236,30.987425990331896,0.13410083180400595,0.46472814254016986,0.1399785413549855
520,Na0.75O3Fe0.5P0.75,37.5,25.0,37.5,19.9685826273719,34.29925380462759,0.126615396573772,0.4613480622180597,0.1095468905072391
521,Na0.75O2.95Fe0.55P0.7,37.5,27.500000000000004,35.0,19.89276840730854,37.58593375065338,0.14772797609962762,0.47920028553820015,0.10711526163600331
522,Na0.75O2.9Fe0.6P0.65,37.5,30.0,32.5,19.817527693747525,40.847751179876845,0.15236160307158228,0.4792590602857231,0.0901972549416426
523,Na0.75O2.85Fe0.65P0.6,37.5,32.5,30.0,19.7428540036632,44.08498714287653,0.15415041856014838,0.47811873685238937,0.09659862053177594
524,Na0.75O2.8Fe0.7P0.55,37.5,35.0,27.500000000000004,19.6687409513769,47.29791847006778,0.15575947490496447,0.47927676527614793,0.09850654674533149
525,Na0.75O2.75Fe0.75P0.5,37.5,37.5,25.0,19.5951822467366,50.48681785061735,0.15650993520516185,0.479480820712399,0.1017446005995043
526,Na0.75O2.7Fe0.8P0.45,37.5,40.0,22.5,19.52217169333731,53.65195390959359,0.15757558715145328,0.48266735116269677,0.09912373258432215
527,Na0.75O2.65Fe0.85P0.4,37.5,42.5,20.0,19.44970318678104,56.79359128339847,0.15537873596038831,0.48165372858722294,0.1045566007634198
528,Na0.75O2.6Fe0.9P0.35,37.5,45.0,17.5,19.37777071297545,59.911990693525695,0.15359142553741614,0.4796191620896667,0.12128871228102547
529,Na0.75O2.55Fe0.95P0.3,37.5,47.5,15.0,19.30636834647008,63.00740901868808,0.15303882368846364,0.47862756667555834,0.1435094243951824
530,Na0.75O2.5Fe1P0.25,37.5,50.0,12.5,19.23549024882916,66.08009936535619,0.1521214234119567,0.4781493988698919,0.15689575246080756
531,Na0.75O2.45Fe1.05P0.2,37.5,52.5,10.0,19.16513066704029,69.13031113674897,0.1560629192917845,0.47814234127005767,0.1494562484364729
532,Na0.75O2.4Fe1.1P0.15,37.5,55.00000000000001,7.5,19.095283931957773,72.15829010031555,0.15286905094568776,0.4754888594549191,0.1467305830223354
533,Na0.75O2.35Fe1.15P0.1,37.5,57.49999999999999,5.0,19.02594445677994,75.16427845374707,0.15125395041572387,0.47468703678016455,0.17823904124385692
534,Na0.75O2.3Fe1.2P0.05,37.5,60.0,2.5,18.957106735559464,78.14851488955519,0.1679962421744222,0.48684216500856253,0.19011615849506833
535,Na0.75O2.25Fe1.25,37.5,62.5,0.0,18.888765341745984,81.11123465825402,0.08498832612645213,0.42816856705027284,0.0733719739983566
536,Na0.8O3.4P1.2,40.0,0.0,60.0,22.54634504017984,0.0,0.1197657101823316,0.470702070426351,0.22544354021959
537,Na0.8O3.35Fe0.05P1.15,40.0,2.5,57.49999999999999,22.45575441003613,3.616066082986106,0.1861073395669321,0.5025035127574018,0.14437512962165225
538,Na0.8O3.3Fe0.1P1.1,40.0,5.0,55.00000000000001,22.36588884819577,7.203189935462763,0.18648968884298409,0.5049580782875284,0.1414557647109983
539,Na0.8O3.25Fe0.15P1.05,40.0,7.5,52.5,22.276739684415432,10.76171764369536,0.1687894302158121,0.4850035860696779,0.1740647847668873
540,Na0.8O3.2Fe0.2P1,40.0,10.0,50.0,22.18829838613935,14.291989797935232,0.16183887118550053,0.47873575520517647,0.17677566496377783
541,Na0.8O3.15Fe0.25P0.95,40.0,12.5,47.5,22.10055655577697,17.794341601087353,0.15033260606298904,0.47396904387016536,0.18160005396481707
