Unnamed: 0,overall_composition,Na2O at %,Fe2O3 at %,P2O5 at %,Na2O wt %,Fe2O3 wt %,Tg,Tc,Tx,Tliq,T_Umax,log_Umax,ViscosityAtTl,K_W_Tc,K_W_Tx,gamma_Tc,H_prime_Tx,K_H_Tc,H_prime_Tc,K_H_Tx,deltaT_rg,K_cr,Jezica,GFA
214,Na0.25O3.55Fe0.95P0.8,12.5,47.5,40.0,5.518969169277997,54.03439034775388,803.4899999999997,905.3799999999991,854.0499999999994,1098.5799999999983,1079.1549999999986,-6.073289123989814,2.852896588663624,0.09274700067359644,0.046023047934606306,0.4759972030472065,0.06292548756051691,0.5273809523809514,0.12680929445294833,0.2067639962376802,0.17133755803314224,0.8286624419668578,-3.2287667879113107,2.036353160169801
215,Na0.25O3.5Fe1P0.75,12.5,50.0,37.5,5.501584149541329,56.69913621630022,804.7499999999997,903.4349999999991,848.6749999999994,1090.5099999999982,1086.6849999999984,-6.086616313121973,3.049430009857282,0.09049435585184883,0.04027931885081274,0.4766812996633708,0.05458216837527151,0.5275157022584526,0.12262814538676549,0.18163210453408293,0.15371290593505024,0.8462870940649497,-3.0258292949880303,2.7554099372852905
216,Na0.25O3.45Fe1.05P0.7,12.5,52.5,35.0,5.484308313177301,59.34714664562564,798.8599999999999,902.1199999999991,849.0249999999994,1085.2299999999982,1087.1049999999984,-6.136226854284405,3.199971116949376,0.09515033679496454,0.04622522414603318,0.47880939870176054,0.06279573392083658,0.5639233247774545,0.12925919435195055,0.21237907749624169,0.17517547229109126,0.8248245277089087,-2.87107246475641,
217,Na0.25O3.4Fe1.1P0.65,12.5,55.00000000000001,32.5,5.467140634846939,61.978578797921344,785.8899999999999,894.0199999999991,843.3349999999996,1079.3899999999985,1090.2749999999985,-6.175038140857522,3.3423927074623885,0.10017695179684762,0.05321987418819869,0.4792953336764453,0.07309547137640092,0.5833198467928982,0.13758923004491624,0.24335430302260053,0.19572402044293008,0.80427597955707,-2.723964072997785,
218,Na0.25O3.35Fe1.15P0.6,12.5,57.49999999999999,30.0,5.45008010200979,64.59358787364322,787.0799999999998,884.6599999999993,842.2949999999996,1084.5899999999983,1086.9049999999984,-6.114521856361788,3.339331750671212,0.08996948155524173,0.050908638287278964,0.4726581074655255,0.07015169995426108,0.48807082478867575,0.12397723230167136,0.22788336531913617,0.1855904003226785,0.8144095996773215,-2.731199441110104,
219,Na0.25O3.3Fe1.2P0.55,12.5,60.0,27.500000000000004,5.43312571472485,67.19232714202518,782.6849999999998,869.4999999999993,838.4249999999996,1093.7149999999983,1087.1449999999984,-6.265379642072312,3.3022493927739247,0.07937625432585237,0.0509639165596155,0.46338733745470057,0.07121638973533387,0.38719532591485795,0.11091946313012196,0.21833992714168227,0.1792110085843811,0.8207889914156189,-2.7755589439952444,2.6992393361654687
220,Na0.25O3.25Fe1.25P0.5,12.5,62.5,25.0,5.416276485455201,69.7749479710247,773.955,858.3099999999994,829.0549999999996,1095.7249999999983,1071.9149999999986,-6.186576368781722,3.3415395326488104,0.07698555750758582,0.05028634009445769,0.45906786188010784,0.07119276960546746,0.3553061095549974,0.10899212486513987,0.20662241721978414,0.17124032694160382,0.8287596730583962,-2.7378636085522903,2.0612420370297806
221,Na0.25O3.2Fe1.3P0.45,12.5,65.0,22.5,5.399531438876261,72.34159985671289,713.2250000000005,856.0099999999994,823.9299999999997,1098.2949999999983,1056.3949999999986,-6.1960241815133665,3.337908577948445,0.130006054839546,0.10079714466513953,0.47253687511040454,0.15521749798450582,0.5893266194770607,0.2001962914928653,0.40349534379385066,0.2874931830576256,0.7125068169423744,-2.7435294350021833,1.8252352222000081
222,Na0.25O3.15Fe1.35P0.4,12.5,67.5,20.0,5.382889611687592,74.89243045212113,702.8350000000006,845.7699999999995,819.6949999999997,1087.6949999999983,982.8049999999988,-6.083693962664153,3.4568173588768545,0.13141091942134434,0.10743820648251512,0.47235734670739954,0.16626946580634006,0.5908236023561005,0.20336921183492399,0.43604477611940184,0.3036428831263311,0.6963571168736689,-2.616196905401254,1.3143849409055726
223,Na0.25O3.1Fe1.4P0.35,12.5,70.0,17.5,5.366350052428168,77.4275855955558,689.3500000000007,809.9099999999997,820.7399999999997,1089.3649999999982,964.9049999999988,-6.095850544994715,3.3963696396420655,0.11066997746393471,0.12061154892988042,0.455334328433729,0.1905998404293883,0.4314111395394597,0.17488938855443376,0.48912052117263727,0.3284626826494001,0.6715373173505998,-2.6779771959515504,1.2522458119991984
224,Na0.25O3.05Fe1.45P0.3,12.5,72.5,15.0,5.349911821295045,79.94720933839268,680.3400000000007,802.6899999999997,802.8999999999999,1108.5249999999983,900.1649999999993,-6.134421405687518,3.119742921682237,0.11037189057531331,0.11056133149906348,0.44871468780483725,0.18014522150689216,0.4000523157911932,0.1798365523120776,0.40101431492842465,0.2862314186624937,0.7137685813375063,-2.969748062284389,1.0670321205797935
225,Na0.25O3Fe1.5P0.25,12.5,75.0,12.5,5.333573989965352,82.45144397236206,676.4200000000008,760.985,800.7449999999999,1035.2299999999984,897.7299999999992,-6.142970753247946,3.9957662774878724,0.08168716130714855,0.12009408537233207,0.4445914760611108,0.1837985275420582,0.3083556673777088,0.12501847964282423,0.530204490692368,0.34649257267077266,0.6535074273292273,-2.0343074204242697,1.2560931187345998
226,Na0.25O2.95Fe1.55P0.2,12.5,77.5,10.0,5.31733564142153,84.94043005633536,680.8700000000007,757.125,802.3749999999997,1032.2899999999984,884.2099999999995,-5.958137753989647,3.9685144306074362,0.07386974590473552,0.1177043272723742,0.441946461509725,0.1784555054562528,0.277124634310322,0.11199641634966916,0.5284779157514718,0.34575436799271464,0.6542456320072854,-2.0590890099192296,1.039066411897736
227,Na0.25O2.9Fe1.6P0.15,12.5,80.0,7.5,5.301195869779752,87.41430644262397,668.3400000000008,755.8150000000002,801.5499999999998,1027.2999999999986,887.1699999999994,-5.809502030982893,3.986074843568288,0.08515039423732061,0.12967000876082857,0.44574025146847235,0.19931472005266607,0.3222093301655703,0.13088398120716885,0.5900775193798439,0.37109984399375934,0.6289001560062407,-2.0373197326599954,0.9143959726283833
228,Na0.25O2.85Fe1.65P0.1,12.5,82.5,5.0,5.285153780121476,89.87321030280067,666.9000000000009,754.3300000000002,791.6899999999998,1016.4899999999985,888.8299999999995,-5.650178228390088,4.108750804863082,0.0860116676012547,0.12276559533295864,0.44810174706990086,0.1871195081721379,0.33349862679279757,0.13109911530964036,0.5551156583629878,0.3569610114705792,0.6430389885294208,-1.9054554161441928,0.7955484519492376
229,Na0.25O2.8Fe1.7P0.05,12.5,85.0,2.5,5.269208488328018,92.31727715305344,666.6250000000009,750.4200000000002,800.1449999999999,1025.6999999999985,893.9999999999993,-5.660548151548195,3.904567227063618,0.08169542751291743,0.13017451496538868,0.4434254649668358,0.2002925182823908,0.30439915722173716,0.12570035627226575,0.5919620491676079,0.37184432221680674,0.6281556777831933,-2.1174734839688947,0.7923874402393469
230,Na0.25O2.75Fe1.75,12.5,87.5,0.0,5.253359120918139,94.74664087908188,645.280000000001,805.4649999999997,893.7399999999996,1109.8799999999983,928.6899999999991,-5.468434552900792,2.525693234646868,0.14432641366634136,0.22386203913936548,0.45891257777068756,0.3850421522439843,0.5262060016753426,0.24824107364244738,1.1495327102803738,0.5347826086956522,0.4652173913043478,-3.5648588163407218,0.46172539156095654
231,Na0.3O4.4P1.7,15.0,0.0,85.0,7.154184867238772,0.0,505.92000000000087,775.21,872.1949999999993,986.3399999999988,1333.4399999999978,-5.727049269947883,1.2358226481088495,0.273019445627268,0.3713476083297837,0.5194872207256109,0.7239780993042334,1.27547008951831,0.5322778304870309,3.208857155372552,0.7624058115815328,0.23759418841846722,-4.7522306435809885,
232,Na0.3O4.35Fe0.05P1.65,15.0,2.5,82.5,7.129846661275691,3.0616647258673884,658.2000000000011,927.519999999999,859.2949999999994,1137.7799999999982,1092.6199999999983,-5.606469258795406,0.9003001658502281,0.23670656893248107,0.17674330714197706,0.5164422766400514,0.30552263749619873,1.2808903262627171,0.4091765420844689,0.7221035244268065,0.4193148171316559,0.580685182868344,-5.211816425011907,1.2031403891954104
233,Na0.3O4.3Fe0.1P1.6,15.0,5.0,80.0,7.1056734887779776,6.102568795001295,681.4300000000007,909.3449999999991,856.8899999999994,1137.7499999999982,1073.7299999999984,-5.531669480896212,0.917980208842752,0.20032080861349044,0.1542166556800694,0.4998653239371583,0.2574879297946942,0.9978546879446567,0.3344657558369871,0.6247240618101525,0.38451086956521663,0.6154891304347834,-5.194113479514107,0.976778874741033
234,Na0.3O4.25Fe0.15P1.55,15.0,7.5,77.5,7.081663676819426,9.122922655910967,750.0500000000002,901.7999999999992,902.5449999999992,1209.3299999999979,1099.8899999999983,-5.546124896912618,0.729288594710573,0.1254827052996281,0.12609874889401507,0.46024762935214203,0.20331311245916797,0.49344779371118136,0.20231984534364233,0.49707449842723606,0.33203056958717936,0.6679694304128206,-5.435801058496776,0.7583738761895115
235,Na0.3O4.2Fe0.2P1.5,15.0,10.0,75.0,7.057815575008708,12.122933922292992,772.83,902.0549999999992,901.7099999999991,1208.459999999998,1100.1399999999983,-5.905024188426682,0.7644958301940046,0.10693361799314775,0.10664813067871448,0.4552867071453447,0.16676371258879583,0.4217457286924156,0.16721012383059547,0.4201466992665022,0.29584739343020383,0.7041526065697962,-5.399968729493125,1.1217406007385475
236,Na0.3O4.15Fe0.25P1.45,15.0,12.5,72.5,7.034127555111214,15.102807420603428,762.56,919.314999999999,899.8549999999991,1208.749999999998,1099.8799999999983,-5.939005580883105,0.8118137149978579,0.12968355739400153,0.11358428128231594,0.4663472513201881,0.18004484892991918,0.5415896487985201,0.20556415232899589,0.4444714223279745,0.30770523767901514,0.6922947623209849,-5.352859259184257,1.1535224216158206
237,Na0.3O4.1Fe0.3P1.4,15.0,15.0,70.0,7.010598010678469,18.062745236675205,748.4150000000002,922.029999999999,892.1749999999992,1221.6299999999978,1072.2999999999984,-6.088269306583,0.8278113833351188,0.1421174987516671,0.11767883892831645,0.46802484207213535,0.19208594162329581,0.5794893190921209,0.23197691120567962,0.4363570138562157,0.3037942584237602,0.6962057415762398,-5.346067995269925,1.1655473051389045
238,Na0.3O4.05Fe0.35P1.35,15.0,17.5,67.5,6.987225356684972,21.00294676140295,752.3050000000002,930.199999999999,886.1899999999993,1225.779999999998,1077.0499999999984,-6.070579717538245,0.8797013851433352,0.14512800013052843,0.10922433063029198,0.47025279500122585,0.17796638331527645,0.6018505988226521,0.23646659267185358,0.3942548367148609,0.28277100163683344,0.7172289983631666,-5.297123676983971,1.1496062032518748
239,Na0.3O4Fe0.4P1.3,15.0,20.0,65.0,6.964008029172278,23.923608735517064,778.54,908.0449999999992,889.1049999999991,1200.879999999998,1076.0199999999984,-6.0674446478035,1.037819779440394,0.10784174938378473,0.09206998201318976,0.45874296511099216,0.14201582449199676,0.4422456332064121,0.16634341202764047,0.35463074332451133,0.2617914476488129,0.7382085523511871,-5.121179444455177,1.2224463808611634
240,Na0.3O3.95Fe0.45P1.25,15.0,22.5,62.5,6.9409444849001325,26.824925293468016,776.05,924.7099999999991,889.4249999999993,1151.2299999999982,1081.1299999999983,-6.101085807759807,1.3549474951155749,0.1291314507092409,0.09848162400215378,0.4798005479224607,0.14609239095419022,0.6562775913826584,0.1915598221764051,0.4330513168197696,0.3021882829575133,0.6978117170424867,-4.767376701669763,1.506792853446082
241,Na0.3O3.9Fe0.5P1.2,15.0,25.0,60.0,6.918033201004542,29.707088006441584,781.2199999999998,943.149999999999,892.7499999999991,1135.2199999999982,1073.9299999999985,-6.211687144746512,1.5710191659435688,0.14264195486337397,0.09824527404379721,0.4921364613554298,0.14276388213307303,0.8430780444629551,0.20727835948900336,0.45997442982636905,0.31505649717514067,0.6849435028248594,-4.539140901656331,1.675722587047337
242,Na0.3O3.85Fe0.55P1.15,15.0,27.500000000000004,57.49999999999999,6.895272674662575,32.57028592452492,787.1049999999999,948.8999999999988,889.8199999999991,1126.7199999999982,1086.9099999999985,-6.107042258735205,1.740783598476325,0.14359823203635258,0.09116284436239651,0.4958133580656538,0.13049720177104612,0.9098807783151474,0.2055570730715711,0.43357956943858017,0.3024454161329734,0.6975545838670266,-4.362848408303854,1.758475144804043
243,Na0.3O3.8Fe0.6P1.1,15.0,30.0,55.00000000000001,6.872661422763766,35.41470561804292,786.4749999999999,933.199999999999,880.7099999999992,1115.3899999999983,1081.7199999999984,-6.179952832915568,1.9266819829430795,0.13154591667488444,0.08448614385999469,0.4906762572527492,0.11981944753488584,0.8053405785169313,0.18656028481515513,0.4015467871143673,0.2865025918550379,0.7134974081449621,-4.168171510091176,1.9041347801804143
244,Na0.3O3.75Fe0.65P1.05,15.0,32.5,52.5,6.8501979815879634,38.24053121808414,785.5499999999998,925.059999999999,874.9899999999993,1110.3499999999983,1074.1799999999985,-6.124122712556544,2.0716859736532887,0.12564506687080595,0.08055117755662594,0.487926578406034,0.11385653363885113,0.7529278428409506,0.1775953153841248,0.3800135961930654,0.2753694581280785,0.7246305418719214,-4.019233820152916,1.8171992674478594
245,Na0.3O3.7Fe0.7P1,15.0,35.0,50.0,6.827880906489475,41.047944456234255,789.3549999999999,921.724999999999,877.9399999999993,1111.3199999999983,1081.8899999999985,-6.0984330558496085,2.1859266806453372,0.11911060720584467,0.0797115142353233,0.4849461375563943,0.11222453775550845,0.6981724201587571,0.16769387664612134,0.37957408518296215,0.2751386020219582,0.7248613979780417,-3.9057515798534266,1.8810678574029331
246,Na0.3O3.65Fe0.75P0.95,15.0,37.5,47.5,6.80570877158736,43.8371247035356,790.4599999999998,906.8499999999991,865.1299999999993,1111.0099999999982,1080.9999999999984,-6.080902444089957,2.2908245564837815,0.10476053320852152,0.06720911602955836,0.4769204878330976,0.09446398299724151,0.5700920846394977,0.1472433772739915,0.3036847242557339,0.23294337856808575,0.7670566214319142,-3.8006113794452503,1.8550615123180407
247,Na0.3O3.6Fe0.8P0.9,15.0,40.0,45.0,6.783680169461751,46.60824900869,791.0249999999999,902.4399999999991,858.5249999999994,1113.8799999999983,1081.9999999999984,-6.09311427790509,2.35430684603968,0.10002423959492894,0.0605989873235893,0.47374540987608305,0.0853323219872944,0.5269343548997338,0.1408488985809542,0.2643378825556572,0.20907218410741626,0.7909278158925838,-3.7393699662552,1.8410210288339501
248,Na0.3O3.55Fe0.85P0.85,15.0,42.5,42.5,6.761793710856034,49.361492135522006,794.7399999999999,903.8799999999991,855.0499999999994,1100.7699999999982,1079.7899999999984,-6.098423885304851,2.5512970321751522,0.09914877767380958,0.0547889204829343,0.47685319518229924,0.07588645343131024,0.554319670882217,0.13732793114729244,0.24544196646589528,0.19707218246577077,0.8029278175342293,-3.532096137710921,2.0280434651002497
249,Na0.3O3.5Fe0.9P0.8,15.0,45.0,40.0,6.740048024384802,52.09702659971942,798.1499999999999,899.1449999999991,851.1849999999994,1094.1899999999982,1087.3199999999983,-6.103777223396451,2.709785142485554,0.09230115427850681,0.048469644211699615,0.4751498145153619,0.06644740963477982,0.5178035837883547,0.12653636534485901,0.2182465381370744,0.17914808809620256,0.8208519119037975,-3.3684003402422285,2.51824554998984
250,Na0.3O3.45Fe0.95P0.75,15.0,47.5,37.5,6.718441756247396,54.81502270486695,801.3649999999999,894.4799999999991,848.9549999999995,1065.2549999999983,1084.3399999999983,-6.098985049673413,3.102197076252213,0.08741099548934234,0.04467474923844493,0.47919769422807,0.05938617234343849,0.5452495974235084,0.11619549144272488,0.22001849283402605,0.18034029330402768,0.8196597066959723,-2.9527100864086337,
251,Na0.3O3.4Fe1P0.7,15.0,50.0,35.0,6.696973569946955,57.515648577789136,786.4699999999998,889.9399999999991,841.7049999999996,1056.2849999999985,1087.8899999999985,-6.082144971486276,3.3074736112224468,0.09795651741717386,0.05229175837960386,0.482939945896226,0.07023154093608122,0.6220204995641574,0.13156255165486208,0.25740982384192407,0.20471434130793342,0.7952856586920666,-2.7400886138623424,
252,Na0.3O3.35Fe1.05P0.65,15.0,52.5,32.5,6.675642146014843,60.19907020321785,790.3749999999999,879.9699999999992,840.7349999999996,1051.9699999999984,1082.3999999999985,-6.080483920393639,3.454427682938115,0.08516877857733536,0.0478720876070608,0.47763583910722474,0.06371659022615807,0.5209011627906963,0.11335758342558831,0.23840746088479628,0.19251132475773602,0.807488675242264,-2.5895790266968817,
253,Na0.3O3.3Fe1.1P0.6,15.0,55.00000000000001,30.0,6.654446181740305,62.86545145779924,788.4899999999999,872.4799999999992,842.5149999999995,1050.5349999999985,1082.6399999999985,-6.148293734497603,3.553479429493766,0.07994973989443421,0.051426178090210904,0.47442530688816087,0.06851703889713204,0.4717081800567222,0.10652005732475915,0.2597106047495429,0.20616687973439649,0.7938331202656035,-2.489341622692992,
254,Na0.3O3.25Fe1.15P0.55,15.0,57.49999999999999,27.500000000000004,6.633384390905269,65.5149541434549,782.0849999999998,860.7399999999994,835.5349999999995,1052.4849999999983,1075.9799999999984,-6.068111025069038,3.6044323184265883,0.07473265652242052,0.050784571751616214,0.4691780635244228,0.06834295504964258,0.41020626352708073,0.10057090981159292,0.24637013136667435,0.19767011834319528,0.8023298816568047,-2.439999511560509,
255,Na0.3O3.2Fe1.2P0.5,15.0,60.0,25.0,6.612455503524174,68.14773802011165,778.84,860.4299999999994,827.3149999999996,1063.5649999999982,1058.4099999999985,-6.171443938856855,3.5499115934171677,0.07671369403844569,0.045577844325452276,0.46701458148452707,0.06223999794566222,0.40165407241489554,0.10475835858456081,0.20518518518518455,0.17025199754148695,0.829748002458513,-2.503616480680808,2.7106403328902746
256,Na0.3O3.15Fe1.25P0.45,15.0,62.5,22.5,6.591658265588691,70.76396083781341,710.1950000000004,850.4599999999995,826.1649999999995,1066.9199999999983,975.0299999999988,-6.099811918824411,3.5811618029916303,0.13146721403666564,0.10869605968582396,0.47856216395675016,0.16329318004209978,0.6479950106255191,0.19750209449517245,0.4816930074141751,0.32509636274441045,0.6749036372555896,-2.4751019095947147,1.387968730951112
257,Na0.3O3.1Fe1.3P0.4,15.0,65.0,20.0,6.570991438817265,73.36377836822922,699.1300000000006,847.5199999999995,823.7599999999995,1063.9899999999982,958.0299999999988,-6.213091803053357,3.655459178172719,0.13946559648116919,0.11713455953533321,0.48069331639366586,0.17826441434353965,0.6854991453781119,0.21224951010541507,0.5187944886150758,0.3415830729594907,0.6584169270405092,-2.398415914276865,1.439374917081099
258,Na0.3O3.05Fe1.35P0.35,15.0,67.5,17.5,6.550453800409336,75.94734443557027,685.4750000000007,796.3199999999998,820.4149999999997,1088.7749999999983,893.1199999999993,-6.134135424016034,3.3357724975953063,0.1018070767605789,0.12393745264172969,0.44882062843454995,0.19685619460957568,0.3790155750457325,0.16170538677559212,0.5028320166939922,0.33458963550706633,0.6654103644929337,-2.738103782844665,1.0940695368140083
259,Na0.3O3.0Fe1.4P0.3,15.0,70.0,15.0,6.530044142804174,78.51481094692897,677.4050000000008,790.2099999999998,808.3299999999997,1103.2649999999983,882.7899999999993,-6.082004462071797,3.139278926809114,0.1022465137568936,0.11867049167697619,0.4437711647862884,0.19327433367040217,0.36033604318729806,0.1665251954148536,0.44391137030192945,0.30743671629173835,0.6925632837082616,-2.9460807548523107,0.9900701744496315
260,Na0.3O2.95Fe1.45P0.25,15.0,72.5,12.5,6.509761273444183,81.06632792205262,677.5050000000007,756.8750000000001,798.1449999999999,1088.0249999999983,881.3099999999993,-6.1968277102195835,3.267757712181365,0.0729486914363177,0.11087980515153548,0.4286956324729688,0.17806510653057775,0.23967990336705383,0.11715042693411762,0.41617220919000913,0.2938711877618628,0.7061288122381373,-2.8055200366997752,1.132880782098313
261,Na0.3O2.9Fe1.5P0.2,15.0,75.0,10.0,6.489604014542636,83.60204352256395,670.8750000000009,752.5300000000002,798.1349999999999,1016.5499999999986,891.1499999999994,-6.033381885389438,4.195341333524423,0.08032561113570351,0.125188136343514,0.44596352430478414,0.18969256567914858,0.3092758124384508,0.12171417924352403,0.5826522903646715,0.3681492731612058,0.6318507268387942,-1.8189161558669893,1.186509412547676
262,Na0.3O2.85Fe1.55P0.15,15.0,77.5,7.5,6.469571202855678,86.12210408064036,666.1950000000008,748.8950000000001,804.4499999999997,1014.8899999999985,889.4999999999994,-5.922564044805414,4.14513815463768,0.08148666357930354,0.13622658613248634,0.44548312548146013,0.2075293269988497,0.3109080997763106,0.12413782751296414,0.6569806120509392,0.3964926368316144,0.6035073631683856,-1.8676997919655145,1.0757262060784207
263,Na0.3O2.8Fe1.6P0.1,15.0,80.0,5.0,6.449661689458564,88.62665412716373,664.4850000000009,750.7100000000002,795.5299999999999,1019.3999999999985,888.3699999999994,-5.6369934406316045,4.022349528179979,0.08458406906023087,0.12855110849519238,0.4458202311915603,0.19721287914700672,0.3209088540697449,0.1297621466248284,0.5853620404699144,0.3692292520744399,0.6307707479255601,-1.9943397303253985,0.7710477632636348
264,Na0.3O2.75Fe1.65P0.05,15.0,82.5,2.5,6.429874339525998,91.11583641935196,667.1150000000009,743.2700000000001,796.6649999999998,1029.4999999999986,881.1099999999992,-5.679576204726911,3.8025253375501133,0.07397280233122805,0.1258377853326849,0.4380899614821278,0.19419440426313117,0.26606225762498537,0.1141557302713911,0.5564026027014822,0.35749272182899333,0.6425072781710067,-2.2227273643579855,0.7595966335497165
265,Na0.3O2.7Fe1.7,15.0,85.0,0.0,6.410208032116518,93.58979196788349,642.370000000001,800.9799999999997,897.2449999999994,1108.9699999999984,917.1099999999991,-5.421675158693588,2.6493119318334353,0.14302460842042514,0.2298303831483257,0.457352655680793,0.39677288789949405,0.5149842527354761,0.24691377243644377,1.2038021017829714,0.5462387483926271,0.45376125160737285,-3.4405276636016113,0.39011578221256743
266,Na0.35O4.3P1.65,17.5,0.0,82.5,8.476958122200017,0.0,507.18000000000086,777.64,867.5699999999994,921.589999999999,1331.7899999999977,-5.794638083722533,1.4382174579010731,0.29347106630931263,0.3910524202736563,0.544272346143886,0.7105761268188767,1.8788468218131362,0.5332623526164255,6.671417993335818,0.8696460027508992,0.13035399724910085,-4.490858049412622,
267,Na0.35O4.25Fe0.05P1.6,17.5,2.5,80.0,8.447670882104005,3.1093358686439214,657.915000000001,934.0499999999989,861.8699999999994,1132.4899999999982,1056.1299999999983,-5.622688244964603,0.8604446692293025,0.2438299675935314,0.18009430546847988,0.5216976047318899,0.31000205193679753,1.3915289256198295,0.4197122728619921,0.7536582662035304,0.4297634725807294,0.5702365274192706,-5.2476240824468485,0.9912473888959078
268,Na0.35O4.2Fe0.1P1.55,17.5,5.0,77.5,8.418585315577449,6.197260677003183,681.0400000000008,913.3899999999991,861.2799999999994,1130.0499999999981,1084.5799999999983,-5.49796554970868,0.8803478737809494,0.20561037122251113,0.15949736737312414,0.5043316455835987,0.26465405849876433,1.072417612849623,0.3411693879948286,0.6706105592141961,0.40141644952228167,0.5985835504777183,-5.2258474454756145,1.0916656591565068
269,Na0.35O4.15Fe0.15P1.5,17.5,7.5,75.0,8.389699346664745,9.26399482287572,753.0550000000002,911.2249999999991,904.5699999999991,1198.709999999998,1108.7099999999982,-5.763064695887341,0.7051586467286622,0.1319501797765925,0.12639837825662523,0.46687229251472384,0.2012004435266998,0.550185227055323,0.210037779445059,0.5151118514992845,0.3399827220607863,0.6600172779392137,-5.452269609988961,1.06024725010095
270,Na0.35O4.1Fe0.2P1.45,17.5,10.0,72.5,8.36101092780505,12.309755689475008,770.87,904.5049999999991,898.2649999999991,1203.929999999998,1109.0099999999982,-5.889356391656413,0.7238502058621239,0.11099897834591654,0.10581595275472767,0.45802359732631154,0.16526132810979682,0.44630541871921037,0.17335607819736024,0.4167798079596928,0.2941740174571645,0.7058259825428355,-5.437352267155063,1.1634237257640458
271,Na0.35O4.05Fe0.25P1.4,17.5,12.5,70.0,8.332518039348468,15.334757696795965,758.8400000000001,911.1049999999991,898.3049999999992,1205.0799999999979,1096.5999999999983,-6.054834275663808,0.7669951927418062,0.12635260729578054,0.11573090583197734,0.46392164650291257,0.18378709609403693,0.5179522068203065,0.20065494702440426,0.4546165756662035,0.31253361419863684,0.6874663858013631,-5.395036564823187,1.2709096627937546
272,Na0.35O4Fe0.3P1.35,17.5,15.0,67.5,8.304218689082074,18.339212351934187,747.8150000000002,893.2399999999993,888.8749999999993,1209.0999999999979,1069.6999999999985,-6.056408101958121,0.8166445302645908,0.12027541146307122,0.11666528823091506,0.4564531418073857,0.18862954072865498,0.4604096751725443,0.194466545870301,0.4405027714887963,0.30579793403210564,0.6942020659678944,-5.348279912072667,1.1635703918490656
273,Na0.35O3.95Fe0.35P1.3,17.5,17.5,65.0,8.276110911765594,21.32332829838328,761.4850000000001,898.4199999999993,892.1249999999991,1202.219999999998,1085.0399999999984,-6.048663540947308,0.9037096839741963,0.11390178170384736,0.10866563524146927,0.45751271193992993,0.171559518572262,0.45074061882817557,0.17982626053040981,0.42129024976216783,0.29641394488751655,0.7035860551124835,-5.256258213161883,1.2312351109287443
274,Na0.35O3.9Fe0.4P1.25,17.5,20.0,62.5,8.248192768676446,24.287311364334315,777.585,903.6449999999993,897.5349999999992,1141.5099999999982,1085.0599999999984,-6.089126583888853,1.2303200701247745,0.1104326725127239,0.10508011318341436,0.47087038421756094,0.15425966293073956,0.529964475647951,0.162117324794073,0.4916487345014843,0.3296008793020533,0.6703991206979467,-4.8846393706837485,1.588887701280801
275,Na0.35O3.85Fe0.45P1.2,17.5,22.5,60.0,8.220462347163993,27.231364610001147,784.9899999999999,923.0749999999991,893.3849999999991,1130.5199999999982,1083.6499999999985,-6.138442031991787,1.4295029707545255,0.12214290768849685,0.09588065668895673,0.48189516107981695,0.1380845615867708,0.6656463158909585,0.17590669944839968,0.4571024943597512,0.31370647990044204,0.686293520099558,-4.677053528928985,1.7189721421245134
276,Na0.35O3.8Fe0.5P1.15,17.5,25.0,57.49999999999999,8.192917760212731,30.155688373994145,791.6199999999999,906.8249999999991,887.6849999999993,1118.4899999999982,1096.8899999999985,-6.158081037138259,1.6408481491863203,0.10300047385314078,0.0858881170149036,0.47475014527959125,0.12135241656350192,0.5442798762194967,0.1455306839139982,0.41621715300794965,0.29389359684278116,0.7061064031572188,-4.456416061985219,2.0750523496402673
277,Na0.35O3.75Fe0.55P1.1,17.5,27.500000000000004,55.00000000000001,8.165557146014251,33.06048031876478,784.8949999999999,908.4999999999991,885.2149999999992,1108.3799999999983,1082.5099999999984,-6.211915664379875,1.8403930158453803,0.11151861275013931,0.09051047474692751,0.4798563336018275,0.12781327438701914,0.6183960376225721,0.1574796628848435,0.4495328568547926,0.3101225713711605,0.6898774286288395,-4.248984345390518,2.0505442993162664
278,Na0.35O3.7Fe0.6P1.05,17.5,30.0,52.5,8.138378667547734,35.94593547514268,784.7549999999999,905.4499999999991,884.1799999999993,1106.9499999999982,1083.7999999999984,-6.135239102207716,1.9715126373303389,0.10903383169971494,0.08981887167442029,0.4786422830198155,0.12669559289204835,0.5989826302729518,0.15379959350370406,0.44631234008169796,0.308586415059203,0.6914135849407971,-4.116743371880572,2.02211317050668
279,Na0.35O3.65Fe0.65P1,17.5,32.5,50.0,8.111380512168791,38.81224628598613,789.9049999999999,912.6449999999991,867.8349999999992,1108.6099999999983,1082.6299999999983,-6.098732096504659,2.0793856759596103,0.11071521996012972,0.07029523457302343,0.48071519055682993,0.0986574334888365,0.6263363355701257,0.1553857742386733,0.323663171010278,0.24452079509263977,0.7554792049073602,-4.010171907525728,1.9355180134205832
280,Na0.35O3.6Fe0.7P0.95,17.5,35.0,47.5,8.08456089120649,41.65960264896669,793.1999999999998,904.6649999999992,863.6149999999993,1108.9299999999982,1082.0399999999984,-6.074446928926501,2.185063592025755,0.10051581254001563,0.06349814686229033,0.47560629399673005,0.08877332324760404,0.5456881991530602,0.14052571860816865,0.28703911297719187,0.2230228359674401,0.7769771640325599,-3.9047446732694695,1.8962811903561347
