Unnamed: 0,overall_composition,Na2O at %,Fe2O3 at %,P2O5 at %,Na2O wt %,Fe2O3 wt %,Tg,Tc,Tx,Tliq,T_Umax,log_Umax,ViscosityAtTl,K_W_Tc,K_W_Tx,gamma_Tc,H_prime_Tx,K_H_Tc,H_prime_Tc,K_H_Tx,deltaT_rg,K_cr,Jezica,GFA
146,Na0.15O3.4Fe1.3P0.55,7.5,65.0,27.500000000000004,3.151888260214744,70.380378339205,830.4758113861084,864.9800127983094,830.3975125789643,1292.7283593977822,1096.415316605568,-6.803222740383066,1.8287980759561882,0.026690991314118638,-6.056864659527301e-05,0.4073937046190698,-9.42818635661001e-05,0.08066472187795376,0.0415475091979039,-0.00016935665807896167,-0.0001693853446148532,1.0001693853446147,-4.394216476653097,1.7616986494970481
147,Na0.15O3.35Fe1.35P0.5,7.5,67.5,25.0,3.1424364384321084,72.86814313279373,835.4153789520263,865.9208464860917,820.9903372764588,1308.1320197470732,1099.404508882761,-6.709454298516124,1.7308714584884954,0.02331986915201692,-0.011027206320013931,0.40396626965730337,-0.01726690941895609,0.06898393658647298,0.03651532914360813,-0.029611593905101048,-0.030515197542668484,1.0305151975426685,-4.502431693944186,1.6412996681148588
148,Na0.15O3.3Fe1.4P0.45,7.5,70.0,22.5,3.133041135045276,75.34103201372753,839.6950630187988,866.0561372280122,810.965727710724,1324.1157238177218,1102.5661651432515,-6.626070377861684,1.6256523299115104,0.019908436804306272,-0.021696997317758406,0.4002457804982946,-0.03421401002977155,0.05754944330599799,0.03139362772295257,-0.05598623312097703,-0.059306585438972485,1.0593065854389725,-4.618199555732691,1.5320245522583973
149,Na0.15O3.25Fe1.45P0.4,7.5,72.5,20.0,3.123701844626749,77.79917801294592,842.7341274261474,866.8886893630029,800.8696880578996,1340.1566176390575,1107.01493614316,-6.554866847109822,1.5198437113203471,0.018023685902777777,-0.031238467815799097,0.39712875750779186,-0.04967692419922396,0.051037817045498604,0.028662138094048176,-0.0776292490544176,-0.08416273930502978,1.0841627393050297,-4.7344673991432655,1.4386719863395139
150,Na0.15O3.2Fe1.5P0.35,7.5,75.0,17.5,3.1144180677576427,80.24271257989352,844.1305870056152,868.3224611520768,791.8623585939408,1356.3739019414365,1110.6016807198525,-6.480850341676664,1.4030818062859423,0.01783569715683465,-0.038535265487533055,0.3946015404710998,-0.06191960013803728,0.049568287529966906,0.028658923771827112,-0.09259018531619236,-0.10203789271163655,1.1020378927116365,-4.861677043522936,1.3417426107984458
151,Na0.15O3.15Fe1.55P0.3,7.5,77.5,15.0,3.1051893109386524,82.6717656059519,844.5586818695068,870.4478640198708,783.6074170112611,1372.954773408794,1111.551388257742,-6.422400359697111,1.282692589419811,0.01885654404047554,-0.04439422626203117,0.39253329532137093,-0.07216936628171841,0.05152005209609307,0.030654095098585684,-0.10342163105781753,-0.11535146802597784,1.1153514680259777,-4.992619873280209,1.2565142159934182
152,Na0.15O3.1Fe1.6P0.25,7.5,80.0,12.5,3.096015086502616,85.08646544745592,845.4768356323242,872.3944840073586,775.4340710878373,1389.6309057108713,1111.227114880085,-6.380434042667967,1.1760040528336588,0.019370358175262815,-0.050403862102258175,0.3903142868106619,-0.08284409648207873,0.05204128565885105,0.031837239343054255,-0.11403960521463115,-0.12871862657275798,1.128718626572758,-5.109794875877519,1.187183961856213
153,Na0.15O3.05Fe1.65P0.2,7.5,82.5,10.0,3.0868949125286056,87.48693894830319,846.3056510925293,874.7990362286569,767.0633775234223,1406.9846700588798,1114.1392284870149,-6.350193255265501,1.0776583097812233,0.02025138279220568,-0.05632063749905022,0.38823183502676356,-0.09363316133693539,0.053540312486558966,0.03366796038682284,-0.12383128127388603,-0.14133268927236728,1.1413326892723672,-5.218920421342559,1.134979850723802
154,Na0.15O3Fe1.7P0.15,7.5,85.0,7.5,3.0778283127575445,89.87331146216518,846.5118507385254,878.0678825020791,758.3346750974656,1425.2168955773252,1116.9113824903966,-6.333585180354792,0.9871806452682939,0.02214121363665918,-0.06186930278099254,0.3865196863516718,-0.10416531743073772,0.05767356060133114,0.03727772001776843,-0.13222301170004394,-0.152369806393552,1.152369806393552,-5.320581279047994,1.0960289532032927
155,Na0.15O2.95Fe1.75P0.1,7.5,87.5,5.0,3.0688148165093043,92.24570687430813,846.4257110595703,882.1715248763562,749.3271649122238,1445.3897488857988,1118.5893202066422,-6.31560728630226,0.8953161641381489,0.024730916933886616,-0.06717810626662907,0.3849225822472569,-0.1147159696103712,0.06346707598045803,0.04223148393264035,-0.13949686189572963,-0.16211081135979108,1.162110811359791,-5.424653776368293,1.0527497324103903
156,Na0.15O2.9Fe1.8P0.05,7.5,90.0,2.5,3.0598539586012463,94.60424762303144,845.8055500030517,885.9343292355538,740.0723376512527,1465.1975187858168,1124.8115609824658,-6.283605988830012,0.8127662797776041,0.0273879655937147,-0.07216311179629778,0.38335489086989705,-0.1250088892788863,0.06927555549258685,0.047444450124922107,-0.1458137368590124,-0.17070484875609046,1.1707048487560905,-5.5190260693112325,1.0030594169761198
157,Na0.15O2.85Fe1.85,7.5,92.5,0.0,3.0509452792682006,96.9490547207318,880.6277755737304,856.7825199007989,880.65867664814,1503.4945355838213,1090.5447541415692,-6.429007183378276,0.4006100416542411,-0.015859888485509007,2.0552834531985423e-05,0.3593702034040398,3.508982485757555e-05,-0.03687152100884886,-0.027077564817208195,4.961351207748883e-05,4.96110506990258e-05,0.999950388949301,-5.953593666358032,1.0645350064367778
158,Na0.2O4.6P1.8,10.0,0.0,90.0,4.627090702647455,0.0,508.11792411804197,931.3415496885776,797.9103318691255,1165.9129134869722,911.0580271720886,-6.934289724873953,0.9608129839920887,0.36299763101926114,0.2485540767229195,0.5563467104471146,0.570325103673692,1.8042425073432267,0.8329240231096742,0.7874738445504145,0.44055125447079196,0.5594487455292081,-5.172519241031387,1.7794218238246535
159,Na0.2O4.55Fe0.05P1.75,10.0,2.5,87.5,4.611817868574831,2.9705772286161887,726.6054920196533,931.2930800259113,850.4242770910264,1150.3089227610014,1058.375873887539,-6.721671356617527,0.9982428603499929,0.17794140683092463,0.10763959369643071,0.49618302928039837,0.1704071692703694,0.9345789119640865,0.28170388230525734,0.4128880449839251,0.2922298383440725,0.7077701616559274,-5.123386116763493,2.00962475694518
160,Na0.2O4.5Fe0.1P1.7,10.0,5.0,85.0,4.596645526184413,5.921608752655943,745.8454364776611,940.8361364543438,852.625959300995,1148.7761044431688,1051.621199631691,-6.732360573101219,1.0160360578416312,0.16973777503075585,0.09295155288339861,0.49658262409339843,0.14316709280627482,0.9377259305299196,0.2614358021650547,0.36056211545015904,0.2650096686918719,0.7349903313081281,-5.1044347287257,1.996320906148877
161,Na0.2O4.45Fe0.15P1.65,10.0,7.5,82.5,4.581572686910759,8.853286848810097,761.2276920318603,950.5128108501434,854.8610749483109,1147.3875904962558,1048.131271147728,-6.752928813485037,1.0493630623317594,0.16497051248080477,0.08160571344156974,0.4980117363364669,0.12300312232011089,0.9614492986787239,0.2486576891508576,0.3200851134505247,0.24247308767376774,0.7575269123262323,-5.070057234638471,2.0075957106113584
162,Na0.2O4.4Fe0.2P1.6,10.0,10.0,80.0,4.566598375112447,11.765801280037788,778.0929931640625,961.5733593940735,856.6715859413148,1147.2336436673716,1048.0018406152726,-6.772025524127911,1.0903730083759635,0.15993286741790255,0.06849397523425085,0.49943388358069085,0.10098869089890886,0.9882585656279714,0.23580776056586822,0.2704365235853904,0.21286897736706434,0.7871310226329357,-5.028930740804339,2.0267997051781377
163,Na0.2O4.35Fe0.25P1.55,10.0,12.5,77.5,4.551721627861565,14.659339336511763,793.0894798278808,972.1616143226623,858.3147038459779,1147.9175931857624,1051.9460599958898,-6.789109849097169,1.145112635315296,0.15599737782379564,0.05682047596908111,0.5008542358443169,0.08224194832624997,1.0188679534723792,0.22579058107496822,0.22522297400689867,0.18382202977335826,0.8161779702266417,-4.9747087887018715,2.0583924798346036
164,Na0.2O4.3Fe0.3P1.5,10.0,15.0,75.0,4.536941494737293,17.534085875765946,810.5139450073242,982.7280007839203,859.5118919849397,1149.281502239938,1058.3237054586411,-6.80190661396095,1.2094566617405762,0.14984497309053754,0.04263354703100935,0.5014441696781492,0.06045293517704091,1.033986402393787,0.21247512993134235,0.1690927731672659,0.1446358895104326,0.8553641104895674,-4.9113961717818935,2.0944917454737135
165,Na0.2O4.25Fe0.35P1.45,10.0,17.5,72.5,4.5222570376235005,20.390223362063345,820.0331977844238,991.6447867393493,860.8327838420869,1151.157625311168,1063.5941108703614,-6.811237797509584,1.281974085036848,0.14907740276535755,0.03544222368907524,0.5030688937472088,0.049753578474500695,1.0758481291627169,0.20927395307725094,0.14053081317882382,0.12321527095541082,0.8767847290445892,-4.840295504213854,2.120339677115194
166,Na0.2O4.2Fe0.4P1.4,10.0,20.0,70.0,4.5076673305102615,23.22793190500192,812.754320526123,998.4231956243515,862.1581937313081,1153.738146561645,1067.9673073530198,-6.808803291023303,1.3599883758129176,0.16092808897023675,0.0428206983988679,0.5077177829737347,0.06078574048453446,1.1954346569841174,0.22844403334335867,0.1694350819582303,0.144886265661288,0.855113734338712,-4.764226128468561,2.126888695305219
167,Na0.2O4.15Fe0.45P1.35,10.0,22.5,67.5,4.493171459299193,26.0473892973755,802.9535888671875,1003.8614264965057,863.1037726640702,1156.2922341773567,1068.8058543145657,-6.799924348593513,1.4272685759187764,0.17375178323519053,0.052019880458400336,0.512371349571933,0.07491115879031444,1.318026458601237,0.25021102142747803,0.2051587688220019,0.1702338099589459,0.8297661900410541,-4.698866641820059,2.1094089662053075
168,Na0.2O4.1Fe0.5P1.3,10.0,25.0,65.0,4.478768521612542,28.84877105230664,793.5063423156738,1006.5162421107292,864.322150373459,1158.7479022221187,1068.4444540381432,-6.783808675209884,1.4959832215807958,0.1838276465368943,0.0611140766011161,0.5155661691743576,0.08924416136501793,1.3992483537208609,0.2684413323949407,0.24052178728641163,0.1938875961320621,0.8061124038679379,-4.631994700246757,2.079529404953723
169,Na0.2O4.05Fe0.55P1.25,10.0,27.500000000000004,62.5,4.46445762660594,31.632250439667427,786.4364170074463,1005.5781011819839,866.0348007917405,1161.8462899650087,1072.16774635911,-6.767885073343911,1.5669289426955442,0.18861503975808844,0.06851025344040261,0.5161356191189562,0.10121401051998916,1.4023435344144892,0.2786514960846005,0.26908482833697644,0.21203060845789823,0.7879693915421018,-4.563368408360374,2.0666215903655205
170,Na0.2O4Fe0.6P1.2,10.0,30.0,60.0,4.450237894784716,34.39799852180434,781.5587390899658,999.515313410759,867.565871500969,1165.4272993539582,1074.318134868145,-6.782660174839541,1.6296570255620892,0.18701859347349678,0.07379879676637087,0.5133654241350363,0.11004564098553683,1.3136879356950832,0.2788742079380729,0.2887488085682998,0.22405359884606016,0.7759464011539399,-4.503313348299225,2.074523174522362
171,Na0.2O3.95Fe0.65P1.15,10.0,32.5,57.49999999999999,4.436108457823733,37.146184188582616,778.5646041870117,990.0429215073585,868.6490245103837,1169.4134582266993,1076.8839997887612,-6.796538215042486,1.699470612148143,0.1808413575477684,0.07703384948209523,0.5082413095969935,0.11570577424007021,1.1790025340184203,0.27162590770636885,0.2995181950547406,0.23048403338602252,0.7695159666139775,-4.436465563091703,2.0816832583857683
172,Na0.2O3.9Fe0.7P1.1,10.0,35.0,55.00000000000001,4.422068458390621,39.87697419176495,779.8409294128418,977.525019133091,869.0488251686097,1173.8446664092926,1076.0089496016503,-6.819498618873466,1.7679247920405783,0.1684073671561253,0.07599633776813805,0.5003491970373752,0.11439242593093234,1.0069501064359998,0.2534928371470443,0.29268081674816776,0.22641383159411893,0.7735861684058811,-4.3712964699519645,2.080426251248822
173,Na0.2O3.85Fe0.75P1.05,10.0,37.5,52.5,4.408117049972383,42.590533178739705,781.891024017334,960.1502770423889,869.0861441135407,1179.3021313680226,1074.5423637270928,-6.839809745339332,1.8252785706547159,0.1511565597004979,0.07393789748777785,0.4895745604688938,0.11151825179959314,0.8134051777640118,0.227984779911098,0.28107874409669714,0.21940785872213414,0.7805921412778659,-4.317971596238294,2.0710402825110634
174,Na0.2O3.8Fe0.8P1,10.0,40.0,50.0,4.394253396705246,45.2870237256123,785.4568943023681,943.1920150160789,868.5480013132096,1185.6174425870581,1073.7220867216588,-6.867554039538458,1.887505085132076,0.13304048595095508,0.07008256122610158,0.4785167141410508,0.10578697266976292,0.6506541920712005,0.20081957629744776,0.2620596506462975,0.207644425136401,0.792355574863599,-4.260384074754466,2.07016704136264
175,Na0.2O3.75Fe0.85P0.95,10.0,42.5,47.5,4.380476673207737,47.966606369674494,791.0137218475342,925.7398765027524,866.5925518512727,1191.4103985832487,1072.7359126448632,-6.907969379062535,1.958736513307039,0.11308123113196444,0.06343643642326117,0.46697367478639645,0.0955468001581724,0.5071174385481771,0.1703208818432942,0.23268065706408833,0.18875988337342023,0.8112401166265798,-4.193386259262119,2.0850370835520016
176,Na0.2O3.7Fe0.9P0.9,10.0,45.0,45.0,4.366786064416864,50.62943964126448,794.926159286499,909.7754873573781,862.9242260694505,1198.5381700104456,1070.795665317774,-6.945288001890598,2.0016075417961297,0.09582450600624438,0.05673416874354435,0.4563791154859731,0.08554010456013225,0.3977291214213585,0.1444779829285833,0.202607990551508,0.16847384363261492,0.8315261563673851,-4.155696197456261,2.090377638271886
177,Na0.2O3.65Fe0.95P0.85,10.0,47.5,42.5,4.35318076542739,53.27568009503162,798.5051216125488,895.4377286672593,858.7623504638673,1205.9269527997897,1070.522496455908,-6.957466645688471,2.0432569304710206,0.08038016467719122,0.04996756122866299,0.4467288964779636,0.07546254522404494,0.3121931439827858,0.12139259277255357,0.17356962215005017,0.14789887099502472,0.8521011290049753,-4.119385073268642,2.0772587515380008
178,Na0.2O3.6Fe1P0.8,10.0,50.0,40.0,4.339659981334066,55.9054823406184,802.5937808990478,881.2124946653844,854.4862138271333,1213.680652748314,1071.9475897192956,-6.973708911663281,2.0941215910570237,0.06477710062223431,0.04275624960369751,0.4370498777149623,0.06465591207292522,0.23646990502689338,0.09795579736273262,0.14446892074370998,0.12623227955358524,0.8737677204464148,-4.074087266780632,2.073662802442738
179,Na0.2O3.55Fe1.05P0.75,10.0,52.5,37.5,4.326222927076834,58.51899907277247,806.6842254638672,868.2858233094216,849.4287739038468,1223.2625959767956,1070.5521025896073,-6.988672592467155,2.1075784372547424,0.050358441472956636,0.03494306829994048,0.4277382117297019,0.052987956241985885,0.17353698210355126,0.0763639549417639,0.11434104116892511,0.10260866013602378,0.8973913398639762,-4.067460955545529,2.0562287758182456
180,Na0.2O3.5Fe1.1P0.7,10.0,55.00000000000001,35.0,4.312868827288861,61.11638110090088,810.8728603363037,866.3303090572358,845.1267037630082,1233.9233307523941,1070.2130078017713,-6.969318767906329,2.0837126037735656,0.04494399881969694,0.02776010678541752,0.4236756273474771,0.042243174117947396,0.15086643501878688,0.0683922861815002,0.08810221346812158,0.08096869244233253,0.9190313075576675,-4.098863747929481,2.0066677663248242
181,Na0.2O3.45Fe1.15P0.65,10.0,57.49999999999999,32.5,4.299596916147405,63.69777737807871,815.027872467041,866.4070934891702,840.5719400882722,1245.273833771017,1074.1984263002873,-6.9156858522843345,2.03631997765161,0.041259375752351085,0.020512811663180162,0.420524377990813,0.031341342405764375,0.13561290965764664,0.06303983306314093,0.06311823102378605,0.059370848116303124,0.9406291518836969,-4.154209747571896,1.9339233328566512
182,Na0.2O3.4Fe1.2P0.6,10.0,60.0,30.0,4.286406437227413,66.26333502952379,818.5476230621338,867.1007237374783,836.2583941459657,1257.4525906789504,1081.1774394750596,-6.864620147106273,1.991363710468385,0.0386122713772682,0.014084643202547403,0.4176785329780423,0.02163682427856433,0.12438290882473084,0.05931615865392238,0.04204894376422142,0.04035217732895241,0.9596478226710475,-4.2076195294811285,1.869854114884316
183,Na0.2O3.35Fe1.25P0.55,10.0,62.5,27.500000000000004,4.273296643357806,68.81319938054877,822.0204357147217,867.7452315330506,830.6101763486863,1271.5395567682376,1086.4700036287309,-6.804488666294884,1.9159651121044217,0.03596018352314869,0.0067553860894398405,0.41448309799993166,0.010449546338219847,0.11323783659341152,0.055624889396542386,0.01948098950854982,0.019108732491363876,0.9808912675086361,-4.292694638576834,1.7885787536105369
184,Na0.2O3.3Fe1.3P0.5,10.0,65.0,25.0,4.260266796480405,71.34751398400189,826.0980857849121,868.5209093332292,821.9952379703523,1287.5990705084016,1091.8176711440087,-6.7184170539718,1.82705824183542,0.03294723064033173,-0.0031864327246988733,0.41090130000284025,-0.004966538338678665,0.10122890543700881,0.05135325245065697,-0.008811885830481295,-0.00889022548243979,1.00889022548244,-4.392503067175239,1.678070689284954
185,Na0.2O3.25Fe1.35P0.45,10.0,67.5,22.5,4.247316167511407,73.86642064720714,830.2842658996582,868.8485283493997,812.3440889358521,1304.1202584859432,1095.478265964985,-6.6289959762965145,1.7268148305379922,0.02957109376900087,-0.013756535754328527,0.40706835017579523,-0.021607270787393378,0.08859813256800293,0.04644705919839996,-0.03648037069429144,-0.037861574984806905,1.0378615749848068,-4.503820452236492,1.5610193183864767
186,Na0.2O3.2Fe1.4P0.4,10.0,70.0,20.0,4.234444036205408,76.37005945841476,833.5633758544922,870.077976846695,802.4338307619096,1320.7977207822225,1099.446001493931,-6.563280889161652,1.614597521644779,0.027645869172591885,-0.023568745314117127,0.40386821791621613,-0.03734514494554353,0.08101398148962839,0.04380542865714497,-0.060053459918596425,-0.06389029307283318,1.0638902930728331,-4.627075099996498,1.4696230532242807
187,Na0.2O3.15Fe1.45P0.35,10.0,72.5,17.5,4.221649691021871,78.85856881277205,835.0528186798095,870.8818470180036,794.1280161380769,1337.7923866956846,1103.4596687197686,-6.500999080404877,1.4904636549550696,0.026782203796727275,-0.030591295741199398,0.4008025260444195,-0.04900863948514468,0.07673638800899119,0.042906301896972816,-0.07527585907415318,-0.08140358377449293,1.0814035837744929,-4.762313785199281,1.3825912142129042
188,Na0.2O3.1Fe1.5P0.3,10.0,75.0,15.0,4.208932428994011,81.33208543782474,836.0736259460449,873.0380126178266,786.125858449936,1354.9873829858266,1104.8016300141812,-6.437858188132771,1.3534067295184349,0.02728024418229458,-0.03686216427052248,0.3984544515460238,-0.05974087203096659,0.07669765528183368,0.0442118798209371,-0.08780303350074363,-0.0962544677578855,1.0962544677578856,-4.910463773042422,1.2910206769717403
189,Na0.2O3.05Fe1.55P0.25,10.0,77.5,12.5,4.19629155560005,83.790744418559,836.4359630584717,875.168841803074,778.231365466118,1372.1330032412184,1105.1818872332574,-6.38897205815392,1.2282876256367983,0.028228224707887994,-0.042419063935394206,0.3962605900731101,-0.06958643597714949,0.07793897779774464,0.04630704615207305,-0.09800376676919471,-0.10865207986308435,1.1086520798630843,-5.046504795026143,1.2139653810104298
190,Na0.2O3Fe1.6P0.2,10.0,80.0,10.0,4.1837263846367785,86.2346792219934,836.4271854400635,877.4509550869466,770.6831344604493,1389.79100376294,1105.5641622185708,-6.369966581481933,1.1224785707979146,0.029517941572372308,-0.04730499103937808,0.39414418557108194,-0.07860104516452882,0.08007137008496243,0.04904643268535035,-0.10619159316079083,-0.11880800443164109,1.118808004431641,-5.163420421455854,1.167726556117112
191,Na0.2O2.95Fe1.65P0.15,10.0,82.5,7.5,4.171236238095384,88.66402172133037,836.1701797485351,880.9275110006333,762.3252269268037,1409.422050683364,1111.0920346021653,-6.347012289017424,1.0287781674110976,0.03175580460827715,-0.05239378281752256,0.3922918413514473,-0.08831330584396008,0.08468835132897913,0.0535265814735922,-0.11411731615841177,-0.12881763944583208,1.128817639445832,-5.269303956261755,1.123740401143292
192,Na0.2O2.9Fe1.7P0.1,10.0,85.0,5.0,4.158820446039495,91.07890221967644,835.4228176116943,884.7527384102345,753.5325491666794,1429.972456095937,1115.3851807951928,-6.3232430021814094,0.9336831813253688,0.034497112576013615,-0.05726702503668429,0.39055115399892876,-0.09802254226084314,0.09047714012972832,0.05904784949442073,-0.12106067014402074,-0.13773495624988977,1.1377349562498897,-5.376972163142167,1.0769269139120927
193,Na0.2O2.85Fe1.75P0.05,10.0,87.5,2.5,4.146478346485403,93.47944947334004,834.6892913818359,888.4839640498162,744.0595913171768,1449.6101529873713,1119.721653932333,-6.300766705880156,0.8447915168897644,0.03710975158191304,-0.06252005056524233,0.3889524931768149,-0.10857896585041939,0.09586911772882312,0.06444873945719697,-0.12845245257847793,-0.14738433142116592,1.1473843314211658,-5.4777109273449005,1.0338245945879265
194,Na0.2O2.8Fe1.8,10.0,90.0,0.0,4.134209285284404,95.8657907147156,871.7980865478515,861.0494005918504,891.5051614284516,1497.0310962605354,1084.7132262825967,-6.37060347317343,0.45789754835703267,-0.00718000179345007,0.013164105227891923,0.363491553903868,0.022605090771231465,-0.01690093603197143,-0.012329329602642103,0.03254538533690549,0.03151956882387923,0.9684804311761208,-5.892564094806153,1.0067963791663348
195,Na0.25O4.5P1.75,12.5,0.0,87.5,5.871493946121726,0.0,508.0380701065063,924.0767714023591,793.4943621397019,1129.9234366294793,894.7136987537145,-6.914115231101326,0.9773227952672624,0.3682007893710756,0.2526333048588685,0.5641626910047443,0.5618797267955763,2.0211097461152354,0.8189124512039687,0.8484887712695872,0.45901754149516655,0.5409824585048334,-5.128775238290993,1.7940849968307508
196,Na0.25O4.45Fe0.05P1.7,12.5,2.5,85.0,5.85182101318302,3.0154332617772823,713.7561744689941,921.7769919872285,845.7008100986482,1132.2991387728446,1036.5102216541768,-6.701277290178128,0.9823277192553339,0.18371542501010973,0.11652807205404404,0.49932252049831893,0.1848595365606687,0.9881184506923686,0.29144520910518706,0.4603817343947182,0.3152475298422791,0.6847524701577209,-5.125594634724821,1.9713870901872101
197,Na0.25O4.4Fe0.1P1.65,12.5,5.0,82.5,5.832279471630217,6.010727078328206,735.0983585357666,930.8421244859695,848.065457725525,1131.0158606171667,1032.604780071974,-6.718764528808285,1.0101067830351993,0.1730689840577395,0.09988109196639836,0.49881304956161654,0.15367616847189836,0.9778693735421375,0.266282414696317,0.39924699889195825,0.2853298947277469,0.714670105272253,-5.096830607417333,1.977145592112104
198,Na0.25O4.35Fe0.15P1.6,12.5,7.5,80.0,5.81286800954115,8.986082538821803,756.7785552978515,941.7731350004673,850.2634803295136,1129.944882785987,1029.343152666092,-6.740061767906841,1.0460774813582783,0.16372000309120738,0.08273405761276258,0.4991580196602289,0.12353009262381712,0.9831155945550057,0.24445008174129076,0.33425506383539794,0.25051811523544926,0.7494818847645507,-5.0600370380232444,1.9888813819028643
199,Na0.25O4.3Fe0.2P1.55,12.5,10.0,77.5,5.793585332401494,11.941698064183129,776.6193946838379,952.3689378142357,851.9508749485017,1129.7113025542565,1029.4480031371118,-6.766816020737688,1.0869093979031346,0.15557031494066786,0.0666820630140999,0.49958222841086003,0.0969992261078302,0.991018380678762,0.22630073924685531,0.27121026891414196,0.2133480790285054,0.7866519209714946,-5.019025549724522,2.0170990923214234
200,Na0.25O4.25Fe0.25P1.5,12.5,12.5,75.0,5.7744301628169925,14.877769451202946,792.2476467132568,961.9588319301605,853.4352292060853,1130.855762565098,1034.8016505777837,-6.777767152927273,1.1425965493127448,0.15007323730831165,0.054107326962757725,0.5002117032755591,0.07723289901418223,1.0048210146798113,0.21421481770374803,0.22055895341259762,0.18070323665721363,0.8192967633427863,-4.964217881551843,2.0466762552411586
201,Na0.25O4.2Fe0.3P1.45,12.5,15.0,72.5,5.755401240231366,17.794489915775305,808.6620906829834,971.6836087942123,854.944748902321,1132.4477656249207,1043.29560264349,-6.7864435472111735,1.2086371624689267,0.1439550000094428,0.04086957440707858,0.5005814614956451,0.05723361927384028,1.0140414463336975,0.2015941145127052,0.16678254083847704,0.1429422664472021,0.8570577335527979,-4.8993991959886145,2.087736726510283
202,Na0.25O4.15Fe0.35P1.4,12.5,17.5,70.0,5.736497320649795,20.692050135282987,813.6291069030761,979.8078260064125,856.4509704351426,1134.5825725684444,1049.7402012586595,-6.792127991081416,1.287526229372422,0.14646683557561122,0.03774239492779024,0.5029267796362862,0.05263069274286377,1.0736810932960164,0.20424382276079564,0.15396259613656904,0.13342078560607687,0.8665792143939232,-4.82214598747471,2.114940256365986
203,Na0.25O4.1Fe0.4P1.35,12.5,20.0,67.5,5.717717176367814,23.570638290150384,807.9987854003906,986.4856236219406,858.0635916233064,1136.7818842307663,1053.170550608635,-6.787508671081807,1.3782387078168896,0.1570106285976996,0.04404081989465679,0.5072477524208606,0.06196148698182382,1.187566726534172,0.22089988431492968,0.17962511808805393,0.15227305296719335,0.8477269470328067,-4.733115580288471,2.1166685841385937
204,Na0.25O4.05Fe0.45P1.3,12.5,22.5,65.0,5.699059595705538,26.430440104582864,799.4895538330078,991.5428698897362,860.1410731315614,1139.4360539101804,1056.6116491496564,-6.779965498752073,1.4647377210710504,0.168551201620892,0.05322941914152791,0.5113877840026272,0.07586280397007174,1.2985947752005909,0.2402199192421759,0.21715936007682335,0.17841489553439982,0.8215851044656002,-4.648642193401473,2.113232239011875
205,Na0.25O4Fe0.5P1.25,12.5,25.0,62.5,5.680523382747053,29.27163888651106,792.734358215332,995.0357047557831,862.490991973877,1142.5987801225933,1061.5170956790448,-6.763261388082537,1.5554453623541247,0.17705370429219736,0.061050856146599955,0.5141418213973875,0.0879949670853006,1.3709482947381866,0.25519437178916815,0.2490349669303357,0.19938190164713418,0.8006180983528658,-4.560342149760244,2.1057636893052813
206,Na0.25O3.95Fe0.55P1.2,12.5,27.500000000000004,60.0,5.662107357084886,32.094415566758194,785.0559505462646,993.3878994226455,864.2532052040101,1146.200238172399,1066.3103910923005,-6.750788962167888,1.6428708781805974,0.1817587729771924,0.0690954791494586,0.5143739630326993,0.1008810322406164,1.3633188954561244,0.26537210339137934,0.2808940878857373,0.21929532702378632,0.7807046729762137,-4.4756501105496,2.099722435959413
207,Na0.25O3.9Fe0.6P1.15,12.5,30.0,57.49999999999999,5.643810353569433,34.898948737447995,781.3217433929443,988.6107816934585,865.8338839054109,1149.8618784598461,1066.4666028857232,-6.751120722062019,1.7097509980125203,0.18027298946388445,0.07349764532211836,0.5119196178481353,0.10816560684138478,1.2855046722616965,0.26530560560153754,0.2975486294759209,0.22931597530652906,0.770684024693471,-4.4115403539550435,2.0814043375976636
208,Na0.25O3.85Fe0.65P1.1,12.5,32.5,55.00000000000001,5.62563122206322,37.685414689670296,779.509239578247,978.2643038868904,867.0012982130052,1154.4930845205688,1066.4553400814534,-6.76483026316084,1.7766466332132183,0.17215786475774447,0.0757839607771157,0.5058237478296366,0.11223992506117776,1.1278240909002806,0.25497460994327614,0.3043288984303628,0.23332220791595895,0.7666777920840411,-4.348136038411315,2.0715864195816476
209,Na0.25O3.8Fe0.7P1.05,12.5,35.0,52.5,5.607568827199912,40.45398745042112,780.6390232086181,965.7788778185844,867.20253136158,1160.473070951419,1065.3526491761208,-6.787238461378561,1.8386263586839333,0.15953826008058813,0.07459329330407673,0.49753895239960305,0.11088801043684002,0.9509264330428713,0.23716448845843754,0.2951660547766831,0.22789823257649897,0.772101767423501,-4.290643775324076,2.0603897577030446
210,Na0.25O3.75Fe0.75P1,12.5,37.5,50.0,5.589622048147929,43.20483881883323,782.1732467651367,948.8429738521576,866.8566760063172,1166.5872205473984,1064.134065115452,-6.809313153597444,1.9052269173539305,0.1428694950119669,0.0725907396803511,0.48689563944237463,0.10826684445090519,0.7654380293238937,0.21308543570918992,0.28253186331356295,0.22029227607929416,0.7797077239207059,-4.228607511874101,2.0502128785680283
211,Na0.25O3.7Fe0.8P0.95,12.5,40.0,47.5,5.571789778378608,45.93813840171342,785.8834270477295,932.5203661561012,864.509287261963,1173.1695281024902,1062.58625497818,-6.838917485834589,1.9549248201102478,0.12499211375319771,0.06702003276662383,0.4760056963772048,0.1000477392806227,0.609339080686427,0.18658866450362996,0.2547327119298674,0.20301751082752162,0.7969824891724784,-4.18379672807581,2.046653109129976
